Rk,Player,Link,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Salary,Signed Using
89,Tyson Chandler,chandty01,C,31,NYK,55,55,30.2,3.5,5.9,0.593,0,0,0,3.5,5.8,0.595,0.593,1.8,2.8,0.632,2.9,6.7,9.6,1.1,0.7,1.1,1.3,2.6,8.7,2014,14100538,Bird Rights
90,Wilson Chandler,chandwi01,SF,26,DEN,62,55,31.1,5,11.9,0.416,2,5.7,0.348,3,6.2,0.478,0.499,1.8,2.5,0.724,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1,13.6,2014,6344164,Bird Rights
91,Josh Childress,childjo01,SF,30,NOP,4,0,6,0,0,,0,0,,0,0,,,0,0,,0,0.8,0.8,0.5,0.3,0,0.3,0.3,0,2014,237292,
92,Dionte Christmas,chrisdi01,SF,27,PHO,31,0,6.4,0.7,2,0.355,0.3,1,0.29,0.4,1,0.419,0.427,0.6,0.8,0.75,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.6,2.3,2014,490180,Minimum Salary
93,Earl Clark,clarkea01,PF,26,CLE,45,17,15.5,2,5.3,0.375,0.9,2.6,0.345,1.1,2.8,0.403,0.458,0.3,0.5,0.583,0.4,2.4,2.8,0.4,0.4,0.4,0.7,1.4,5.2,2014,4250000,Cap Space
93,Earl Clark,clarkea01,PF,26,NYK,9,0,7.8,0.8,2.3,0.333,0.1,0.7,0.167,0.7,1.7,0.4,0.357,0.9,1.1,0.8,0.2,1.6,1.8,0.2,0.1,0.7,0.1,0.7,2.6,2014,4250000,Cap Space
94,Ian Clark,clarkia01,SG,22,UTA,23,0,7.5,1.1,2.9,0.388,0.5,1.3,0.355,0.7,1.6,0.417,0.47,0.2,0.3,0.714,0.1,0.7,0.8,0.7,0.3,0.1,0.6,1,3,2014,490180,Minimum Salary
95,Victor Claver,clavevi01,SF,25,POR,21,0,8.8,0.8,2,0.405,0.1,0.9,0.167,0.7,1.1,0.583,0.44,0.5,0.5,0.909,0.4,1.4,1.9,0.6,0.1,0.1,0.5,0.8,2.2,2014,1330000,Cap Space
96,Norris Cole,coleno01,PG,25,MIA,82,6,24.6,2.5,6.1,0.414,0.7,2.1,0.345,1.8,4,0.451,0.474,0.6,0.8,0.779,0.2,1.7,2,3,0.9,0.1,1.5,1.9,6.4,2014,1129200,1st Round Pick
97,Jason Collins,collija04,C,35,BRK,22,1,7.8,0.5,1.1,0.458,0,0.1,0,0.5,1,0.524,0.458,0.1,0.2,0.75,0.3,0.5,0.9,0.2,0.4,0,0.3,1.4,1.1,2014,884293,
98,Darren Collison,collida01,PG,26,LAC,80,35,25.9,4.1,8.7,0.467,0.9,2.4,0.376,3.2,6.3,0.501,0.518,2.4,2.8,0.857,0.6,1.8,2.4,3.7,1.2,0.2,1.7,1.9,11.4,2014,1900000,MLE
99,Nick Collison,collini01,PF,33,OKC,81,0,16.7,1.7,3,0.556,0,0.2,0.235,1.6,2.8,0.58,0.564,0.8,1.1,0.71,1.4,2.2,3.6,1.3,0.4,0.3,0.9,2.3,4.2,2014,2585668,Bird Rights
100,Mike Conley,conlemi01,PG,26,MEM,73,73,33.5,6.3,14.1,0.45,1.4,4,0.361,4.9,10.1,0.484,0.5,3.1,3.8,0.815,0.6,2.4,2.9,6,1.5,0.2,2.1,1.9,17.2,2014,8200001,Cap Space
101,Chris Copeland,copelch01,SF,29,IND,41,0,6.5,1.3,2.9,0.47,0.8,1.9,0.418,0.5,0.9,0.579,0.611,0.2,0.3,0.714,0.2,0.6,0.8,0.4,0.1,0.2,0.3,0.9,3.7,2014,3000000,MLE
102,DeMarcus Cousins,couside01,C,23,SAC,71,71,32.4,8.3,16.8,0.496,0,0.1,0,8.3,16.7,0.499,0.496,6.1,8.4,0.726,3.1,8.6,11.7,2.9,1.5,1.3,3.5,3.8,22.7,2014,4916974,1st Round Pick
103,Robert Covington,covinro01,SF,23,HOU,7,0,4.9,0.9,2,0.429,0.6,1.6,0.364,0.3,0.4,0.667,0.571,0,0,,0.3,0.4,0.7,0,0.3,0,0.1,0.4,2.3,2014,490180,Cap Space
104,Allen Crabbe,crabbal01,SG,21,POR,15,0,6.7,0.8,2.2,0.364,0.4,0.9,0.429,0.4,1.3,0.316,0.455,0.2,0.3,0.75,0.1,0.5,0.6,0.4,0.1,0.1,0.2,0.7,2.2,2014,825000,Cap Space
105,Jamal Crawford,crawfja01,SG,33,LAC,69,24,30.3,6.1,14.7,0.416,2.3,6.5,0.361,3.8,8.2,0.46,0.496,4,4.7,0.866,0.5,1.8,2.3,3.2,0.9,0.2,2,1.7,18.6,2014,5225000,MLE
106,Jordan Crawford,crawfjo02,PG,25,BOS,39,35,30.7,4.8,11.7,0.413,1.3,4,0.318,3.5,7.6,0.463,0.468,2.8,3.2,0.873,0.5,2.6,3.1,5.7,0.9,0.1,2.2,1.9,13.7,2014,2162419,1st Round Pick
106,Jordan Crawford,crawfjo02,SG,25,GSW,42,0,15.7,3.3,7.9,0.417,1,3,0.313,2.4,4.9,0.483,0.477,0.9,1,0.837,0.2,1.3,1.5,1.4,0.3,0,1.2,1,8.4,2014,2162419,1st Round Pick
107,Jae Crowder,crowdja01,SF,23,DAL,78,8,16.1,1.7,3.8,0.439,0.6,1.9,0.331,1,1.9,0.552,0.524,0.6,0.8,0.754,0.6,1.9,2.5,0.8,0.8,0.3,0.5,1.3,4.6,2014,788872,Cap Space
108,Dante Cunningham,cunnida01,PF,26,MIN,81,7,20.2,2.9,6.3,0.464,0,0.1,0,2.9,6.2,0.468,0.464,0.5,0.8,0.567,1.4,2.7,4.1,1,0.8,0.7,0.5,1.8,6.3,2014,2180000,MLE
109,Jared Cunningham,cunnija01,SG,22,ATL,5,0,4.4,0.2,0.4,0.5,0,0.2,0,0.2,0.2,1,0.5,0,0.4,0,0,0.2,0.2,0.6,0,0,0.4,0.6,0.4,2014,1208400,1st Round Pick
109,Jared Cunningham,cunnija01,SG,22,SAC,8,0,7.3,0.6,2.4,0.263,0.1,0.8,0.167,0.5,1.6,0.308,0.289,1.6,1.8,0.929,0.1,0.5,0.6,0.6,0.4,0,0,1.6,3,2014,1208400,1st Round Pick
110,Seth Curry,curryse01,PG,23,MEM,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2014,43251,
110,Seth Curry,curryse01,PG,23,CLE,1,0,9,1,3,0.333,1,1,1,0,2,0,0.5,0,0,,0,1,1,0,2,0,0,0,3,2014,75000,
110,Seth Curry,curryse01,PG,23,CLE,1,0,9,1,3,0.333,1,1,1,0,2,0,0.5,0,0,,0,1,1,0,2,0,0,0,3,2014,43251,
111,Stephen Curry,curryst01,PG,25,GSW,78,78,36.5,8.4,17.7,0.471,3.3,7.9,0.424,5,9.8,0.509,0.566,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24,2014,9887642,Bird Rights
112,Samuel Dalembert,dalemsa01,C,32,DAL,80,68,20.2,2.7,4.7,0.568,0,0,0,2.7,4.7,0.569,0.568,1.3,1.7,0.737,2.5,4.3,6.8,0.5,0.5,1.2,1.1,2.6,6.6,2014,3700748,Cap Space
115,Brandon Davies,daviebr01,PF,22,PHI,51,0,11.3,1.1,2.5,0.422,0,0.2,0.2,1,2.3,0.441,0.43,0.7,1,0.642,0.7,1.4,2.1,0.5,0.5,0.2,0.7,1.8,2.8,2014,490180,Cap Space
116,Anthony Davis,davisan02,PF,20,NOP,67,66,35.2,7.8,15,0.519,0,0.1,0.222,7.8,14.9,0.522,0.52,5.2,6.6,0.791,3.1,7,10,1.6,1.3,2.8,1.6,3,20.8,2014,5375760,1st Round Pick
117,Ed Davis,davised01,PF,24,MEM,63,4,15.2,2.5,4.6,0.534,0,0,,2.5,4.6,0.534,0.534,0.7,1.4,0.528,1.5,2.7,4.1,0.4,0.3,0.7,0.6,1.8,5.7,2014,3153860,1st Round Pick
118,Glen Davis,davisgl01,PF,28,ORL,45,43,30.1,5.2,11.4,0.453,0.1,0.2,0.4,5.1,11.2,0.454,0.457,1.7,2.5,0.675,1.9,4.3,6.3,1.6,1,0.5,1.3,2.5,12.1,2014,6400000,Bird Rights
118,Glen Davis,davisgl01,PF,28,LAC,23,1,13.4,1.7,3.5,0.481,0,0,0,1.7,3.5,0.488,0.481,0.8,1,0.783,0.9,2.1,3,0.3,0.5,0.3,0.7,2.1,4.2,2014,6400000,Bird Rights
119,Austin Daye,dayeau01,SF,25,TOR,8,0,4.1,0.4,1.6,0.231,0,1,0,0.4,0.6,0.6,0.231,0.3,0.4,0.667,0.3,0.6,0.9,0.3,0,0,0,0.5,1,2014,947907,Minimum Salary
119,Austin Daye,dayeau01,SF,25,SAS,14,1,8.2,1.5,3.9,0.382,0.9,2.1,0.414,0.6,1.9,0.346,0.491,0.3,0.5,0.571,0.2,1.2,1.4,0.4,0.3,0.3,0.4,1,4.1,2014,947907,Minimum Salary
120,Nando De Colo,decolna01,SF,26,SAS,26,3,11.6,1.6,3.6,0.452,0.4,1.2,0.323,1.2,2.4,0.516,0.505,0.7,0.8,0.818,0.2,1.5,1.7,1.2,0.6,0.1,0.8,1,4.3,2014,1463000,BAE
120,Nando De Colo,decolna01,SF,26,TOR,21,0,9.2,1,2.9,0.367,0.4,1,0.364,0.7,1.8,0.368,0.433,0.6,0.6,1,0.4,1,1.3,1.6,0.3,0.1,0.7,1.1,3.1,2014,1463000,BAE
121,Dewayne Dedmon,dedmode01,C,24,GSW,4,0,1.5,0,0.3,0,0,0,,0,0.3,0,0,0.3,0.5,0.5,0,0,0,0,0,0,0,0.3,0.3,2014,82668,
121,Dewayne Dedmon,dedmode01,C,24,PHI,11,0,13.6,1.4,2.6,0.517,0,0,,1.4,2.6,0.517,0.517,0.6,1.2,0.538,1,3.5,4.5,0.3,0,0.8,0.8,2.5,3.4,2014,28834,
121,Dewayne Dedmon,dedmode01,C,24,ORL,16,6,14.6,1.4,3.3,0.434,0,0,,1.4,3.3,0.434,0.434,0.8,1.1,0.765,1.7,3.2,4.9,0.1,0.4,0.8,0.6,2.3,3.7,2014,82668,
121,Dewayne Dedmon,dedmode01,C,24,ORL,16,6,14.6,1.4,3.3,0.434,0,0,,1.4,3.3,0.434,0.434,0.8,1.1,0.765,1.7,3.2,4.9,0.1,0.4,0.8,0.6,2.3,3.7,2014,28834,
123,Luol Deng,denglu01,SF,28,CHI,23,23,37.4,7,15.4,0.452,0.7,2.7,0.274,6.2,12.7,0.49,0.476,4.4,5.4,0.815,1.7,5.1,6.9,3.7,1,0.2,2.6,2.3,19,2014,14275000,Bird Rights
123,Luol Deng,denglu01,SF,28,CLE,40,40,33.8,5.3,12.7,0.417,1,3.2,0.315,4.3,9.5,0.451,0.457,2.8,3.6,0.771,1.5,3.6,5.1,2.5,1,0.1,1.4,1.5,14.3,2014,14275000,Bird Rights
124,DeMar DeRozan,derozde01,SG,24,TOR,79,79,38.2,7.6,17.8,0.429,0.8,2.7,0.305,6.8,15.2,0.451,0.452,6.6,8,0.824,0.6,3.7,4.3,4,1.1,0.4,2.2,2.5,22.7,2014,9500000,Bird Rights
125,Boris Diaw,diawbo01,PF,31,SAS,79,24,25,3.8,7.3,0.521,0.6,1.4,0.402,3.3,5.9,0.549,0.559,0.9,1.2,0.739,0.9,3.2,4.1,2.8,0.6,0.4,1.5,1.8,9.1,2014,4702500,MLE
126,Gorgui Dieng,dienggo01,C,24,MIN,60,15,13.6,1.9,3.8,0.498,0,0,1,1.9,3.8,0.496,0.5,1,1.6,0.634,1.7,3.3,5,0.7,0.5,0.8,0.9,1.8,4.8,2014,1352640,1st Round Pick
127,Toney Douglas,douglto01,PG,27,GSW,24,0,11,1.3,3.6,0.372,0.8,2.5,0.322,0.5,1.1,0.481,0.483,0.2,0.3,0.625,0.2,0.9,1.1,0.8,0.3,0.1,0.7,1.4,3.7,2014,1600000,MLE
127,Toney Douglas,douglto01,PG,27,MIA,27,17,15.2,1.5,3.9,0.394,0.4,1.6,0.279,1.1,2.3,0.475,0.452,0.7,1,0.769,0.5,1.7,2.3,1.8,0.5,0.1,0.7,1.7,4.2,2014,1600000,MLE
128,Chris Douglas-Roberts,douglch01,SF,27,CHA,49,8,20.7,2.3,5.1,0.44,1,2.7,0.386,1.2,2.4,0.5,0.542,1.3,1.7,0.805,0.3,2.1,2.4,1,0.6,0.3,0.7,1.2,6.9,2014,660619,Minimum Salary
129,Goran Dragic,dragigo01,SG,27,PHO,76,75,35.1,7.3,14.4,0.505,1.6,3.9,0.408,5.7,10.4,0.542,0.561,4.2,5.5,0.76,0.9,2.3,3.2,5.9,1.4,0.3,2.8,2.7,20.3,2014,7500000,Cap Space
130,Andre Drummond,drumman01,C,20,DET,81,81,32.3,5.9,9.5,0.623,0,0,0,5.9,9.5,0.625,0.623,1.7,4,0.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4,13.5,2014,2462400,1st Round Pick
131,Jared Dudley,dudleja01,SF,28,LAC,74,43,23.4,2.6,6,0.438,1.1,3,0.36,1.6,3,0.518,0.529,0.5,0.8,0.655,0.5,1.7,2.2,1.4,0.6,0.1,0.8,2,6.9,2014,4250000,Bird Rights
132,Tim Duncan,duncati01,C,37,SAS,74,74,29.2,6,12.2,0.49,0,0.1,0,6,12.2,0.493,0.49,3.1,4.3,0.731,2.1,7.6,9.7,3,0.6,1.9,2.1,1.8,15.1,2014,10361446,Bird Rights
133,Mike Dunleavy,dunlemi02,SF,33,CHI,82,61,31.5,4.1,9.4,0.43,1.5,4,0.38,2.6,5.5,0.467,0.51,1.7,2,0.854,0.6,3.6,4.2,2.3,0.8,0.6,1.3,2,11.3,2014,3183000,Mini MLE
134,Kevin Durant,duranke01,SF,25,OKC,81,81,38.5,10.5,20.8,0.503,2.4,6.1,0.391,8.1,14.8,0.549,0.56,8.7,9.9,0.873,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32,2014,17832627,Bird Rights
136,Wayne Ellington,ellinwa01,SG,26,DAL,45,1,8.7,1.2,2.8,0.437,0.6,1.3,0.424,0.7,1.5,0.448,0.536,0.2,0.2,0.909,0.2,0.8,1,0.4,0.4,0,0.2,0.7,3.2,2014,2652000,Room Exception
137,Monta Ellis,ellismo01,SG,28,DAL,82,82,36.9,7,15.6,0.451,0.8,2.5,0.33,6.2,13,0.474,0.478,4.1,5.2,0.788,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,19,2014,8000000,Cap Space
139,Jeremy Evans,evansje01,SF,26,UTA,66,4,18.3,2.7,5,0.527,0,0,0,2.7,5,0.53,0.527,0.8,1.1,0.68,1.8,2.9,4.7,0.7,0.6,0.7,0.6,2.1,6.1,2014,1660257,Early Bird Rights
140,Reggie Evans,evansre01,PF,33,BRK,30,6,13.3,0.8,2,0.39,0,0,,0.8,2,0.39,0.39,1.2,2.2,0.538,1.8,3.2,5,0.2,0.4,0.1,0.9,1.8,2.7,2014,1695635,Non Bird Rights
140,Reggie Evans,evansre01,PF,33,SAC,24,14,20.8,2,3.8,0.527,0,0,,2,3.8,0.527,0.527,1.5,2.7,0.569,2.6,5.1,7.7,0.7,1,0,1.3,2.7,5.5,2014,1695635,Non Bird Rights
141,Tyreke Evans,evansty01,SF,24,NOP,72,22,28.2,5.4,12.5,0.436,0.3,1.3,0.221,5.1,11.1,0.461,0.448,3.3,4.3,0.771,1.1,3.7,4.7,5,1.2,0.3,2.4,2.2,14.5,2014,10300000,Bird Rights
142,Kenneth Faried,farieke01,PF,24,DEN,80,77,27.2,5.6,10.3,0.545,0,0,0,5.6,10.2,0.547,0.545,2.5,3.9,0.65,3,5.6,8.6,1.2,0.9,0.9,1.7,2.4,13.7,2014,1367640,1st Round Pick
143,Jordan Farmar,farmajo01,PG,27,LAL,41,5,22.2,3.7,8.9,0.415,1.7,3.9,0.438,2,5,0.397,0.511,1.1,1.4,0.746,0.5,2,2.5,4.9,0.9,0.2,2.3,1.6,10.1,2014,884293,Minimum Salary
145,Derrick Favors,favorde01,PF,22,UTA,73,73,30.2,5.3,10.2,0.522,0,0,0,5.3,10.2,0.523,0.522,2.6,3.9,0.669,2.7,6,8.7,1.2,1,1.5,1.8,3.2,13.3,2014,6008196,1st Round Pick
146,Carrick Felix,felixca01,SG,23,CLE,7,0,5.4,1,2,0.5,0.3,0.7,0.4,0.7,1.3,0.556,0.571,0.4,0.6,0.75,0.1,0.7,0.9,0.6,0,0,0.6,0.6,2.7,2014,510000,Cap Space
147,Raymond Felton,feltora01,PG,29,NYK,65,65,31,3.7,9.4,0.395,1,3,0.318,2.7,6.4,0.431,0.446,1.4,1.9,0.721,0.8,2.2,3,5.6,1.2,0.4,2,2.4,9.7,2014,3637073,Cap Space
148,Landry Fields,fieldla01,SF,25,TOR,30,2,10.7,0.9,2.2,0.403,0,0.2,0,0.9,2.1,0.435,0.403,0.5,0.7,0.636,0.5,1.5,2,0.7,0.3,0.1,0.4,0.8,2.3,2014,6250000,Cap Space
149,Derek Fisher,fishede01,SG,39,OKC,81,0,17.6,1.7,4.5,0.391,1.1,2.8,0.384,0.7,1.6,0.402,0.512,0.7,0.9,0.775,0.1,1.4,1.5,1.4,0.9,0,0.6,1.9,5.2,2014,884293,Minimum Salary
150,Evan Fournier,fournev01,SG,21,DEN,76,4,19.8,3,7.2,0.419,1.2,3.1,0.376,1.8,4,0.453,0.501,1.2,1.6,0.756,0.4,2.2,2.7,1.5,0.4,0.1,1.3,2.4,8.4,2014,1422720,1st Round Pick
151,Randy Foye,foyera01,SG,30,DEN,81,78,30.7,4.5,10.8,0.413,2.3,6.1,0.38,2.1,4.7,0.456,0.521,1.9,2.3,0.849,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5,13.2,2014,3000000,Non Bird Rights
152,Jamaal Franklin,frankja01,SG,22,MEM,21,0,7.7,0.8,1.9,0.41,0.2,0.5,0.455,0.5,1.3,0.393,0.474,0.1,0.1,1,0.2,0.9,1.1,0.3,0.2,0.1,0.5,1.1,1.9,2014,535000,MLE
153,Jimmer Fredette,fredeji01,SG,24,SAC,41,0,11.3,2.3,4.8,0.475,0.9,1.8,0.493,1.4,3,0.464,0.566,0.4,0.5,0.895,0.2,0.9,1.1,1.5,0.3,0.1,1.1,0.7,5.9,2014,2439840,1st Round Pick
153,Jimmer Fredette,fredeji01,SG,24,CHI,8,0,7,1.6,3.6,0.448,0.5,1.4,0.364,1.1,2.3,0.5,0.517,0.3,0.3,1,0.1,0.8,0.9,0.4,0,0,0.5,0.9,4,2014,2439840,1st Round Pick
154,Joel Freeland,freeljo01,C,26,POR,52,0,14,1.5,3.1,0.475,0,0,0,1.5,3.1,0.481,0.475,0.4,0.6,0.69,1.7,2.3,4,0.7,0.2,0.4,0.6,1.8,3.3,2014,2897976,Cap Space
155,Channing Frye,fryech01,PF,30,PHO,82,82,28.2,4.1,9.5,0.432,2,5.3,0.37,2.1,4.2,0.509,0.535,1,1.2,0.821,0.9,4.2,5.1,1.2,0.7,0.8,1.1,3,11.1,2014,6400000,MLE
156,Francisco Garcia,garcifr01,SF,32,HOU,55,4,19.7,2.1,5.3,0.401,1.3,3.5,0.358,0.9,1.8,0.485,0.519,0.2,0.3,0.526,0.4,1.8,2.2,1.1,0.5,0.6,0.5,2.2,5.7,2014,1265977,Minimum Salary
157,Kevin Garnett,garneke01,C,37,BRK,54,54,20.5,2.9,6.6,0.441,0,0.1,0,2.9,6.5,0.445,0.441,0.7,0.9,0.809,1.1,5.5,6.6,1.5,0.8,0.7,1.3,2.3,6.5,2014,12443735,Bird Rights
158,Diante Garrett,garredi02,PG,25,UTA,71,0,14.8,1.4,3.7,0.381,0.5,1.4,0.375,0.9,2.4,0.385,0.449,0.1,0.2,0.833,0.2,1.2,1.4,1.7,0.6,0.1,1.1,1.1,3.5,2014,788872,Cap Space
159,Marc Gasol,gasolma01,C,29,MEM,59,59,33.4,5.7,12.1,0.473,0,0.2,0.182,5.7,11.9,0.477,0.474,3.1,4.1,0.768,1.4,5.8,7.2,3.6,1,1.3,1.9,2.5,14.6,2014,14860523,Bird Rights
160,Pau Gasol,gasolpa01,C,33,LAL,60,60,31.4,7.1,14.8,0.48,0.1,0.2,0.286,7,14.5,0.483,0.482,3.1,4.2,0.736,2.1,7.6,9.7,3.4,0.5,1.5,2.4,2.1,17.4,2014,19285850,Bird Rights
161,Rudy Gay,gayru01,SF,27,TOR,18,18,35.5,7.2,18.6,0.388,1.2,3.3,0.373,6,15.3,0.391,0.421,3.8,4.9,0.773,1.6,5.8,7.4,2.2,1.6,1.3,3.3,2.6,19.4,2014,17888931,Bird Rights
161,Rudy Gay,gayru01,SF,27,SAC,55,55,34.4,7.4,15.3,0.482,0.8,2.5,0.312,6.6,12.8,0.516,0.508,4.5,5.4,0.836,1.5,4,5.5,3.1,1.2,0.6,3,2.3,20.1,2014,17888931,Bird Rights
162,Alonzo Gee,geeal01,SF,26,CLE,65,24,15.7,1.5,3.6,0.415,0.3,0.9,0.328,1.2,2.7,0.444,0.456,0.7,0.9,0.705,0.5,1.8,2.3,0.7,0.6,0.2,0.7,1.5,4,2014,3250000,Early Bird Rights
163,Paul George,georgpa01,SF,23,IND,80,80,36.2,7.2,17,0.424,2.3,6.3,0.364,4.9,10.8,0.458,0.49,5,5.8,0.864,0.8,6,6.8,3.5,1.9,0.3,2.8,2.5,21.7,2014,3282003,1st Round Pick
164,Taj Gibson,gibsota01,PF,28,CHI,82,8,28.7,5.2,10.9,0.479,0,0.1,0,5.2,10.8,0.483,0.479,2.6,3.4,0.751,2.4,4.4,6.8,1.1,0.5,1.4,1.8,2.5,13,2014,7550000,Bird Rights
165,Manu Ginobili,ginobma01,SG,36,SAS,68,3,22.8,4.3,9.2,0.469,1.3,3.8,0.349,3,5.4,0.553,0.541,2.4,2.8,0.851,0.4,2.5,3,4.3,1,0.3,2,1.9,12.3,2014,7500000,Bird Rights
166,Rudy Gobert,goberru01,C,21,UTA,45,0,9.6,0.8,1.6,0.486,0,0,,0.8,1.6,0.486,0.486,0.7,1.4,0.492,1.1,2.3,3.4,0.2,0.2,0.9,0.7,1.3,2.3,2014,1078800,1st Round Pick
167,Ryan Gomes,gomesry01,SF,31,OKC,5,0,6.8,0.6,1.6,0.375,0,0.4,0,0.6,1.2,0.5,0.375,0,0,,0,0.8,0.8,0.2,0,0,0.2,1,1.2,2014,509479,
169,Archie Goodwin,goodwar01,SG,19,PHO,52,0,10.3,1.5,3.2,0.455,0.1,0.7,0.139,1.4,2.5,0.542,0.47,0.7,1.1,0.673,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0.9,3.7,2014,1064400,1st Round Pick
170,Ben Gordon,gordobe01,SG,30,CHA,19,0,14.7,1.9,5.7,0.343,0.4,1.5,0.276,1.5,4.2,0.367,0.38,0.9,1.1,0.81,0.2,1.3,1.4,1.1,0.5,0.1,1.1,0.9,5.2,2014,13200000,Cap Space
171,Eric Gordon,gordoer01,SG,25,NOP,64,64,32.1,5.6,12.8,0.436,1.6,4,0.391,4,8.7,0.456,0.498,2.7,3.5,0.785,0.5,2.1,2.6,3.3,1.2,0.2,2.1,1.8,15.4,2014,14283844,Bird Rights
172,Marcin Gortat,gortama01,C,29,WAS,81,80,32.8,5.6,10.4,0.542,0,0,1,5.6,10.4,0.541,0.542,1.9,2.8,0.686,2.5,7,9.5,1.7,0.5,1.5,1.6,2.5,13.2,2014,7727280,Early Bird Rights
173,Danny Granger,grangda01,SF,30,IND,29,2,22.5,2.8,7.7,0.359,1.1,3.2,0.33,1.7,4.4,0.38,0.428,1.8,1.8,0.962,0.8,2.8,3.6,1.1,0.3,0.4,1.2,1.4,8.3,2014,14021788,Bird Rights
173,Danny Granger,grangda01,SF,30,LAC,12,0,16.2,3,7,0.429,1,2.8,0.353,2,4.2,0.48,0.5,1,1.2,0.857,0.6,1.8,2.3,0.7,0.3,0.3,0.8,1.8,8,2014,14021788,Bird Rights
174,Aaron Gray,grayaa01,C,29,TOR,4,0,5,0.5,0.8,0.667,0,0,,0.5,0.8,0.667,0.667,0.3,0.5,0.5,0.8,1.3,2,0.8,0,0,1,1.8,1.3,2014,2690875,Room Exception
174,Aaron Gray,grayaa01,C,29,SAC,33,6,10.2,0.8,1.8,0.431,0,0,0,0.8,1.7,0.439,0.431,0.3,0.5,0.556,1.2,1.9,3.1,0.6,0.3,0.2,0.8,1.7,1.8,2014,2690875,Room Exception
175,Danny Green,greenda02,SG,26,SAS,68,59,24.3,3.2,7.4,0.432,1.9,4.7,0.415,1.3,2.8,0.46,0.562,0.7,0.9,0.794,0.4,3,3.4,1.5,1,0.9,1.1,1.6,9.1,2014,3762500,Early Bird
176,Draymond Green,greendr01,SF,23,GSW,82,12,21.9,2.3,5.6,0.407,0.7,2,0.333,1.6,3.6,0.449,0.467,1,1.5,0.667,1,3.9,5,1.9,1.2,0.9,1.1,2.8,6.2,2014,875500,MLE
177,Gerald Green,greenge01,SG,28,PHO,82,48,28.4,5.5,12.3,0.445,2.5,6.2,0.4,3,6,0.492,0.547,2.4,2.8,0.848,0.6,2.8,3.4,1.5,0.9,0.5,1.8,2.7,15.8,2014,3500000,Cap Space
178,Jeff Green,greenje02,SF,27,BOS,82,82,34.2,5.9,14.3,0.412,1.6,4.8,0.341,4.2,9.5,0.448,0.469,3.5,4.3,0.795,0.7,4,4.6,1.7,0.7,0.6,2,2.2,16.9,2014,8965000,Bird Rights
179,Willie Green,greenwi01,SG,32,LAC,55,9,15.8,1.9,4.9,0.376,0.7,2.2,0.339,1.1,2.7,0.407,0.452,0.5,0.6,0.824,0.2,1.2,1.4,0.9,0.4,0.2,0.6,1.7,5,2014,1399507,Non Bird Rights
180,Blake Griffin,griffbl01,PF,24,LAC,80,80,35.8,9,17,0.528,0.2,0.6,0.273,8.8,16.4,0.537,0.533,6,8.4,0.715,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.1,2014,16441500,Bird Rights
182,Jordan Hamilton,hamiljo02,SF,23,DEN,39,11,17.2,2.5,6.5,0.39,1.2,3.3,0.349,1.4,3.2,0.432,0.478,0.6,0.8,0.742,0.6,2.8,3.4,0.9,0.8,0.3,0.7,0.8,6.8,2014,1169880,1st Round Pick
182,Jordan Hamilton,hamiljo02,SF,23,HOU,21,1,16.6,2.3,5.8,0.393,1.2,3.3,0.362,1.1,2.5,0.434,0.496,0.8,1,0.85,0.4,2.5,2.9,0.9,0.6,0.3,0.9,1.7,6.6,2014,1169880,1st Round Pick
184,Tyler Hansbrough,hansbty01,PF,28,TOR,64,4,15.3,1.5,3.1,0.474,0,0,0,1.5,3,0.479,0.474,2,2.9,0.681,1.9,2.6,4.5,0.3,0.4,0.3,0.7,2.1,4.9,2014,3183000,MLE
185,Tim Hardaway Jr.,hardati02,SG,21,NYK,81,1,23.1,3.6,8.5,0.428,1.6,4.4,0.363,2,4.1,0.498,0.523,1.3,1.6,0.828,0.2,1.3,1.5,0.8,0.5,0.1,0.6,1.8,10.2,2014,1196760,1st Round Pick
186,James Harden,hardeja01,SG,24,HOU,73,73,38,7.5,16.5,0.456,2.4,6.6,0.366,5.1,9.9,0.515,0.529,7.9,9.1,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,2014,13701250,Bird Rights
187,Maurice Harkless,harklma01,SF,20,ORL,80,41,24.4,2.8,6,0.464,0.7,1.9,0.383,2.1,4.1,0.502,0.525,1.1,1.8,0.594,0.9,2.4,3.3,1,1.2,0.6,1.1,1.8,7.4,2014,1809840,1st Round Pick
