Rk,Player,Link,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Salary,Signed Using
100,Mike Conley,conlemi01,PG,27,MEM,70,70,31.8,5.6,12.6,0.446,1.5,4,0.386,4.1,8.6,0.473,0.506,3.1,3.6,0.859,0.4,2.6,3,5.4,1.3,0.2,2.2,2,15.8,2015,8894216,Cap Space
101,Jack Cooley,cooleja01,C,23,UTA,16,0,5.4,0.6,1.4,0.409,0,0,,0.6,1.4,0.409,0.409,0.6,1.3,0.429,0.6,0.9,1.6,0.1,0.4,0.2,0.2,1.4,1.7,2015,187357,Minimum Salary
102,Chris Copeland,copelch01,SF,30,IND,50,12,16.6,2.2,6.2,0.361,1,3.3,0.311,1.2,2.9,0.42,0.445,0.7,0.9,0.733,0.5,1.8,2.2,1,0.2,0.2,1.2,1.6,6.2,2015,3135000,MLE
103,Bryce Cotton,cottobr01,PG,22,UTA,15,0,10.6,1.9,4.6,0.42,0.5,1.3,0.35,1.5,3.3,0.449,0.471,1,1.2,0.833,0.2,1,1.2,1,0.3,0,0.8,0.4,5.3,2015,152200,Minimum Salary
104,DeMarcus Cousins,couside01,C,24,SAC,59,59,34.1,8.4,18.1,0.467,0,0.1,0.25,8.4,17.9,0.469,0.468,7.2,9.2,0.782,3.1,9.5,12.7,3.6,1.5,1.7,4.3,4.1,24.1,2015,13701250,1st Round Pick
105,Robert Covington,covinro01,SF,24,PHI,70,49,27.9,4.3,10.8,0.396,2.4,6.4,0.374,1.9,4.4,0.426,0.506,2.5,3.1,0.82,0.9,3.6,4.5,1.5,1.4,0.4,1.8,2.7,13.5,2015,1000000,
106,Allen Crabbe,crabbal01,SG,22,POR,51,9,13.4,1.2,3,0.412,0.6,1.7,0.353,0.6,1.3,0.485,0.51,0.2,0.3,0.75,0.1,1.3,1.4,0.8,0.4,0.3,0.3,1.5,3.3,2015,862000,Cap Space
107,Jamal Crawford,crawfja01,SG,34,LAC,64,4,26.6,5.2,13.1,0.396,1.9,5.7,0.327,3.3,7.4,0.448,0.467,3.5,3.9,0.901,0.3,1.7,1.9,2.5,0.9,0.2,1.4,1.7,15.8,2015,5450000,MLE
108,Jae Crowder,crowdja01,SF,24,DAL,25,0,10.6,1.3,3,0.434,0.5,1.5,0.342,0.8,1.5,0.526,0.52,0.4,0.4,0.909,0.5,0.7,1.2,0.5,0.6,0.2,0.4,1,3.6,2015,915243,Cap Space
108,Jae Crowder,crowdja01,SF,24,BOS,57,17,24.2,3.4,8.2,0.418,0.8,3,0.282,2.6,5.2,0.495,0.469,1.7,2.3,0.762,1.1,3.6,4.6,1.4,1,0.4,0.7,1.9,9.5,2015,915243,Cap Space
109,Dante Cunningham,cunnida01,PF,27,NOP,66,27,25,2.3,5.1,0.457,0,0.2,0.1,2.3,5,0.468,0.459,0.4,0.7,0.617,1.1,2.8,3.9,0.8,0.7,0.6,0.5,1.5,5.2,2015,831942,
111,Seth Curry,curryse01,PG,24,PHO,2,0,4,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0,1,1,0.5,0,0,0,1,0,2015,48028,
112,Stephen Curry,curryst01,PG,26,GSW,80,80,32.7,8.2,16.8,0.487,3.6,8.1,0.443,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2,0.2,3.1,2,23.8,2015,10629213,Bird Rights
113,Samuel Dalembert,dalemsa01,C,33,NYK,32,21,17,1.8,4.1,0.438,0,0,,1.8,4.1,0.438,0.438,0.4,0.6,0.7,1.7,3.6,5.3,0.9,0.4,1.3,1.2,2.2,4,2015,3867282,
114,Troy Daniels,danietr01,SG,23,HOU,17,0,6.4,0.9,2.8,0.319,0.8,2.5,0.302,0.1,0.2,0.5,0.457,0.2,0.2,0.75,0,0.4,0.4,0.2,0,0,0.3,0.8,2.7,2015,816482,Minimum Salary
114,Troy Daniels,danietr01,SG,23,MIN,19,0,8.1,1,3.1,0.322,0.7,2.1,0.333,0.3,1.1,0.3,0.432,0.1,0.1,1,0.3,0.7,1,0.7,0.2,0,0.4,0.7,2.8,2015,816482,Minimum Salary
114,Troy Daniels,danietr01,SG,23,CHO,11,0,12.3,2.5,5.4,0.458,1.5,3.3,0.472,0.9,2.1,0.435,0.602,0.5,0.6,0.857,0.2,0.5,0.7,0.5,0.3,0.1,0.6,1.1,7,2015,816482,Minimum Salary
117,Anthony Davis,davisan02,PF,21,NOP,68,68,36.1,9.4,17.6,0.535,0,0.2,0.083,9.4,17.5,0.54,0.536,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,2015,5607240,1st Round Pick
118,Ed Davis,davised01,PF,25,LAL,79,24,23.3,3.6,5.9,0.601,0,0,,3.6,5.9,0.601,0.601,1.2,2.4,0.487,2.9,4.7,7.6,1.2,0.6,1.2,0.7,2.6,8.3,2015,981084,Minimum Salary
119,Glen Davis,davisgl01,PF,29,LAC,74,0,12.2,1.6,3.4,0.459,0,0.1,0,1.6,3.4,0.466,0.459,0.8,1.3,0.632,0.6,1.7,2.3,0.5,0.6,0.3,0.5,1.8,4,2015,1227985,Minimum Salary
120,Andre Dawkins,dawkian01,SG,23,MIA,4,0,5.5,0.3,1.5,0.167,0.3,1.5,0.167,0,0,,0.25,0,0,,0,0.5,0.5,0.3,0,0,0.3,0.8,0.8,2015,59686,
121,Austin Daye,dayeau01,SF,26,SAS,26,4,10.3,1.5,4.4,0.348,0.7,2.2,0.333,0.8,2.2,0.362,0.43,0.2,0.2,1,0.2,2.1,2.3,0.3,0.3,0.1,0.7,1.2,4,2015,1063384,
121,Austin Daye,dayeau01,SF,26,ATL,8,0,9.5,1.3,3.3,0.385,0.6,1.8,0.357,0.6,1.5,0.417,0.481,0.1,0.3,0.5,0.5,1.3,1.8,1,0.5,0.3,0.6,1.1,3.3,2015,125104,Minimum Salary
122,Dewayne Dedmon,dedmode01,C,25,ORL,59,15,14.3,1.5,2.7,0.562,0,0,0,1.5,2.7,0.565,0.562,0.6,1.1,0.531,2,3,5,0.2,0.3,0.8,0.9,2.4,3.7,2015,816482,Minimum Salary
123,Matthew Dellavedova,dellama01,SG,24,CLE,67,13,20.6,1.7,4.6,0.362,1,2.5,0.407,0.6,2.1,0.307,0.472,0.4,0.6,0.763,0.6,1.3,1.9,3,0.4,0,0.9,2.3,4.8,2015,816482,Minimum Salary
124,Luol Deng,denglu01,SF,29,MIA,72,72,33.6,5.1,10.9,0.469,1.1,3.1,0.355,4,7.9,0.513,0.518,2.7,3.5,0.761,1.4,3.8,5.2,1.9,0.9,0.3,1.5,1.5,14,2015,9714461,Cap Space
125,DeMar DeRozan,derozde01,SG,25,TOR,60,60,35,6.8,16.5,0.413,0.4,1.5,0.284,6.4,15,0.426,0.426,6,7.2,0.832,0.7,3.9,4.6,3.5,1.2,0.2,2.3,2,20.1,2015,9500000,Bird Rights
126,Boris Diaw,diawbo01,PF,32,SAS,81,15,24.5,3.6,7.8,0.46,0.7,2.1,0.32,2.9,5.7,0.512,0.503,0.9,1.1,0.774,1,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,2015,7500000,Bird Rights
127,Gorgui Dieng,dienggo01,C,25,MIN,73,49,30,3.5,7,0.506,0,0.1,0.167,3.5,6.9,0.51,0.507,2.6,3.3,0.783,3.1,5.3,8.3,2,1,1.7,1.7,2.6,9.7,2015,1413480,1st Round Pick
128,Spencer Dinwiddie,dinwisp01,PG,21,DET,34,1,13.4,1.5,5,0.302,0.4,1.9,0.185,1.1,3.1,0.375,0.337,0.9,1,0.912,0.1,1.3,1.4,3.1,0.6,0.2,1,1.6,4.3,2015,700000,Cap Space
129,Joey Dorsey,dorsejo01,PF,31,HOU,69,17,12.4,1.2,2.1,0.552,0,0,0,1.2,2.1,0.556,0.552,0.3,1.2,0.289,1.5,2.6,4,0.4,0.6,0.4,0.6,2.3,2.7,2015,948163,Minimum Salary
130,Toney Douglas,douglto01,SG,28,NOP,12,0,14.8,1.6,4.3,0.373,0.4,1.5,0.278,1.2,2.8,0.424,0.422,0.7,1.1,0.615,0.2,1.7,1.8,2,0.9,0.3,0.8,1.7,4.3,2015,268974,Minimum Salary
131,Chris Douglas-Roberts,douglch01,SG,28,LAC,12,0,8.6,0.4,1.8,0.238,0.1,0.6,0.143,0.3,1.2,0.286,0.262,0.7,0.7,1,0.1,0.9,1,0.3,0.1,0,0,1.2,1.6,2015,915243,
132,Goran Dragic,dragigo01,SG,28,PHO,52,52,33.4,6.5,13.1,0.501,1.3,3.6,0.355,5.3,9.5,0.556,0.549,1.9,2.5,0.746,1,2.6,3.6,4.1,1,0.2,2.2,2.3,16.2,2015,7500000,Cap Space
132,Goran Dragic,dragigo01,PG,28,MIA,26,26,34.8,6.2,12.4,0.502,0.9,2.8,0.329,5.3,9.6,0.552,0.539,3.2,4,0.808,1.2,2.3,3.4,5.3,1.1,0.2,2.3,2.9,16.6,2015,7500000,Cap Space
133,Zoran Dragic,dragizo01,SG,25,PHO,6,0,2.2,0.3,1.3,0.25,0,0.8,0,0.3,0.5,0.667,0.25,0.3,0.5,0.667,0.3,0.2,0.5,0.2,0,0,0,0.2,1,2015,1962103,Cap Space
133,Zoran Dragic,dragizo01,SG,25,MIA,10,1,6.2,0.9,2.2,0.409,0.3,0.9,0.333,0.6,1.3,0.462,0.477,0.1,0.2,0.5,0.3,0.2,0.5,0.4,0.2,0,0.5,0.5,2.2,2015,1962103,Cap Space
134,Larry Drew II,drewla02,PG,24,PHI,12,1,18.3,1.7,4.8,0.345,0.3,2.2,0.154,1.3,2.7,0.5,0.379,0.2,0.3,0.667,0.1,1.2,1.3,3.8,0.5,0,2.1,1.1,3.8,2015,59686,
135,Andre Drummond,drumman01,C,21,DET,82,82,30.5,6,11.7,0.514,0,0,0,6,11.7,0.515,0.514,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,2015,2568360,1st Round Pick
136,Jared Dudley,dudleja01,SG,29,MIL,72,22,23.8,2.8,5.9,0.468,1,2.7,0.385,1.7,3.2,0.537,0.556,0.7,0.9,0.716,0.6,2.4,3.1,1.8,1,0.2,0.9,1.6,7.2,2015,4250000,Bird Rights
137,Tim Duncan,duncati01,C,38,SAS,77,77,28.9,5.4,10.6,0.512,0,0.1,0.286,5.4,10.5,0.514,0.513,3,4,0.74,2.2,6.9,9.1,3,0.8,2,1.7,2.1,13.9,2015,10000000,Bird Rights
138,Mike Dunleavy,dunlemi02,SF,34,CHI,63,63,29.2,3.3,7.6,0.435,1.7,4.2,0.407,1.6,3.5,0.468,0.546,1.1,1.4,0.805,0.4,3.5,3.9,1.8,0.6,0.3,1,2,9.4,2015,3326235,Mini MLE
139,Kevin Durant,duranke01,SF,26,OKC,27,27,33.8,8.8,17.3,0.51,2.4,5.9,0.403,6.4,11.4,0.565,0.578,5.4,6.3,0.854,0.6,6,6.6,4.1,0.9,0.9,2.7,1.5,25.4,2015,18995624,Bird Rights
140,Cleanthony Early,earlycl01,SF,23,NYK,39,7,16.6,1.9,5.5,0.355,0.6,2.2,0.262,1.4,3.3,0.415,0.407,0.9,1.2,0.75,0.6,1.9,2.5,0.9,0.6,0.3,1,1.5,5.4,2015,507336,Minimum Salary
141,Wayne Ellington,ellinwa01,SG,27,LAL,65,36,25.8,3.9,9.5,0.412,1.4,3.7,0.37,2.5,5.8,0.439,0.485,0.8,1,0.813,0.5,2.8,3.2,1.6,0.5,0,0.8,1.2,10,2015,1063384,Minimum Salary
142,Monta Ellis,ellismo01,SG,29,DAL,80,80,33.7,7.5,16.9,0.445,1,3.6,0.285,6.5,13.4,0.487,0.475,2.9,3.8,0.752,0.4,2,2.4,4.1,1.9,0.3,2.5,2.5,18.9,2015,8360000,Cap Space
143,James Ennis,ennisja01,SF,24,MIA,62,3,17,1.6,4,0.409,0.5,1.5,0.326,1.1,2.5,0.461,0.472,1.3,1.5,0.84,0.8,2,2.8,0.8,0.4,0.3,0.6,1.4,5,2015,507336,Cap Space
144,Tyler Ennis,ennisty01,PG,20,PHO,8,0,7.3,1.1,2.6,0.429,0.3,0.8,0.333,0.9,1.9,0.467,0.476,0.3,0.3,1,0.1,0.8,0.9,1.8,0,0.3,1,0.4,2.8,2015,1590720,1st Round Pick
144,Tyler Ennis,ennisty01,PG,20,MIL,25,1,14.1,1.7,4.9,0.35,0.4,1.5,0.27,1.3,3.4,0.384,0.39,0.1,0.2,0.6,0.2,0.9,1.1,2.4,0.7,0.1,1.4,1.3,4,2015,1590720,1st Round Pick
145,Jeremy Evans,evansje01,SF,27,UTA,38,0,7,0.8,1.5,0.552,0.1,0.1,0.4,0.8,1.4,0.566,0.569,0.6,0.8,0.828,0.7,1.2,1.9,0.3,0.3,0.3,0.1,0.8,2.4,2015,1794871,Early Bird Rights
146,Reggie Evans,evansre01,PF,34,SAC,47,7,16.3,1.2,2.9,0.423,0,0,0,1.2,2.9,0.43,0.423,1.3,2.1,0.619,2.1,4.3,6.4,0.7,0.5,0.1,1,1.9,3.7,2015,1768653,Non Bird Rights
147,Tyreke Evans,evansty01,SG,25,NOP,79,76,34.1,6.6,14.7,0.447,0.9,2.9,0.304,5.7,11.9,0.482,0.477,2.6,3.7,0.694,1,4.2,5.3,6.6,1.3,0.5,3.1,2.5,16.6,2015,10763500,Bird Rights
148,Dante Exum,exumda01,PG,19,UTA,82,41,22.2,1.8,5.1,0.349,1,3.2,0.314,0.8,1.9,0.408,0.448,0.2,0.4,0.625,0.3,1.3,1.6,2.4,0.5,0.2,1.4,1.8,4.8,2015,3615000,1st Round Pick
149,Festus Ezeli,ezelife01,C,25,GSW,46,7,11,1.7,3,0.547,0,0,,1.7,3,0.547,0.547,1.1,1.7,0.628,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,4.4,2015,1112880,1st Round Pick
150,Kenneth Faried,farieke01,PF,25,DEN,75,71,27.8,5,9.8,0.507,0,0.1,0.125,5,9.7,0.511,0.507,2.7,3.8,0.691,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8,12.6,2015,2249768,1st Round Pick
151,Jordan Farmar,farmajo01,PG,28,LAC,36,0,14.7,1.7,4.4,0.386,1,2.7,0.361,0.7,1.7,0.426,0.497,0.3,0.3,0.909,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,2015,2077000,
152,Derrick Favors,favorde01,PF,23,UTA,74,74,30.8,6.5,12.4,0.525,0,0.1,0.167,6.5,12.3,0.527,0.526,3,4.5,0.669,2.6,5.6,8.2,1.5,0.8,1.7,1.6,2.8,16,2015,12833333,1st Round Pick
153,Raymond Felton,feltora01,PG,30,DAL,29,3,9.7,1.5,3.7,0.406,0.3,1.2,0.294,1.1,2.5,0.458,0.453,0.4,0.5,0.8,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,2015,3793693,Cap Space
154,Landry Fields,fieldla01,SF,26,TOR,26,9,8.3,0.8,1.6,0.488,0,0.1,0.5,0.7,1.5,0.487,0.5,0.2,0.2,0.833,0.4,0.6,1,0.6,0.4,0,0.3,0.3,1.8,2015,6250000,Cap Space
155,Evan Fournier,fournev01,SG,22,ORL,58,32,28.6,4.4,9.9,0.44,1.5,3.9,0.378,2.9,6,0.48,0.514,1.8,2.5,0.728,0.5,2.2,2.6,2.1,0.7,0,1.4,2,12,2015,1483920,1st Round Pick
156,Randy Foye,foyera01,SG,31,DEN,50,21,21.7,3,8,0.368,1.9,5.3,0.357,1.1,2.8,0.388,0.485,0.9,1.1,0.818,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,2015,3135000,Non Bird Rights
157,Jamaal Franklin,frankja01,SG,23,DEN,3,0,4.3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,,0.75,0,0,,0.3,0.3,0.7,1,0,0.3,1,1.3,1,2015,19914,MLE
158,Tim Frazier,fraziti01,PG,24,PHI,6,3,28.5,2.2,7.2,0.302,0.5,1.8,0.273,1.7,5.3,0.313,0.337,0.8,2.5,0.333,0.7,2.5,3.2,7.2,1,0,3,2.7,5.7,2015,59686,
158,Tim Frazier,fraziti01,PG,24,POR,5,0,13.6,1.6,3.6,0.444,0.4,1.2,0.333,1.2,2.4,0.5,0.5,1,1.2,0.833,0.4,1.4,1.8,3.4,0.4,0,1.4,2,4.6,2015,50734,Minimum Salary
159,Jimmer Fredette,fredeji01,PG,25,NOP,50,0,10.2,1.3,3.3,0.38,0.2,1,0.188,1.1,2.4,0.458,0.407,0.9,0.9,0.956,0.2,0.6,0.8,1.2,0.3,0,0.7,0.9,3.6,2015,948163,Minimum Salary
160,Joel Freeland,freeljo01,C,27,POR,48,8,12.9,1.5,3.1,0.49,0,0,,1.5,3.1,0.49,0.49,0.4,0.5,0.84,1.3,2.7,4,0.3,0.2,0.5,0.5,1.9,3.5,2015,3013512,Cap Space
161,Channing Frye,fryech01,PF,31,ORL,75,51,24.9,2.5,6.5,0.392,1.8,4.6,0.393,0.7,1.9,0.39,0.532,0.4,0.5,0.886,0.4,3.5,3.9,1.3,0.6,0.5,1,2.5,7.3,2015,8175476,Cap Space
162,Danilo Gallinari,gallida01,SF,26,DEN,59,27,24.2,3.9,9.6,0.401,1.8,5.1,0.355,2.1,4.5,0.453,0.496,2.9,3.2,0.895,0.5,3.2,3.7,1.4,0.8,0.3,1,1.6,12.4,2015,10854850,Bird Rights
163,Langston Galloway,gallola01,PG,23,NYK,45,41,32.4,4.5,11.4,0.399,1.4,3.9,0.352,3.2,7.4,0.424,0.46,1.4,1.7,0.808,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,2015,235762,Minimum Salary
164,Francisco Garcia,garcifr01,SF,33,HOU,14,0,14.3,1.2,4.5,0.27,0.7,3.2,0.222,0.5,1.3,0.389,0.349,0.1,0.3,0.25,0.2,1,1.2,1.1,0.6,0.4,0.7,1.4,3.2,2015,1316809,
165,Kevin Garnett,garneke01,PF,38,BRK,42,42,20.3,3,6.5,0.455,0,0.1,0.167,3,6.4,0.461,0.456,0.8,1,0.829,1.1,5.7,6.8,1.6,1,0.3,1.1,2.3,6.8,2015,12000000,Bird Rights
165,Kevin Garnett,garneke01,PF,38,MIN,5,5,19.6,3.6,6.2,0.581,0,0.2,0,3.6,6,0.6,0.581,0.4,0.8,0.5,0.4,4.8,5.2,1.6,1,0.8,0.2,2.6,7.6,2015,12000000,Bird Rights
166,Marc Gasol,gasolma01,C,30,MEM,81,81,33.2,6.5,13.2,0.494,0,0.2,0.176,6.5,13,0.5,0.496,4.3,5.4,0.795,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4,2015,15829688,Bird Rights
167,Pau Gasol,gasolpa01,PF,34,CHI,78,78,34.4,7.3,14.8,0.494,0.2,0.3,0.462,7.2,14.4,0.495,0.5,3.8,4.7,0.803,2.8,9,11.8,2.7,0.3,1.9,2,1.9,18.5,2015,7128000,Cap Space
168,Rudy Gay,gayru01,SF,28,SAC,68,67,35.4,7.5,16.4,0.455,1.2,3.2,0.359,6.3,13.2,0.479,0.491,5,5.8,0.858,1.4,4.4,5.9,3.7,1,0.6,2.7,2.3,21.1,2015,19317325,Bird Rights
169,Alonzo Gee,geeal01,SF,27,DEN,39,0,13.1,1.7,3.5,0.482,0.3,0.6,0.417,1.4,2.9,0.496,0.518,1.2,1.7,0.738,0.7,1.1,1.8,0.5,0.7,0.2,0.6,1.1,4.9,2015,1063384,Minimum Salary
169,Alonzo Gee,geeal01,SF,27,POR,15,2,10.1,1.4,3.3,0.429,0.2,0.7,0.273,1.2,2.5,0.474,0.459,0.4,0.8,0.5,0.5,1.1,1.6,0.4,0.5,0.1,0.5,1.1,3.4,2015,1063384,Minimum Salary
170,Paul George,georgpa01,SF,24,IND,6,0,15.2,3,8.2,0.367,1.5,3.7,0.409,1.5,4.5,0.333,0.459,1.3,1.8,0.727,0.7,3,3.7,1,0.8,0.2,2,1.8,8.8,2015,15925680,1st Round Pick
171,Taj Gibson,gibsota01,PF,29,CHI,62,17,27.3,4.1,8.2,0.502,0,0,,4.1,8.2,0.502,0.502,2.1,3,0.717,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6,10.3,2015,8000000,Bird Rights
172,Manu Ginobili,ginobma01,SG,37,SAS,70,0,22.7,3.6,8.4,0.426,1.3,3.7,0.345,2.3,4.7,0.489,0.502,2.1,2.9,0.721,0.4,2.6,3,4.2,1,0.3,2.2,2,10.5,2015,7000000,Bird Rights
173,Rudy Gobert,goberru01,C,22,UTA,82,37,26.3,3.1,5.2,0.604,0,0,0,3.1,5.2,0.607,0.604,2.1,3.3,0.623,3.2,6.2,9.5,1.3,0.8,2.3,1.4,2.1,8.4,2015,1127400,1st Round Pick
174,Drew Gooden,goodedr01,PF,33,WAS,51,7,16.9,2.2,5.4,0.399,0.5,1.2,0.39,1.7,4.3,0.401,0.44,0.7,0.9,0.773,1.4,3,4.4,1,0.4,0.2,0.5,1.8,5.4,2015,1448000,Minimum Salary
175,Archie Goodwin,goodwar01,SG,20,PHO,41,2,13,1.9,4.9,0.393,0.3,1,0.293,1.6,3.9,0.419,0.423,1.5,2,0.735,0.7,1.1,1.8,1.1,0.4,0.2,1.2,1.3,5.6,2015,1112280,1st Round Pick
176,Aaron Gordon,gordoaa01,PF,19,ORL,47,8,17,2,4.4,0.447,0.3,1,0.271,1.7,3.4,0.5,0.478,0.9,1.3,0.721,1,2.6,3.6,0.7,0.4,0.5,0.8,1.8,5.2,2015,3992040,1st Round Pick
177,Ben Gordon,gordobe01,SG,31,ORL,56,0,14.1,2.3,5.3,0.437,0.6,1.7,0.361,1.7,3.5,0.475,0.497,1,1.2,0.836,0.1,1,1.1,0.9,0.3,0,1,1.1,6.2,2015,4500000,Cap Space
178,Drew Gordon,gordodr01,PF,24,PHI,9,0,7.9,0.9,2.1,0.421,0,0.3,0,0.9,1.8,0.5,0.421,0.1,0.2,0.5,0.8,1.2,2,0.2,0.1,0,0.9,0.8,1.9,2015,40000,
179,Eric Gordon,gordoer01,SG,26,NOP,61,60,33.1,4.7,11.4,0.411,2.3,5.2,0.448,2.4,6.2,0.38,0.512,1.8,2.2,0.805,0.5,2.1,2.6,3.8,0.8,0.2,2,2.4,13.4,2015,14898938,Bird Rights
180,Marcin Gortat,gortama01,C,30,WAS,82,82,29.9,5.4,9.5,0.566,0,0,0,5.4,9.4,0.569,0.566,1.5,2.1,0.703,2.2,6.5,8.7,1.2,0.6,1.3,1.2,2.3,12.2,2015,10434782,Bird Rights
181,Danny Granger,grangda01,SF,31,MIA,30,6,20.4,2.2,5.4,0.401,1,2.8,0.357,1.2,2.6,0.449,0.494,0.9,1.2,0.757,0.7,2,2.7,0.6,0.4,0.2,0.8,2.2,6.3,2015,2077000,BAE
182,Jerami Grant,grantje01,SF,20,PHI,65,11,21.2,1.9,5.4,0.352,0.8,2.4,0.314,1.2,3,0.383,0.422,1.8,3,0.591,0.8,2.3,3,1.2,0.6,1,1.3,2.2,6.3,2015,884879,Draft Pick
183,Danny Green,greenda02,SG,27,SAS,81,80,28.5,4,9.1,0.436,2.4,5.6,0.418,1.6,3.5,0.466,0.566,1.4,1.6,0.874,0.7,3.6,4.2,2,1.2,1.1,1.1,2,11.7,2015,4025000,Early Bird
184,Draymond Green,greendr01,PF,24,GSW,79,79,31.5,4.3,9.7,0.443,1.4,4.2,0.337,2.9,5.5,0.523,0.516,1.7,2.5,0.66,1.4,6.7,8.2,3.7,1.6,1.3,1.7,3.2,11.7,2015,915243,MLE
185,Erick Green,greener01,PG,23,DEN,43,1,9.5,1.4,3.8,0.377,0.3,1.1,0.298,1.1,2.7,0.409,0.42,0.2,0.3,0.833,0.2,0.6,0.7,0.9,0.3,0,0.3,0.6,3.4,2015,507336,Minimum Salary
186,Gerald Green,greenge01,SG,29,PHO,74,4,19.5,4.4,10.5,0.416,1.9,5.2,0.354,2.5,5.3,0.478,0.504,1.3,1.6,0.825,0.4,2.1,2.5,1.2,0.6,0.2,1.4,2,11.9,2015,3500000,Cap Space
187,JaMychal Green,greenja01,PF,24,SAS,4,0,6.3,1,1.8,0.571,0,0.5,0,1,1.3,0.8,0.571,0,0,,0.8,0.8,1.5,0,0,0.5,0.5,1.5,2,2015,59686,Minimum Salary
187,JaMychal Green,greenja01,PF,24,MEM,20,1,7,1.2,2,0.575,0,0.2,0,1.2,1.8,0.639,0.575,0.4,0.5,0.8,0.8,1.2,2,0.2,0.3,0.2,0.6,1,2.7,2015,59686,Minimum Salary
188,Jeff Green,greenje02,SF,28,BOS,33,33,33.1,6.2,14.4,0.434,1.4,4.7,0.305,4.8,9.7,0.495,0.483,3.7,4.4,0.84,0.6,3.6,4.3,1.6,0.8,0.4,1.7,2,17.6,2015,9445000,Bird Rights
188,Jeff Green,greenje02,SF,28,MEM,45,37,30.2,4.7,10.9,0.427,1.1,3.1,0.362,3.6,7.9,0.452,0.478,2.6,3.2,0.825,1,3.2,4.2,1.8,0.6,0.5,1.2,1.8,13.1,2015,9445000,Bird Rights
189,Willie Green,greenwi01,SG,33,ORL,52,2,18.3,2.3,5.9,0.386,0.8,2.3,0.347,1.5,3.6,0.411,0.454,0.5,0.7,0.824,0.3,1.3,1.5,1.3,0.5,0.1,0.9,1.6,5.9,2015,1448490,Non Bird Rights
190,Blake Griffin,griffbl01,PF,25,LAC,67,67,35.2,8.6,17.1,0.502,0.1,0.4,0.4,8.4,16.7,0.504,0.506,4.6,6.4,0.728,1.9,5.7,7.6,5.3,0.9,0.5,2.3,2.9,21.9,2015,17674612,Bird Rights
191,Jorge Gutierrez,gutiejo01,PG,26,BRK,10,0,4.4,0.7,1.4,0.5,0,0.1,0,0.7,1.3,0.538,0.5,0.2,0.3,0.667,0,0.7,0.7,0.7,0.1,0,0.3,0.9,1.6,2015,59686,Minimum Salary
191,Jorge Gutierrez,gutiejo01,PG,26,MIL,10,1,13.1,1.5,2.7,0.556,0,0.2,0,1.5,2.5,0.6,0.556,0.7,1,0.7,0.5,1.3,1.8,1.5,0.5,0,0.9,1.6,3.7,2015,59686,Minimum Salary
192,P.J. Hairston,hairspj02,SG,22,CHO,45,2,15.3,1.9,6,0.323,1.1,3.6,0.301,0.8,2.4,0.358,0.414,0.7,0.8,0.861,0.5,1.6,2,0.5,0.5,0.3,0.5,1.4,5.6,2015,1149720,1st Round Pick
193,Jordan Hamilton,hamiljo02,SF,24,LAC,14,2,8.7,1,2.5,0.4,0.7,1.5,0.476,0.3,1,0.286,0.543,0,0,,0.1,1,1.1,0.5,0.1,0,0.3,1,2.7,2015,150591,Minimum Salary
194,Justin Hamilton,hamilju01,C,24,MIA,24,5,12,1.1,2.7,0.415,0.3,0.8,0.316,0.9,1.9,0.457,0.462,0.3,0.3,0.857,1,1,2,0.5,0.3,0.2,0.3,1.4,2.8,2015,816482,Minimum Salary
194,Justin Hamilton,hamilju01,C,24,MIN,17,9,24.9,3.4,6.6,0.513,0.2,0.7,0.333,3.2,5.9,0.535,0.531,1.9,2.4,0.825,1.9,3.1,5.1,1.4,1.1,1.5,1.1,2.2,9,2015,816482,Minimum Salary
195,Tyler Hansbrough,hansbty01,PF,29,TOR,74,8,14.3,1.2,2.2,0.521,0,0.1,0.143,1.1,2.1,0.538,0.524,1.3,1.9,0.698,1.4,2.1,3.6,0.3,0.4,0.2,0.3,1.9,3.6,2015,3326235,MLE
196,Tim Hardaway Jr.,hardati02,SG,22,NYK,70,30,24,4,10.2,0.389,1.7,5.1,0.342,2.3,5.2,0.435,0.474,1.8,2.2,0.801,0.2,2.1,2.2,1.8,0.3,0.2,1.2,1.7,11.5,2015,1250640,1st Round Pick
