Rk,Player,Link,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Salary,Signed Using
23,Omer Asik,asikom01,C,31,NOP,14,0,8.6,0.5,1.1,0.438,0,0,,0.5,1.1,0.438,0.438,0.3,0.9,0.333,0.5,2.1,2.6,0.1,0.1,0.1,0.4,1,1.3,2018,10595505,Bird Rights
24,D.J. Augustin,augusdj01,PG,30,ORL,75,36,23.5,3.3,7.2,0.452,1.5,3.6,0.419,1.7,3.6,0.485,0.557,2.2,2.5,0.868,0.4,1.7,2.1,3.8,0.7,0,1.6,1.3,10.2,2018,7250000,Cap Space
25,Luke Babbitt,babbilu01,SF,28,ATL,37,9,15.4,2.2,4.5,0.476,1.3,3,0.441,0.8,1.5,0.544,0.622,0.5,0.6,0.773,0.1,2.1,2.2,0.7,0.2,0.1,0.4,1.3,6.1,2018,1974159,Minimum Salary
26,Dwayne Bacon,bacondw01,SG,22,CHO,53,6,13.5,1.4,3.6,0.375,0.2,0.8,0.256,1.2,2.8,0.409,0.404,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0,0.4,0.9,3.3,2018,815615,MLE
27,Ron Baker,bakerro01,SG,24,NYK,29,1,13.3,0.7,2,0.339,0.4,1.1,0.333,0.3,0.9,0.346,0.432,0.7,0.9,0.769,0.2,0.9,1,1.6,0.9,0.2,0.6,1.1,2.4,2018,4328000,Room Exception
28,Wade Baldwin,baldwwa01,PG,21,POR,7,0,11.4,2,3,0.667,0.6,0.7,0.8,1.4,2.3,0.625,0.762,0.9,1.4,0.6,0.1,1,1.1,0.7,0.3,0.1,0.6,1.7,5.4,2018,222476,
29,Lonzo Ball,balllo01,PG,20,LAL,52,50,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,0.42,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,2018,6286560,1st Round Pick
30,J.J. Barea,bareajo01,PG,33,DAL,69,10,23.2,4.4,10,0.439,1.7,4.5,0.367,2.7,5.5,0.499,0.522,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0,2.1,1.2,11.6,2018,3903900,Cap Space
31,Harrison Barnes,barneha02,PF,25,DAL,77,77,34.2,7,15.7,0.445,1.5,4.3,0.357,5.4,11.4,0.478,0.494,3.4,4.1,0.827,1,5.1,6.1,2,0.6,0.2,1.5,1.2,18.9,2018,23112004,Cap Space
32,Will Barton,bartowi01,SG,27,DEN,81,40,33.1,5.7,12.7,0.452,1.9,5.2,0.37,3.8,7.5,0.51,0.528,2.2,2.8,0.805,0.9,4.2,5,4.1,1,0.6,1.8,2.1,15.7,2018,3533333,Bird Rights
33,Nicolas Batum,batumni01,SG,29,CHO,64,64,31,4.2,10.2,0.415,1.4,4.3,0.336,2.8,5.9,0.473,0.486,1.7,2,0.831,0.9,3.9,4.8,5.5,1,0.4,2,1.1,11.6,2018,22434783,Cap Space
34,Jerryd Bayless,bayleje01,SG,29,PHI,39,11,23.7,2.8,6.7,0.416,1.4,3.7,0.37,1.4,3,0.474,0.519,0.9,1.1,0.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,2018,9000000,Cap Space
35,Aron Baynes,baynear01,C,31,BOS,81,67,18.3,2.6,5.5,0.471,0,0.3,0.143,2.6,5.2,0.487,0.474,0.7,1,0.756,1.6,3.8,5.4,1.1,0.3,0.6,1,2.5,6,2018,4328000,Room Exception
36,Kent Bazemore,bazemke01,SG,28,ATL,65,65,27.5,4.4,10.4,0.42,1.7,4.2,0.394,2.7,6.2,0.438,0.5,2.5,3.1,0.796,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,2018,16910113,Cap Space
37,Bradley Beal,bealbr01,SG,24,WAS,82,82,36.3,8.3,18.1,0.46,2.4,6.5,0.375,5.9,11.6,0.507,0.527,3.6,4.5,0.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2,22.6,2018,23775506,Cap Space
38,Malik Beasley,beaslma01,SG,21,DEN,62,0,9.4,1.2,2.9,0.41,0.5,1.3,0.341,0.7,1.5,0.469,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,2018,1700640,1st Round pick
39,Michael Beasley,beaslmi01,PF,29,NYK,74,30,22.3,5.5,10.9,0.507,0.5,1.2,0.395,5.1,9.7,0.52,0.528,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2,13.2,2018,2116955,Minimum Salary
40,Marco Belinelli,belinma01,SG,31,ATL,52,1,23.3,3.8,9.3,0.41,1.8,4.8,0.372,2.1,4.6,0.45,0.505,1.9,2.1,0.927,0.3,1.7,1.9,2,0.9,0.1,1,0.8,11.4,2018,6306060,
40,Marco Belinelli,belinma01,SG,31,PHI,28,1,26.3,4.9,10,0.495,2,5.3,0.385,2.9,4.7,0.618,0.597,1.7,1.9,0.87,0.2,1.6,1.8,1.6,0.7,0.3,1.4,1.8,13.6,2018,776217,
41,Jordan Bell,belljo01,C,23,GSW,57,13,14.2,2,3.2,0.627,0,0.1,0,2,3.2,0.641,0.627,0.5,0.8,0.682,1.1,2.6,3.6,1.8,0.6,1,0.9,1.6,4.6,2018,815615,Minimum Salary
42,DeAndre' Bembry,bembrde01,SF,23,ATL,26,3,17.5,2,4.9,0.414,0.4,1.2,0.367,1.6,3.8,0.429,0.457,0.7,1.3,0.576,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,5.2,2018,1567200,1st Round pick
43,Dragan Bender,bendedr01,PF,20,PHO,82,37,25.2,2.3,5.9,0.386,1.4,3.9,0.366,0.8,2,0.426,0.508,0.5,0.6,0.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2,6.5,2018,4468800,1st Round pick
44,Davis Bertans,bertada01,PF,25,SAS,77,10,14.1,2.1,4.8,0.44,1.2,3.3,0.373,0.9,1.5,0.588,0.568,0.5,0.6,0.816,0.2,1.8,2,1,0.3,0.4,0.5,1.2,5.9,2018,1312611,Minimum Salary
45,Patrick Beverley,beverpa01,SG,29,LAC,11,11,30.4,4.4,10.8,0.403,2.2,5.5,0.4,2.2,5.4,0.407,0.504,1.3,1.5,0.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2,2018,5513514,Bird Rights
46,Khem Birch,birchkh01,C,25,ORL,42,0,13.8,1.6,3,0.54,0,0,,1.6,3,0.54,0.54,1,1.5,0.689,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,4.2,2018,815615,Minimum Salary
48,Bismack Biyombo,biyombi01,C,25,ORL,82,25,18.2,2.2,4.3,0.52,0,0,0,2.2,4.3,0.521,0.52,1.2,1.9,0.65,1.8,4,5.7,0.8,0.3,1.2,1,1.9,5.7,2018,17000000,Cap Space
49,Nemanja Bjelica,bjeline01,PF,29,MIN,67,21,20.5,2.6,5.5,0.461,1.1,2.7,0.415,1.4,2.8,0.505,0.563,0.5,0.7,0.8,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,6.8,2018,3949999,MLE
50,Tarik Black,blackta01,C,26,HOU,51,2,10.5,1.5,2.5,0.591,0,0.2,0.091,1.5,2.3,0.638,0.594,0.6,1.2,0.46,1.2,2,3.2,0.3,0.4,0.6,0.7,2.1,3.5,2018,3290000,Bi-annual Exception
52,Eric Bledsoe,bledser01,PG,28,MIL,71,71,31.5,6.4,13.4,0.476,1.7,4.9,0.349,4.7,8.5,0.55,0.54,3.4,4.3,0.795,0.7,3.2,3.9,5.1,2,0.6,2.9,2.5,17.8,2018,14500000,Bird Rights
54,Bogdan Bogdanovic,bogdabo01,SG,25,SAC,78,53,27.9,4.4,9.9,0.446,1.7,4.2,0.392,2.8,5.7,0.485,0.529,1.3,1.5,0.84,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,2018,9470614,Cap space
55,Bojan Bogdanovic,bogdabo02,SF,28,IND,80,80,30.8,5.1,10.7,0.474,1.9,4.8,0.402,3.1,5.8,0.534,0.565,2.2,2.6,0.868,0.4,3,3.4,1.5,0.7,0.1,1.3,1.6,14.3,2018,10500000,Cap space
57,Joel Bolomboy,bolomjo01,PF,24,MIL,6,0,6.3,0.5,1,0.5,0,0.2,0,0.5,0.8,0.6,0.5,0.5,1,0.5,1,0.7,1.7,0,0.3,0,0.3,0.5,1.5,2018,22248,
58,Devin Booker,bookede01,SG,21,PHO,54,54,34.5,8.4,19.5,0.432,2.7,7.1,0.383,5.7,12.4,0.46,0.501,5.4,6.1,0.878,0.5,4,4.5,4.7,0.9,0.3,3.6,3.1,24.9,2018,2319360,1st round pick
59,Trevor Booker,booketr01,PF,30,BRK,18,6,21.9,4.3,8.3,0.513,0.2,0.7,0.25,4.1,7.7,0.536,0.523,1.3,2.4,0.558,2.1,4.5,6.6,2.1,0.4,0.3,1.7,2.4,10.1,2018,9125000,
59,Trevor Booker,booketr01,PF,30,PHI,33,0,15,1.8,3.3,0.56,0.1,0.2,0.286,1.8,3.1,0.578,0.569,1,1.2,0.821,1.4,2.3,3.7,0.8,0.5,0.3,0.6,1.5,4.7,2018,9125000,
59,Trevor Booker,booketr01,PF,30,IND,17,1,15.8,2.3,4.9,0.464,0.2,0.8,0.214,2.1,4.1,0.514,0.482,0.6,0.6,0.909,1.9,2.6,4.5,1,0.2,0.3,0.5,1.5,5.4,2018,9125000,
61,Avery Bradley,bradlav01,SG,27,DET,40,40,31.7,5.8,14.3,0.409,1.9,4.9,0.381,4,9.4,0.423,0.474,1.5,2,0.763,0.5,1.9,2.4,2.1,1.2,0.2,2.3,2,15,2018,8808989,Bird Rights
61,Avery Bradley,bradlav01,SG,27,LAC,6,6,27.5,4.3,9.2,0.473,0.2,1.5,0.111,4.2,7.7,0.543,0.482,0.3,0.3,1,0.5,3.2,3.7,1.8,0.8,0.2,1.3,2,9.2,2018,8808989,Bird Rights
63,Corey Brewer,breweco01,SF,31,LAL,54,2,12.9,1.4,3.2,0.453,0.1,0.8,0.186,1.3,2.4,0.543,0.477,0.6,0.9,0.667,0.4,1.3,1.7,0.8,0.8,0.1,0.7,1.5,3.7,2018,7579366,
63,Corey Brewer,breweco01,SG,31,OKC,18,16,28.6,3.6,8,0.444,1.3,3.7,0.343,2.3,4.3,0.532,0.524,1.7,2.2,0.795,1.1,2.3,3.4,1.3,2.1,0.3,0.6,3.1,10.1,2018,7579366,
64,Malcolm Brogdon,brogdma01,PG,25,MIL,48,20,29.9,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,0.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13,2018,1312611,Cap Space
65,Aaron Brooks,brookaa01,PG,33,MIN,32,1,5.9,0.9,2.2,0.406,0.3,1,0.355,0.5,1.2,0.447,0.486,0.3,0.3,0.727,0.2,0.3,0.5,0.6,0.2,0,0.3,0.9,2.3,2018,2116955,
66,Dillon Brooks,brookdi01,SF,22,MEM,82,74,28.7,4.1,9.4,0.44,1.1,3.2,0.356,3,6.2,0.484,0.501,1.5,2,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11,2018,815615,MLE
67,MarShon Brooks,brookma01,SG,29,MEM,7,1,27.6,7.3,14.6,0.5,2.7,4.6,0.594,4.6,10,0.457,0.593,2.9,3.3,0.87,1.1,1.9,3,3.6,1.6,0.4,2.3,0.9,20.1,2018,86119,
70,Jaylen Brown,brownja02,SG,21,BOS,70,70,30.7,5.3,11.5,0.465,1.7,4.4,0.395,3.6,7.1,0.507,0.54,2.1,3.3,0.644,0.9,4,4.9,1.6,1,0.4,1.8,2.6,14.5,2018,4956480,1st Rd pick
73,Sterling Brown,brownst02,SG,22,MIL,54,4,14.4,1.5,3.8,0.4,0.6,1.7,0.352,0.9,2.1,0.439,0.478,0.4,0.4,0.875,0.5,2.1,2.6,0.5,0.6,0.2,0.5,1.5,4,2018,815615,MLE
75,Thomas Bryant,bryanth01,C,20,LAL,15,0,4.8,0.5,1.4,0.381,0.1,0.7,0.1,0.5,0.7,0.636,0.405,0.3,0.6,0.556,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,1.5,2018,815615,Minimum Salary
76,Reggie Bullock,bullore01,SF,26,DET,62,52,27.9,4.3,8.8,0.489,2,4.5,0.445,2.3,4.3,0.536,0.603,0.6,0.8,0.796,0.4,2,2.5,1.5,0.8,0.2,0.8,1.1,11.3,2018,2500000,Cap space
77,Trey Burke,burketr01,PG,25,NYK,36,9,21.8,5.4,10.7,0.503,1.1,2.9,0.362,4.3,7.8,0.556,0.552,1,1.6,0.649,0.4,1.6,2,4.7,0.7,0.1,1.2,1.2,12.8,2018,784160,Minimum Salary
78,Alec Burks,burksal01,SG,26,UTA,64,1,16.5,2.7,6.5,0.411,0.7,2.2,0.331,1.9,4.3,0.452,0.467,1.7,1.9,0.863,0.3,2.7,3,1,0.6,0.1,0.9,1.2,7.7,2018,10845506,1st Round Pick
79,Jimmy Butler,butleji01,SG,28,MIN,59,59,36.7,7.4,15.6,0.474,1.2,3.4,0.35,6.2,12.2,0.509,0.512,6.2,7.2,0.854,1.3,4,5.3,4.9,2,0.4,1.8,1.3,22.2,2018,19301070,Bird Rights
80,Dwight Buycks,buyckdw01,PG,28,DET,29,0,14.7,2.8,6.8,0.414,0.5,1.6,0.333,2.3,5.3,0.438,0.452,1.2,1.4,0.878,0.4,1,1.4,2,0.7,0.1,1.3,1.3,7.4,2018,748160,Two-Way Converted
81,Bruno Caboclo,cabocbr01,SF,22,SAC,10,0,10,0.9,2.9,0.31,0.3,1.5,0.2,0.6,1.4,0.429,0.362,0.5,0.6,0.833,0.7,1.4,2.1,0.3,0.2,0.4,0.4,0.7,2.6,2018,2451225,1st Round Pick
82,Jose Calderon,caldejo01,PG,36,CLE,57,32,16,1.6,3.2,0.503,0.8,1.7,0.464,0.8,1.5,0.545,0.624,0.4,0.5,0.8,0.2,1.2,1.5,2.1,0.5,0,0.7,1.4,4.5,2018,2328652,Minimum Salary
83,Kentavious Caldwell-Pope,caldwke01,SG,24,LAL,74,74,33.2,4.6,10.8,0.426,2.1,5.6,0.383,2.4,5.2,0.473,0.526,2.1,2.6,0.789,0.8,4.4,5.2,2.2,1.4,0.2,1.3,2,13.4,2018,17745894,Cap space
84,Isaiah Canaan,canaais01,PG,26,PHO,19,1,22,2.7,7.2,0.382,1.2,3.5,0.333,1.6,3.7,0.429,0.463,2.4,2.7,0.902,0.3,2,2.3,4,0.8,0.1,1.5,1.9,9.1,2018,1069308,
85,Clint Capela,capelca01,C,23,HOU,74,74,27.5,6,9.1,0.652,0,0,0,6,9.1,0.653,0.652,1.9,3.5,0.56,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5,13.9,2018,2334520,1st Round Pick
86,DeMarre Carroll,carrode01,PF,31,BRK,73,73,29.9,4.5,10.8,0.414,2,5.4,0.371,2.5,5.4,0.457,0.506,2.6,3.4,0.764,1.4,5.1,6.6,2,0.8,0.4,1.4,2.3,13.5,2018,14800000,Cap Space
87,Vince Carter,cartevi01,SF,41,SAC,58,5,17.7,2,4.9,0.403,1,2.8,0.345,1,2,0.483,0.504,0.5,0.6,0.757,0.3,2.2,2.6,1.2,0.7,0.4,0.6,1.7,5.4,2018,8000000,Cap space
88,Michael Carter-Williams,cartemi01,PG,26,CHO,52,2,16.1,1.5,4.4,0.332,0.3,1.1,0.237,1.2,3.3,0.365,0.362,1.4,1.7,0.82,0.7,1.9,2.7,2.2,0.8,0.4,1,1.9,4.6,2018,2700000,Bi-annual Exception
90,Omri Casspi,casspom01,SF,29,GSW,53,7,14,2.3,3.9,0.58,0.2,0.4,0.455,2.1,3.5,0.595,0.604,0.9,1.3,0.725,0.6,3.2,3.8,1,0.3,0.4,0.7,1.3,5.7,2018,2106470,
91,Willie Cauley-Stein,caulewi01,C,24,SAC,73,58,28,5.3,10.6,0.502,0,0.2,0.25,5.3,10.4,0.506,0.504,2.1,3.4,0.619,1.8,5.2,7,2.4,1.1,0.9,1.5,2.5,12.8,2018,3704160,1st round pick
92,Tyler Cavanaugh,cavanty01,PF,23,ATL,39,1,13.3,1.7,3.9,0.441,0.8,2.3,0.36,0.9,1.6,0.556,0.546,0.4,0.5,0.81,1.2,2.1,3.3,0.7,0.2,0.1,0.4,1.6,4.7,2018,729919,
93,Mario Chalmers,chalmma01,PG,31,MEM,66,10,21.5,2.5,6.7,0.379,0.8,2.9,0.277,1.7,3.8,0.456,0.439,1.8,2.1,0.855,0.2,2.2,2.4,3,1.2,0.2,1.8,2.7,7.7,2018,2106407,Minimum Salary
94,Tyson Chandler,chandty01,C,35,PHO,46,46,25,2.6,4.1,0.647,0,0,,2.6,4.1,0.647,0.647,1.3,2,0.624,2.9,6.2,9.1,1.2,0.3,0.6,1.3,2.3,6.5,2018,13000000,Cap Space
95,Wilson Chandler,chandwi01,SF,30,DEN,74,71,31.7,3.8,8.5,0.445,1.2,3.3,0.358,2.6,5.2,0.501,0.515,1.2,1.5,0.772,1.4,4,5.4,2.1,0.6,0.5,1.2,2.1,10,2018,12016854,
96,Marquese Chriss,chrisma01,PF,20,PHO,72,49,21.2,2.8,6.6,0.423,0.8,2.6,0.295,2,4,0.509,0.482,1.3,2.2,0.608,1.1,4.4,5.5,1.2,0.7,1,1.5,2.8,7.7,2018,3073800,1st Rd pick
97,Ian Clark,clarkia01,SG,26,NOP,74,2,19.7,3,6.7,0.448,0.8,2.6,0.318,2.2,4.1,0.533,0.511,0.6,0.8,0.763,0.1,1.6,1.7,1.5,0.4,0.1,0.8,1.6,7.4,2018,1577230,Minimum Salary
98,Jordan Clarkson,clarkjo01,SG,25,LAL,53,2,23.7,5.6,12.6,0.448,1.3,4,0.324,4.4,8.6,0.505,0.499,2,2.5,0.795,0.8,2.2,3,3.3,0.7,0.1,1.8,1.2,14.5,2018,11562500,Cap Space
98,Jordan Clarkson,clarkjo01,SG,25,CLE,28,0,22.6,4.7,10.3,0.456,1.6,3.9,0.407,3.1,6.4,0.486,0.533,1.7,2.1,0.81,0.5,1.6,2.1,1.7,0.7,0.1,1.1,1.6,12.6,2018,11562500,Cap Space
99,Gian Clavell,clavegi01,SG,24,DAL,7,0,9.1,0.9,2.6,0.333,0.9,2.1,0.4,0,0.4,0,0.5,0.3,0.3,1,0.1,0.9,1,0.4,0.3,0,0.3,1.1,2.9,2018,50000,
101,John Collins,collijo01,PF,20,ATL,74,26,24.1,4.2,7.4,0.576,0.2,0.6,0.34,4,6.7,0.598,0.591,1.8,2.5,0.715,2.4,4.9,7.3,1.3,0.6,1.1,1.4,2.9,10.5,2018,1936920,1st Round Pick
102,Zach Collins,colliza01,C,20,POR,66,1,15.8,1.7,4.4,0.398,0.5,1.7,0.31,1.2,2.7,0.455,0.458,0.4,0.6,0.643,0.7,2.7,3.3,0.8,0.3,0.5,0.9,2,4.4,2018,3057240,1st Round Pick
103,Kyle Collinsworth,colliky01,SF,26,DAL,32,2,15,1.2,3.1,0.384,0.1,0.5,0.235,1.1,2.6,0.415,0.404,0.7,1.3,0.525,1,2.3,3.3,1.8,0.5,0.3,0.8,1.4,3.2,2018,142160,
104,Darren Collison,collida01,PG,30,IND,69,64,29.2,4.6,9.2,0.495,1.4,3,0.468,3.2,6.3,0.508,0.571,1.8,2.1,0.882,0.5,2,2.6,5.3,1.3,0.2,1.2,1.8,12.4,2018,10000000,Cap space
105,Nick Collison,collini01,PF,37,OKC,15,0,5,0.9,1.3,0.684,0,0,,0.9,1.3,0.684,0.684,0.3,0.9,0.385,0.5,0.9,1.3,0.3,0,0,0.5,0.5,2.1,2018,2328652,Minimum Salary
106,Mike Conley,conlemi01,PG,30,MEM,12,12,31.1,5.3,14,0.381,2,6.4,0.312,3.3,7.6,0.44,0.452,4.4,5.5,0.803,0,2.3,2.3,4.1,1,0.3,1.5,2,17.1,2018,28530608,Cap Space
107,Pat Connaughton,connapa01,SG,25,POR,82,5,18.1,2,4.8,0.423,0.9,2.6,0.352,1.1,2.2,0.506,0.518,0.5,0.5,0.841,0.4,1.5,2,1.1,0.3,0.3,0.5,1.5,5.4,2018,1471382,Minimum Salary
108,Quinn Cook,cookqu01,PG,24,GSW,33,18,22.4,3.7,7.6,0.484,1.4,3.2,0.442,2.3,4.5,0.514,0.575,0.7,0.8,0.88,0.3,2.2,2.5,2.7,0.4,0,1,1.8,9.5,2018,100000,
108,Quinn Cook,cookqu01,PG,24,GSW,33,18,22.4,3.7,7.6,0.484,1.4,3.2,0.442,2.3,4.5,0.514,0.575,0.7,0.8,0.88,0.3,2.2,2.5,2.7,0.4,0,1,1.8,9.5,2018,25000,
112,DeMarcus Cousins,couside01,C,27,NOP,48,48,36.2,8.5,18,0.47,2.2,6.1,0.354,6.3,11.9,0.53,0.53,6.1,8.2,0.746,2.2,10.7,12.9,5.4,1.6,1.6,5,3.8,25.2,2018,18063850,1st Round Pick
113,Robert Covington,covinro01,SF,27,PHI,80,80,31.7,4.3,10.5,0.413,2.5,6.9,0.369,1.8,3.6,0.497,0.534,1.5,1.7,0.853,0.7,4.7,5.4,2,1.7,0.9,1.6,3,12.6,2018,16698103,Cap Space
114,Allen Crabbe,crabbal01,SG,25,BRK,75,68,29.3,4.5,11,0.407,2.7,7.1,0.378,1.8,3.9,0.461,0.529,1.5,1.8,0.852,0.4,3.9,4.3,1.6,0.6,0.5,1,2.2,13.2,2018,19332500,Cap Space
116,Jamal Crawford,crawfja01,SG,37,MIN,80,0,20.7,3.9,9.3,0.415,1.3,3.9,0.331,2.6,5.4,0.477,0.485,1.3,1.4,0.903,0.3,1,1.2,2.3,0.5,0.1,1.2,1.1,10.3,2018,4328000,
117,Jordan Crawford,crawfjo02,SG,29,NOP,5,0,10.6,2.4,5.4,0.444,1.6,2.8,0.571,0.8,2.6,0.308,0.593,0.2,0.2,1,0.4,0.4,0.8,2.6,0.2,0.2,1,1.4,6.6,2018,250000,
118,Jae Crowder,crowdja01,SF,27,CLE,53,47,25.4,3,7.1,0.418,1.2,3.6,0.328,1.8,3.5,0.508,0.5,1.5,1.7,0.848,0.8,2.5,3.3,1.1,0.8,0.2,0.8,2.3,8.6,2018,6796117,Bird Rights
118,Jae Crowder,crowdja01,SF,27,UTA,27,0,27.6,4.2,10.9,0.386,1.8,5.6,0.316,2.4,5.3,0.462,0.468,1.6,2.1,0.768,0.7,3.1,3.8,1.5,0.9,0.3,1.2,2.3,11.8,2018,6796117,Bird Rights
119,Dante Cunningham,cunnida01,SF,30,NOP,51,24,21.9,1.9,4.4,0.44,0.7,2.1,0.324,1.3,2.3,0.547,0.518,0.4,0.7,0.556,1,2.8,3.8,0.5,0.5,0.3,0.3,1.5,5,2018,2300000,MLE
119,Dante Cunningham,cunnida01,SF,30,BRK,22,1,20.3,3,6.3,0.468,1,2.7,0.383,1.9,3.6,0.532,0.55,0.5,0.7,0.688,1.3,3.5,4.8,1,0.5,0.6,0.8,1.6,7.5,2018,2300000,MLE
