Rk,Player,Link,Tm,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,Signed Using,Guaranteed
89,Mason Plumlee,plumlma01,DEN,14041096,,,,,,Cap space,14041096
90,Rudy Gay,gayru01,SAS,14000000,14000000,,,,,Early Bird Rights,28000000
91,J.J. Redick,redicjj01,NOP,13486300,13013700,,,,,Cap Space,26500000
92,Jordan Clarkson,clarkjo01,UTA,13437500,,,,,,Cap Space,13437500
93,Dewayne Dedmon,dedmode01,ATL,13333334,13333333,13333333,,,,Cap space,40000000
94,Solomon Hill,hillso01,MIA,13258781,,,,,,Cap Space,13258781
95,Justise Winslow,winslju01,MEM,13000000,13000000,13000000,,,,1st Round Pick,26000000
96,Michael Kidd-Gilchrist,kiddgmi01,CHO,13000000,,,,,,,13000000
97,Will Barton,bartowi01,DEN,12960000,13920000,14880000,,,,Bird Rights,26880000
98,Thaddeus Young,youngth01,CHI,12900000,13545000,14190000,,,,Cap space,32445000
99,Courtney Lee,leeco01,DAL,12759670,,,,,,Cap Space,12759670
100,Larry Nance,nancela02,CLE,12727273,11709091,10690909,9672727,,,1st Round pick,44800000
101,Marcus Smart,smartma01,BOS,12553471,13446428,14339285,,,,Bird Rights,40339184
102,Terrence Ross,rosste01,ORL,12500000,13500000,12500000,11500000,,,Bird Rights,50000000
103,Miles Plumlee,plumlmi01,MEM,12500000,,,,,,,12500000
104,Patty Mills,millspa02,SAS,12428571,13285714,,,,,Bird Rights,25714285
105,Patrick Beverley,beverpa01,LAC,12345679,13333333,14320988,,,,Bird Rights,40000000
106,Trevor Ariza,arizatr01,POR,12200000,12800000,,,,,Cap Space,14000000
107,Dion Waiters,waitedi01,MEM,12100000,12650000,,,,,,24750000
108,Brook Lopez,lopezbr01,MIL,12093024,12697675,13302325,13906976,,,Cap Space,52000000
109,Jusuf Nurki_,nurkiju01,POR,12000000,12000000,12000000,,,,Bird Rights,28000000
110,Cory Joseph,josepco01,SAC,12000000,12600000,12600000,,,,Cap Space,24600000
111,Joe Ingles,inglejo01,UTA,11954546,10863637,14000000,,,,Bird Rights,36818183
112,Kelly Olynyk,olynyke01,MIA,11667885,12198243,,,,,Cap space,11667885
113,Maurice Harkless,harklma01,NYK,11511234,,,,,,Cap Space,11511234
114,Tony Snell,snellto01,DET,11392857,12178571,,,,,Cap space,11392857
115,Robert Covington,covinro01,HOU,11301219,12138345,12975471,,,,Cap Space,36415035
116,Meyers Leonard,leoname01,MIA,11286515,,,,,,Cap Space,11286515
117,T.J. Warren,warretj01,IND,10810000,11750000,12690000,,,,1st Round Pick,35250000
118,Andre Roberson,roberan03,OKC,10740741,,,,,,Bird Rights,10740741
119,Spencer Dinwiddie,dinwisp01,BRK,10600000,11400000,12300000,,,,Minimum Salary,22000000
120,Jeremy Lamb,lambje01,IND,10500000,10500000,10500000,,,,Cap Space,31500000
121,Dwight Powell,poweldw01,DAL,10259375,10185185,11000000,11814815,,,Cap Space,43259375
122,Norman Powell,powelno01,TOR,10116576,10865952,11615328,,,,Cap Space,20982528
123,Josh Richardson,richajo01,PHI,10100000,10800000,11600000,,,,Minimum Salary,20900000
124,Tom‡_ Satoransk_,satorto01,CHI,10000000,10000000,10000000,,,,Sign and Trade,25000000
125,DeAndre Jordan,jordade01,BRK,9881598,10375678,9881598,9821842,,,Cap space,39960716
126,Taj Gibson,gibsota01,NYK,9800000,10290000,,,,,Cap Space,9800000
127,Zion Williamson,willizi01,NOP,9757440,10245480,10733400,13534817,,,1st Round Pick,20002920
128,Markelle Fultz,fultzma01,ORL,9745200,12288697,,,,,1st Round Pick,22033897
129,John Henson,hensojo01,DET,9732396,,,,,,1st Round Pick,9732396
130,Matthew Dellavedova,dellama01,CLE,9607500,,,,,,Cap Space,9607500
131,Dante Exum,exumda01,CLE,9600000,9600000,,,,,Cap Space,18200000
132,Deandre Ayton,aytonde01,PHO,9562920,10018200,12632950,,,,1st Round Pick,19581120
133,Delon Wright,wrighde01,DAL,9473684,9000000,8526316,,,,Sign and Trade,27000000
134,Jerami Grant,grantje01,DEN,9346153,9346153,,,,,Bird Rights,9346153
135,Al-Farouq Aminu,aminual01,ORL,9258000,9720900,10183800,,,,MLE,29162700
136,George Hill,hillge01,MIL,9133907,9590602,10047297,,,,Cap Space,21000000
137,Kyle Anderson,anderky01,MEM,9073050,9505100,9937150,,,,MLE,28515300
138,Fred VanVleet,vanvlfr01,TOR,9000000,,,,,,Bird Rights,9000000
139,Ja Morant,moranja01,MEM,8730240,9166800,9603360,12119440,,,1st Round Pick,17897040
140,C.J. Miles,milescj01,WAS,8730158,,,,,,,8730158
141,Lonzo Ball,balllo01,NOP,8719320,11003782,,,,,1st Round Pick,19723102
142,E'Twaun Moore,mooreet01,NOP,8664928,,,,,,Cap Space,8664928
143,Marvin Bagley,baglema01,SAC,8556120,8963640,11312114,,,,1st Round Pick,17519760
144,Bogdan Bogdanovi_,bogdabo01,SAC,8529386,,,,,,Cap space,8529386
145,Tyus Jones,jonesty01,MEM,8408000,7965100,7522200,,,,MLE,23895300
146,P.J. Tucker,tuckepj01,HOU,8349039,7969537,,,,,MLE,16318576
147,Cristiano Fel’cio,feliccr01,CHI,8156500,7529020,,,,,Cap space,15685520
148,Ben Simmons,simmobe01,PHI,8113930,29250000,31590000,33930000,36270000,38610000,1st Round pick,177763930
149,Kentavious Caldwell-Pope,caldwke01,LAL,8089282,8493746,,,,,Cap Space,8089282
150,Maxi Kleber,klebima01,DAL,8000000,8250000,8750000,9000000,,,Early Bird Rights,25000000
151,Lou Williams,willilo02,LAC,8000000,8000000,,,,,Cap Space,16000000
152,Elfrid Payton,paytoel01,NYK,8000000,8000000,,,,,Cap Space,9000000
153,Thomas Bryant,bryanth01,WAS,7936508,8333333,8730159,,,,Early Bird Rights,25000000
154,RJ Barrett,barrerj01,NYK,7839960,8231760,8623920,10900635,,,1st Round Pick,16071720
155,Jayson Tatum,tatumja01,BOS,7830000,9897120,,,,,1st Round Pick,17727120
156,Jae Crowder,crowdja01,MIA,7815533,,,,,,Bird Rights,7815533
157,Wayne Ellington,ellinwa01,NYK,7804878,8195122,,,,,Cap Space,7804878
158,Luka Don_i_,doncilu01,DAL,7683360,8049360,10174391,,,,1st Round Pick,15732720
159,Joe Harris,harrijo01,BRK,7670000,,,,,,Early Bird Rights,7670000
160,Seth Curry,curryse01,DAL,7441860,7813953,8186047,8558140,,,MLE,32000000
161,Doug McDermott,mcderdo01,IND,7333334,7333333,,,,,Cap Space,14666667
162,Langston Galloway,gallola01,DET,7333333,,,,,,MLE,7333333
163,Derrick Rose,rosede01,DET,7317073,7682927,,,,,MLE,15000000
164,Brandon Ingram,ingrabr01,NOP,7265485,,,,,,1st Round pick,7265485
165,D.J. Augustin,augusdj01,ORL,7250000,,,,,,Cap Space,7250000
166,Darius Miller,milleda01,NOP,7250000,7000000,,,,,Early Bird Rights,7250000
167,De'Andre Hunter,huntede01,ATL,7068360,7422000,7775400,9835881,,,1st Round Pick,14490360
168,Josh Jackson,jacksjo02,MEM,7059480,,,,,,1st Round Pick,7059480
169,D_vis Bert_ns,bertada01,WAS,7000000,,,,,,Early Bird Rights,7000000
170,Ersan _lyasova,ilyaser01,MIL,7000000,7000000,,,,,MLE,7000000
171,Jaren Jackson,jacksja02,MEM,6927480,7257360,9180560,,,,1st Round Pick,14184840
172,DeMarre Carroll,carrode01,SAS,6842307,6167887,1252127,,,,,14262321
173,Nemanja Bjelica,bjeline01,SAC,6825000,7150000,,,,,Cap Space,6825000
174,Jaylen Brown,brownja02,BOS,6534829,22991071,24830357,26669643,28508929,,1st Round pick,109534829
175,Jabari Parker,parkeja01,SAC,6500000,6500000,,,,,Cap Space,6500000
176,Ivica Zubac,zubaciv01,LAC,6481482,7000000,7518518,7518518,,,Bird Rights,21000000
177,Joakim Noah,noahjo01,NYK,6431666,6431666,6431666,,,,,19294998
178,Darius Garland,garlada01,CLE,6400920,6720720,7040880,8920795,,,1st Round Pick,13121640
179,De'Aaron Fox,foxde01,SAC,6392760,8099627,,,,,1st Round Pick,14492387
180,Trae Young,youngtr01,ATL,6273000,6571800,8326471,,,,1st Round Pick,12844800
181,Montrezl Harrell,harremo01,LAC,6000000,,,,,,Bird Rights,6000000
182,Ish Smith,smithis01,WAS,5853659,6146341,,,,,MLE,12000000
183,Marco Belinelli,belinma01,SAS,5846154,,,,,,MLE,5846154
184,Jarrett Culver,culveja01,MIN,5813640,6104280,6395160,8109063,,,1st Round Pick,11917920
185,Jonathan Isaac,isaacjo01,ORL,5806440,7362566,,,,,1st Round Pick,13169006
186,Rodney Hood,hoodro01,POR,5718000,6003900,,,,,MLE,5718000
187,Mo Bamba,bambamo01,ORL,5697600,5969040,7568742,,,,1st Round Pick,11666640
188,Timofey Mozgov,mozgoti01,ORL,5573333,5573333,5573334,,,,,16720000
189,Trey Lyles,lylestr01,SAS,5500000,5500000,,,,,MLE,5500000
190,Deron Williams,willide01,BRK,5474787,,,,,,,5474787
191,Aron Baynes,baynear01,PHO,5453280,,,,,,Non-Bird Exception,5453280
192,Kris Dunn,dunnkr01,CHI,5348007,,,,,,1st Round pick,5348007
193,Josh Smith,smithjo03,DET,5331729,,,,,,,5331729
194,Coby White,whiteco01,CHI,5307120,5572680,5837760,7413955,,,1st Round Pick,10879800
195,Lauri Markkanen,markkla01,CHI,5300400,6731508,,,,,1st Round Pick,12031908
196,Ryan Anderson,anderry01,MIA,5214583,5214583,5214584,,,,,15643750
197,Wendell Carter,cartewe01,CHI,5201400,5448840,6920027,,,,1st Round Pick,10650240
198,Pau Gasol,gasolpa01,SAS,5100000,,,,,,,5100000
199,Daniel Theis,theisda01,BOS,5000000,5000000,,,,,Early Bird Rights,5000000
200,Luol Deng,denglu01,LAL,4990000,4990000,4990000,,,,,14970000
201,Jaxson Hayes,hayesja02,NOP,4862040,5105160,5348280,6803012,,,1st Round Pick,9967200
202,Buddy Hield,hieldbu01,SAC,4861208,24431818,22477273,20522727,18568182,,1st Round pick,90861208
203,Frank Ntilikina,ntilila01,NYK,4855800,6176578,,,,,1st Round Pick,11032378
204,Ed Davis,davised01,UTA,4767000,5005350,,,,,Room Exception,9772350
205,Richaun Holmes,holmeri01,SAC,4767000,5005350,,,,,Room Exception,9772350
206,Frank Kaminsky,kaminfr01,PHO,4767000,5005350,,,,,Room Exception,9772350
207,Mike Scott,scottmi01,PHI,4767000,5005350,,,,,Room Exception,9772350
208,Avery Bradley,bradlav01,LAL,4767000,5005350,,,,,Room Exception,9772350
209,Robin Lopez,lopezro01,MIL,4767000,5005350,,,,,Room Exception,4767000
210,JaMychal Green,greenja01,LAC,4767000,5005350,,,,,Room Exception,4767000
211,Justin Holiday,holidju01,IND,4767000,,,,,,Room Exception,4767000
212,Garrett Temple,templga01,BRK,4767000,5005350,,,,,Room Exception,4767000
213,Enes Kanter,kanteen01,BOS,4767000,5005350,,,,,Room Exception,4767000
214,Collin Sexton,sextoco01,CLE,4764960,4991880,6349671,,,,1st Round Pick,9756840
215,Rodney McGruder,mcgruro01,LAC,4629630,5000000,5370370,,,,Cap Space,15000000
216,Rui Hachimura,hachiru01,WAS,4469160,4692840,4916160,6263188,,,1st Round Pick,9162000
217,Kevon Looney,looneke01,GSW,4464286,4821429,5178572,,,,Bird Rights,9285715
218,Dennis Smith,smithde03,NYK,4463640,5686677,,,,,1st Round Pick,10150317
219,Jamal Murray,murraja01,DEN,4444746,29250000,31590000,33930000,36270000,38610000,1st Round pick,174094746
220,Kevin Knox,knoxke01,NYK,4380120,4588680,5845978,,,,1st Round Pick,8968800
221,Cam Reddish,reddica01,ATL,4245720,4458000,4670160,5954454,,,1st Round Pick,8703720
222,Zach Collins,colliza01,POR,4240200,5406255,,,,,1st Round Pick,9646455
223,Mikal Bridges,bridgmi01,PHO,4161000,4359000,5557725,,,,1st Round Pick,8520000
224,Alex Len,lenal01,SAC,4160000,,,,,,Room Exception,4160000
225,Cameron Johnson,johnsca02,PHO,4033440,4235160,4437000,5887899,,,1st Round Pick,8268600
226,Malik Monk,monkma01,CHO,4028400,5345687,,,,,1st Round Pick,9374087
227,Dorian Finney-Smith,finnedo01,DAL,4000000,4000000,4000000,,,,Bird Rights,12000000
228,JaVale McGee,mcgeeja01,LAL,4000000,4200000,,,,,Cap Space,8200000
229,Patrick McCaw,mccawpa01,TOR,4000000,4000000,,,,,MLE,8000000
230,Reggie Bullock,bullore01,NYK,4000000,4200000,,,,,Room Exception,5000000
231,Shai Gilgeous-Alexander,gilgesh01,OKC,3952920,4141320,5495532,,,,1st Round Pick,8094240
232,Nicol˜ Melli,mellini01,NOP,3902439,4097561,,,,,Room Exception,8000000
233,P.J. Washington,washipj01,CHO,3831840,4023600,4215120,5808435,,,1st Round Pick,7855440
234,Luke Kennard,kennalu01,DET,3827160,5273826,,,,,1st Round Pick,9100986
235,Miles Bridges,bridgmi02,CHO,3755400,3934320,5421493,,,,1st Round Pick,7689720
236,Jakob P_ltl,poeltja01,SAS,3754886,,,,,,1st Round pick,3754886
237,Tyler Herro,herroty01,MIA,3640200,3822240,4004280,5722116,,,1st Round Pick,7462440
238,Donovan Mitchell,mitchdo01,UTA,3635760,5195501,,,,,1st Round Pick,8831261
239,Stanley Johnson,johnsst04,TOR,3623000,3801000,,,,,Bi-annual Exception,3623000
240,Jake Layman,laymaja01,MIN,3581986,3761085,3940184,,,,Sign and Trade,11283255
241,Thon Maker,makerth01,DET,3569643,,,,,,1st Round pick,3569643
242,Jerome Robinson,robinje01,WAS,3567720,3737520,5340916,,,,1st Round Pick,7305240
243,Allonzo Trier,trieral01,NYK,3551100,,,,,,Bi-Annual Exception,3551100
244,Danuel House,houseda01,HOU,3540000,3717000,3894000,,,,MLE,11151000
245,Domantas Sabonis,sabondo01,IND,3529555,17187500,18562500,19937500,21312500,,1st Round pick,80529555
246,Mirza Teletovi_,teletmi01,MIL,3500000,3500000,,,,,,7000000
247,Boban Marjanovi_,marjabo01,DAL,3500000,3500000,,,,,Bi-Annual Exception,7000000
248,T.J. McConnell,mccontj01,IND,3500000,3500000,,,,,Cap Space,4500000
249,DeMarcus Cousins,couside01,LAL,3500000,,,,,,,3500000
250,Taurean Prince,princta02,BRK,3481986,13942308,15057692,,,,1st Round pick,32481986
251,Dario _ari_,saricda01,PHO,3481986,,,,,,1st Round pick,3481986
252,Romeo Langford,langfro01,BOS,3458400,3631200,3804360,5634257,,,1st Round Pick,7089600
253,Bam Adebayo,adebaba01,MIA,3454080,5115492,,,,,1st Round Pick,8569572
254,Kyle Korver,korveky01,PHO,3440000,,,,,,,3440000
255,Michael Porter,portemi01,DEN,3389400,3550800,5258735,,,,1st Round Pick,6940200
256,Denzel Valentine,valende01,CHI,3377569,,,,,,1st Round pick,3377569
257,Juan Hernang—mez,hernaju01,MIN,3321030,,,,,,1st Round pick,3321030
258,Sekou Doumbouya,doumbse01,DET,3285120,3449400,3613680,5539771,,,1st Round Pick,6734520
259,Justin Jackson,jacksju01,DAL,3280920,5029650,,,,,1st Round Pick,8310570
260,Troy Brown,browntr01,WAS,3219480,3372840,5170564,,,,1st Round Pick,6592320
261,Jon Leuer,leuerjo01,MIL,3169348,3169348,3169347,,,,,9508043
262,Yogi Ferrell,ferreyo01,SAC,3150000,,,,,,Cap Space,3150000
263,Guerschon Yabusele,yabusgu01,BOS,3117240,,,,,,,3117240
264,Zhaire Smith,smithzh01,PHI,3058800,3204600,4915856,,,,1st Round Pick,6263400
265,Dwight Howard,howardw01,MEM,3039097,,,,,,,3039097
266,Khem Birch,birchkh01,ORL,3000000,3000000,,,,,Early Bird Rights,6000000
267,Ryan Arcidiacono,arcidry01,CHI,3000000,3000000,3000000,,,,Cap space,6000000
268,Quinn Cook,cookqu01,LAL,3000000,3000000,,,,,Cap Space,4000000
269,…mer A_õk,asikom01,CHI,3000000,,,,,,,3000000
270,Nickeil Alexander-Walker,alexani01,NOP,2964840,3113160,3261480,5009633,,,1st Round Pick,6078000
271,D.J. Wilson,wilsodj01,MIL,2961120,4548280,,,,,1st Round Pick,7509400
272,Cedi Osman,osmande01,CLE,2907143,8750000,8050000,7350000,6650000,,MLE,27057143
273,Donte DiVincenzo,divindo01,MIL,2905800,3044160,4675830,,,,1st Round Pick,5949960
274,Bryn Forbes,forbebr01,SAS,2875000,,,,,,Early Bird Rights,2875000
275,Andrew Nicholson,nichoan01,POR,2844429,2844429,2844429,2844429,2844429,,,14222145
276,Goga Bitadze,bitadgo01,IND,2816760,2957520,3098400,4765339,,,1st Round Pick,5774280
277,T.J. Leaf,leaftj01,IND,2813280,4326825,,,,,1st Round Pick,7140105
278,Lonnie Walker,walkelo01,SAS,2760480,2892000,4447896,,,,1st Round Pick,5652480
279,Alex Caruso,carusal01,LAL,2750000,2750000,,,,,Room Exception,5500000
280,Malik Beasley,beaslma01,MIN,2731714,,,,,,1st Round pick,2731714
281,Luka _amani_,samanlu01,SAS,2689920,2824320,2959080,4556983,,,1st Round Pick,5514240
282,John Collins,collijo01,ATL,2686560,4137302,,,,,1st Round Pick,6823862
283,Kevin Huerter,huertke01,ATL,2636280,2761920,4253357,,,,1st Round Pick,5398200
284,Caris LeVert,leverca01,BRK,2625718,16203704,17500000,18796296,,,1st Round pick,55125718
285,Marko Guduric,gudurma01,MEM,2625000,2750000,,,,,Bi-annual Exception,5375000
286,DeAndre' Bembry,bembrde01,ATL,2603982,,,,,,1st Round pick,2603982
287,Matisse Thybulle,thybuma01,PHI,2582160,2711280,2840160,4379527,,,1st Round Pick,5293440
288,Harry Giles,gilesha01,SAC,2578800,,,,,,1st Round Pick,2578800
289,Jeff Green,greenje02,UTA,2564753,,,,,,,2564753
290,Pau Gasol,gasolpa01,POR,2564753,,,,,,,2564753
291,Wesley Matthews,matthwe02,MIL,2564753,2692991,,,,,Minimum Salary,2564753
292,Kyle Korver,korveky01,MIL,2564753,,,,,,Minimum Salary,2564753
293,Udonis Haslem,hasleud01,MIA,2564753,,,,,,Minimum Salary,2564753
294,Jared Dudley,dudleja01,LAL,2564753,,,,,,Minimum Salary,2564753
295,Rajon Rondo,rondora01,LAL,2564753,2619605,,,,,Minimum Salary,2564753
296,Dwight Howard,howardw01,LAL,2564753,,,,,,Minimum Salary,2564753
297,Thabo Sefolosha,sefolth01,HOU,2564753,,,,,,Minimum Salary,2564753
298,Tyson Chandler,chandty01,HOU,2564753,,,,,,Minimum Salary,2564753
299,Gerald Green,greenge01,DEN,2564753,,,,,,,2564753
300,J.J. Barea,bareajo01,DAL,2564753,,,,,,Minimum Salary,2564753
301,Wilson Chandler,chandwi01,BRK,2564753,,,,,,Minimum Salary,2564753
302,Nenê Hil‡rio,hilarne01,ATL,2564753,,,,,,,2564753
303,Vince Carter,cartevi01,ATL,2564753,,,,,,Minimum Salary,2564753
304,Josh Okogie,okogijo01,MIN,2530680,2651040,4087904,,,,1st Round Pick,5181720
305,Vincent Poirier,poirivi01,BOS,2505793,2619207,,,,,Minimum Salary,5125000
306,Rondae Hollis-Jefferson,holliro01,TOR,2500000,,,,,,MLE,2500000
307,Brandon Clarke,clarkbr01,MEM,2478840,2602920,2726880,4343920,,,1st Round Pick,5081760
308,Terrance Ferguson,fergute01,OKC,2475840,3944013,,,,,1st Round Pick,6419853
309,Grayson Allen,allengr01,MEM,2429400,2545320,4054695,,,,1st Round Pick,4974720
310,Anthony Tolliver,tollian01,SAC,2419852,,,,,,,2419852
311,Grant Williams,willigr01,BOS,2379840,2498760,2617800,4306281,,,1st Round Pick,4878600
312,Jarrett Allen,allenja01,BRK,2376840,3909902,,,,,1st Round Pick,6286742
313,Pascal Siakam,siakapa01,TOR,2351839,29000000,31320000,33640000,35960000,,1st Round pick,132271839
314,Skal Labissière,labissk01,ATL,2338847,,,,,,1st Round pick,2338847
315,Chandler Hutchison,hutchch01,CHI,2332320,2443440,4019459,,,,1st Round Pick,4775760
316,Patrick Patterson,pattepa01,LAC,2331593,,,,,,Minimum Salary,2331593
