Rk,Player,Link,Tm,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,Signed Using,Guaranteed
317,Dejounte Murray,murrade01,SAS,2321735,14285714,15428571,16571429,17714286,,1st Round pick,66321735
318,Alec Burks,burksal01,PHI,2320044,,,,,,Minimum Salary,2320044
319,Isaiah Thomas,thomais02,LAC,2320044,,,,,,,2320044
320,Damian Jones,jonesda03,ATL,2305057,,,,,,1st Round pick,2305057
321,Darius Bazley,bazleda01,OKC,2284800,2399160,2513040,4264629,,,1st Round Pick,4683960
322,OG Anunoby,anunoog01,TOR,2281800,3872215,,,,,1st Round Pick,6154015
323,Ante _i_i_,zizican01,CLE,2281800,,,,,,1st Round Pick,2281800
324,Monta Ellis,ellismo01,IND,2245400,2245400,2245400,,,,,6736200
325,Markieff Morris,morrima02,DET,2241808,,,,,,,2241808
326,Aaron Holiday,holidaa01,IND,2239200,2345640,3980551,,,,1st Round Pick,4584840
327,Luke Kornet,kornelu01,CHI,2195122,2304878,,,,,Room Exception,4500000
328,Ty Jerome,jeromty01,PHO,2193480,2303040,2412840,4220057,,,1st Round Pick,4496520
329,Willie Cauley-Stein,caulewi01,DAL,2177483,2286357,,,,,MLE,2177483
330,Austin Rivers,riverau01,HOU,2174318,2369663,,,,,Minimum Salary,2174318
331,Carmelo Anthony,anthoca01,POR,2159029,,,,,,Minimum Salary,2159029
332,Anfernee Simons,simonan01,POR,2149560,2252040,3938818,,,,1st Round Pick,4401600
333,Matt Barnes,barnema02,SAC,2133541,,,,,,,2133541
334,Nassir Little,littlna01,POR,2105520,2210640,2316240,4171548,,,1st Round Pick,4316160
335,Torrey Craig,craigto01,DEN,2100000,,,,,,Cap Space,2100000
336,Moritz Wagner,wagnemo01,WAS,2063520,2161920,3893618,,,,1st Round Pick,4225440
337,Dylan Windler,windldy01,CLE,2035800,2137440,2239200,4037278,,,1st Round Pick,4173240
338,Caleb Swanigan,swanica01,POR,2033160,,,,,,1st Round Pick,2033160
339,Trey Burke,burketr01,PHI,2028594,,,,,,,2028594
340,Kyle O'Quinn,oquinky01,PHI,2028594,,,,,,Minimum Salary,2028594
341,Michael Carter-Williams,cartemi01,ORL,2028594,,,,,,Minimum Salary,2028594
342,Mike Muscala,muscami01,OKC,2028594,2283034,,,,,Minimum Salary,2028594
343,Nerlens Noel,noelne01,OKC,2028594,,,,,,Minimum Salary,2028594
344,Troy Daniels,danietr01,LAL,2028594,,,,,,,2028594
345,Ben McLemore,mclembe01,HOU,2028594,2283034,,,,,Minimum Salary,2028594
346,Spencer Hawes,hawessp01,MIL,2007058,,,,,,,2007058
347,Edmond Sumner,sumneed01,IND,2000000,2160000,2320000,,,,Cap Space,4160000
348,Avery Bradley,bradlav01,MEM,2000000,,,,,,,2000000
349,Noah Vonleh,vonleno01,DEN,2000000,,,,,,MLE,2000000
350,Landry Shamet,shamela01,LAC,1995120,2090040,3768342,,,,1st Round Pick,4085160
351,Mfiondu Kabengele,kabenmf01,LAC,1977000,2075880,2174880,3923484,,,1st Round Pick,4052880
352,Kyle Kuzma,kuzmaky01,LAL,1974600,3562178,,,,,1st Round Pick,5536778
353,Jordan Poole,poolejo01,GSW,1964760,2063280,2161440,3901399,,,1st Round Pick,4028040
354,Tony Bradley,bradlto01,UTA,1962360,3542060,,,,,1st Round Pick,5504420
355,Keldon Johnson,johnske04,SAS,1950600,2048040,2145720,3873025,,,1st Round Pick,3998640
356,Derrick White,whitede01,SAS,1948080,3516284,,,,,1st Round Pick,5464364
357,Robert Williams,williro04,BOS,1937520,2029920,3661976,,,,1st Round Pick,3967440
358,Josh Hart,hartjo01,NOP,1934160,3491159,,,,,1st Round Pick,5425319
359,Jacob Evans,evansja02,MIN,1925880,2017320,3641263,,,,1st Round Pick,3943200
360,Anderson Varej‹o,varejan01,POR,1913345,1913345,,,,,,3826690
361,D_anan Musa,musadz01,BRK,1911600,2002800,3615054,,,,1st Round Pick,3914400
362,Omari Spellman,spellom01,MIN,1897800,1988280,3588845,,,,1st Round Pick,3886080
363,Shabazz Napier,napiesh01,WAS,1882867,,,,,,Cap Space,1882867
364,Glenn Robinson,robingl02,PHI,1882867,2071978,,,,,Minimum Salary,1882867
365,James Ennis,ennisja01,ORL,1882867,2071978,,,,,Minimum Salary,1882867
366,Tim Frazier,fraziti01,DET,1882867,,,,,,,1882867
367,Larry Sanders,sandela01,MIL,1865547,1865547,1865547,,,,,5596641
368,Bruno Caboclo,cabocbr01,HOU,1845301,,,,,,Minimum Salary,1845301
369,Markieff Morris,morrima02,LAL,1750000,,,,,,DPE,1750000
370,Mario Hezonja,hezonma01,POR,1737145,1882867,,,,,Minimum Salary,3620012
371,Emmanuel Mudiay,mudiaem01,UTA,1737145,,,,,,Minimum Salary,1737145
372,Raul Neto,netora01,PHI,1737145,,,,,,Minimum Salary,1737145
373,JaKarr Sampson,sampsja02,IND,1737145,,,,,,Minimum Salary,1737145
374,Pat Connaughton,connapa01,MIL,1723050,,,,,,MLE,1723050
375,Jahlil Okafor,okafoja01,NOP,1702486,,,,,,Minimum Salary,1702486
376,Rodions Kurucs,kurucro01,BRK,1699236,1780152,1861068,,,,Cap space,3479388
377,Jonah Bolden,boldejo01,PHI,1698450,,,,,,,1698450
378,Georges Niang,niangge01,UTA,1678854,1783557,,,,,Non-Bird Exception,1678854
379,Cheick Diallo,diallch01,PHO,1678854,1824003,,,,,Minimum Salary,1678854
380,Dragan Bender,bendedr01,MIL,1678854,,,,,,,1678854
381,David Nwaba,nwabada01,BRK,1678854,,,,,,,1678854
382,Treveon Graham,grahatr01,ATL,1678854,,,,,,Minimum Salary,1678854
383,Willy Hernang—mez,hernawi01,CHO,1676735,,,,,,Cap Space,1676735
384,Derrick Jones,jonesde02,MIA,1645357,,,,,,Minimum Salary,1645357
385,Jordan McRae,mcraejo01,DET,1645357,,,,,,Minimum Salary,1645357
386,Christian Wood,woodch01,DET,1645357,,,,,,Minimum Salary,1645357
387,Furkan Korkmaz,korkmfu01,PHI,1620564,1762796,,,,,Minimum Salary,1620564
388,Jordan Bell,belljo01,MEM,1620564,,,,,,,1620564
389,Justin Patton,pattoju01,DAL,1620564,,,,,,,1620564
390,Royce O'Neale,onealro01,UTA,1618520,8035714,8678571,9321429,9964286,,Cap space,37618520
391,Dillon Brooks,brookdi01,MEM,1618520,11400000,12200000,11400000,,,MLE,36618520
392,Wesley Iwundu,iwundwe01,ORL,1618520,,,,,,Cap Space,1618520
393,Abdel Nader,naderab01,OKC,1618520,1752950,,,,,Cap Space,1618520
394,Damyean Dotson,dotsoda01,NYK,1618520,,,,,,Minimum Salary,1618520
395,Frank Jackson,jacksfr01,NOP,1618520,,,,,,MLE,1618520
396,Sterling Brown,brownst02,MIL,1618520,,,,,,MLE,1618520
397,Dwayne Bacon,bacondw01,CHO,1618520,,,,,,MLE,1618520
398,Semi Ojeleye,ojelese01,BOS,1618520,1752950,,,,,Cap space,1618520
399,Chris Boucher,bouchch01,TOR,1588231,,,,,,Minimum Salary,1588231
400,Malcolm Miller,millema01,TOR,1588231,,,,,,Minimum Salary,1588231
401,Monte Morris,morrimo01,DEN,1588231,1663861,,,,,Minimum Salary,1588231
402,Mitchell Robinson,robinmi01,NYK,1559712,1663861,1802057,,,,MLE,1559712
403,Vlatko _an_ar,cancavl01,DEN,1517981,898310,1782621,,,,MLE,2416291
404,Isaiah Roby,robyis01,OKC,1500000,1517981,1782621,1930681,,,MLE,3017981
405,Nigel Williams-Goss,willini01,UTA,1500000,1517981,1782621,,,,Cap Space,1500000
406,J.R. Smith,smithjr01,CLE,1456667,1456667,1456666,,,,,4370000
407,Shake Milton,miltosh01,PHI,1445697,1701593,1846738,1997718,,,Cap Space,4994028
408,Thanasis Antetokounmpo,antetth01,MIL,1445697,1701593,,,,,Minimum Salary,3147290
409,Amile Jefferson,jeffeam01,ORL,1445697,,,,,,,1445697
410,Theo Pinson,pinsoth01,BRK,1445697,1701593,,,,,Minimum Salary,1445697
411,Brad Wanamaker,wanambr01,BOS,1445697,,,,,,Minimum Salary,1445697
412,Derrick Walton,waltode01,ATL,1445697,,,,,,,1445697
413,Ryan Broekhoff,broekry01,DAL,1443842,,,,,,,1443842
414,Gary Trent,trentga02,POR,1416852,1663861,,,,,MLE,3080713
415,Isaac Bonga,bongais01,WAS,1416852,1663861,,,,,Cap Space,1416852
416,Chimezie Metu,metuch01,SAS,1416852,1663861,,,,,MLE,1416852
417,Jevon Carter,carteje01,PHO,1416852,,,,,,MInimum Salary,1416852
418,Elie Okobo,okoboel01,PHO,1416852,1663861,1802057,,,,Cap Space,1416852
419,Melvin Frazier,frazime01,ORL,1416852,1663861,,,,,MLE,1416852
420,Deonte Burton,burtode02,OKC,1416852,1663861,,,,,Minimum Salary,1416852
421,Hamidou Diallo,diallha01,OKC,1416852,1663861,,,,,MLE,1416852
422,Kenrich Williams,willike04,NOP,1416852,,,,,,Minimum Salary,1416852
423,Jarred Vanderbilt,vandeja01,MIN,1416852,1663861,,,,,Cap Space,1416852
424,Duncan Robinson,robindu01,MIA,1416852,1663861,,,,,MLE,1416852
425,Kendrick Nunn,nunnke01,MIA,1416852,1663861,,,,,Minimum Salary,1416852
426,De'Anthony Melton,meltode01,MEM,1416852,,,,,,Cap Space,1416852
427,Alize Johnson,johnsal02,IND,1416852,,,,,,Minimum Salary,1416852
428,Isaiah Hartenstein,harteis01,HOU,1416852,1663861,,,,,MLE,1416852
429,Sviatoslav Mykhailiuk,mykhasv01,DET,1416852,1663861,,,,,Cap Space,1416852
430,Bruce Brown,brownbr01,DET,1416852,1663861,,,,,MLE,1416852
431,Keita Bates-Diop,bateske01,DEN,1416852,1663861,,,,,MLE,1416852
432,Devonte' Graham,grahade01,CHO,1416852,1663861,,,,,MLE,1416852
433,Jalen Brunson,brunsja01,DAL,1416582,1663861,1802057,,,,Cap Space,3080443
434,Bruno Fernando,fernabr01,ATL,1400000,1517981,1782621,,,,Cap space,4700602
435,Jaylen Nowell,nowelja01,MIN,1400000,1517981,1782621,1930681,,,MLE,1400000
436,Alfonzo McKinnie,mckinal01,CLE,1361046,1762796,1910860,2165298,,,MLE,2253031
437,Kevin Porter,porteke02,CLE,1290960,2033160,2130240,3845083,,,1st Round Pick,3324120
438,Carsen Edwards,edwarca01,BOS,1228026,1517981,1782621,1930681,,,Cap space,4528628
439,Cody Martin,martico01,CHO,1173310,1517981,1782621,,,,MLE,4473912
440,Gary Payton,paytoga02,WAS,1090781,,,,,,Minimum Salary,1090781
441,George Hill,hillge01,MIL,1000000,,,,,,,21000000
442,Terance Mann,mannte01,LAC,1000000,1517984,1782621,1930681,,,Minimum Salary,2517984
443,Jonathon Simmons,simmojo02,WAS,1000000,,,,,,,1000000
444,Justin Hamilton,hamilju01,TOR,1000000,,,,,,,1000000
445,Kyle Singler,singlky01,OKC,999200,999200,999200,999200,,,,3996800
446,Marvin Williams,willima02,MIL,956349,,,,,,Minimum Salary,956349
447,Admiral Schofield,schofad01,WAS,898310,1517981,1782621,,,,MLE,4198912
448,KZ Okpala,okpalkz01,MIA,898310,1517981,1782621,,,,MLE,4198912
449,Eric Paschall,pascher01,GSW,898310,1517981,1782621,,,,MLE,4198912
450,Nicolas Claxton,claxtni01,BRK,898310,1517981,1782621,,,,Minimum Salary,4198912
451,Justin James,jamesju01,SAC,898310,1517981,1782621,,,,Minimum Salary,2416291
452,Jalen Lecque,lecquja01,PHO,898310,1517981,1782621,1930681,,,Cap Space,2416291
453,Ignas Brazdeikis,brazdig01,NYK,898310,1517981,1782621,,,,Minimum Salary,2416291
454,Talen Horton-Tucker,hortota01,LAL,898310,1517981,,,,,Minimum Salary,2416291
455,Daniel Gafford,gaffoda01,CHI,898310,1517981,1782621,1930681,,,Minimum Salary,2416291
456,Alen Smailagi_,smailal01,GSW,898310,1517981,1782621,1930681,,,MLE,2415891
457,Matt Thomas,thomama02,TOR,898310,1517981,1782621,,,,MLE,1623310
458,Miye Oni,onimi01,UTA,898310,1517981,1782621,,,,Minimum Salary,898310
459,Dewan Hernandez,hernade01,TOR,898310,1517981,1782621,,,,MLE,898310
460,Terence Davis,daviste02,TOR,898310,1517981,,,,,Minimum Salary,898310
461,Wenyen Gabriel,gabriwe01,POR,898310,,,,,,Minimum Salary,898310
462,Naz Reid,reidna01,MIN,898310,1517981,1782621,1930681,,,MLE,898310
463,Jalen McDaniels,mcdanja01,CHO,898310,1517981,1782621,1930681,,,Minimum Salary,898310
464,Caleb Martin,martica02,CHO,898310,1517981,1782621,,,,Minimum Salary,898310
465,Shaquille Harrison,harrish01,CHI,898310,,,,,,Minimum Salary,898310
466,Javonte Green,greenja02,BOS,898310,1517981,,,,,Minimum Salary,898310
467,Damion Lee,leeda03,GSW,842327,1762796,1910860,,,,MLE,1442327
468,Khyri Thomas,thomakh01,DET,838464,1663861,,,,,MLE,838464
469,DeMarre Carroll,carrode01,HOU,811447,,,,,,Minimum Salary,811447
470,Michael Kidd-Gilchrist,kiddgmi01,DAL,810763,,,,,,Minimum Salary,810763
471,Marquese Chriss,chrisma01,GSW,758804,,,,,,,2213272
472,Juwan Morgan,morgaju01,UTA,746054,,,,,,Minimum Salary,746054
473,Patrick Patterson,pattepa01,OKC,737067,737067,737066,,,,,2211200
474,Reggie Jackson,jacksre01,LAC,734025,,,,,,Minimum Salary,734025
475,Alfonzo McKinnie,mckinal01,CLE,708871,,,,,,,2253031
476,Gary Clark,clarkga01,HOU,708426,,,,,,,708426
477,Jeff Green,greenje02,HOU,695526,,,,,,Minimum Salary,840427
478,Cole Aldrich,aldrico01,MIN,685340,685340,,,,,,1370680
479,Shaun Livingston,livinsh01,GSW,666667,666667,666666,,,,,2666666
480,Marquese Chriss,chrisma01,GSW,654468,1824003,,,,,Minimum Salary,2213272
481,Timoth_ Luwawu-Cabarrot,luwawti01,BRK,654468,1824003,,,,,Minimum Salary,844170
482,Rayjon Tucker,tuckera01,UTA,578573,1517981,,,,,Minimum Salary,578574
483,Chris Clemons,clemoch01,HOU,568422,1517981,1782621,,,,MLE,568422
484,Gary Clark,clarkga01,ORL,555409,,,,,,Minimum Salary,718765
485,Brandon Goodwin,goodwbr01,ATL,522738,1701593,,,,,Minimum Salary,522738
486,Dion Waiters,waitedi01,LAL,503656,,,,,,Minimum Salary,503656
487,Ryan Anderson,anderry01,HOU,500000,,,,,,,500000
488,An_ejs Pase__iks,pasecan01,WAS,482144,,,,,,Minimum Salary,482144
489,Troy Daniels,danietr01,DEN,481000,,,,,,Minimum Salary,481000
490,Chris Silva,silvach01,MIA,466918,1517981,1782621,,,,MLE,1984899
491,Dakari Johnson,johnsda04,MEM,459414,459414,,,,,,918828
492,Iman Shumpert,shumpim01,BRK,419443,,,,,,,419443
493,Max Strus,strusma01,BOS,415414,,,,,,,415414
494,Justin Robinson,robinju01,WAS,395866,,,,,,,395866
495,Ivan Rabb,rabbiv01,MEM,371758,,,,,,,371758
496,Norvel Pelle,pelleno01,PHI,350189,,,,,,Minimum Salary,350189
497,Ky Bowman,bowmaky01,GSW,350189,1517981,1782621,,,,MLE,350189
498,Juan Toscano-Anderson,toscaju01,GSW,350189,1517981,1782621,,,,MLE,350189
499,A.J. Hammons,hammoaj01,MIA,350087,350087,,,,,,700174
500,Festus Ezeli,ezelife01,POR,333333,,,,,,,333333
501,C.J. Watson,watsocj01,ORL,333333,,,,,,,333333
502,Stanton Kidd,kiddst01,UTA,250000,,,,,,,250000
503,Joe Johnson,johnsjo02,DET,220000,,,,,,,220000
504,Jemerrio Jones,jonesje01,WAS,199000,,,,,,,199000
505,Jontay Porter,portejo01,MEM,197933,1517981,,,,,Minimum Salary,197933
506,Timoth_ Luwawu-Cabarrot,luwawti01,BRK,189702,,,,,,,844170
507,Dragan Bender,bendedr01,GSW,189702,,,,,,Minimum Salary,189702
508,Mychal Mulder,muldemy01,GSW,187782,1517981,1782621,,,,Minimum Salary,238534
509,Alfonzo McKinnie,mckinal01,CLE,183114,,,,,,,2253031
510,Gary Clark,clarkga01,ORL,163356,,,,,,,718765
511,Joe Chealey,chealjo01,CHO,163356,,,,,,Minimum Salary,163356
512,Cameron Payne,payneca01,TOR,150000,,,,,,,150000
513,Jeff Green,greenje02,HOU,144901,,,,,,,840427
514,Anthony Tolliver,tollian01,MEM,144901,,,,,,,144901
515,Joakim Noah,noahjo01,LAC,144901,,,,,,Minimum Salary,144901
516,Troy Williams,willitr02,HOU,122741,122741,122741,122741,,,,490964
517,Johnathan Williams,willijo04,WAS,106181,,,,,,,106181
518,Tyler Cook,cookty01,CLE,101504,,,,,,,151504
519,Donta Hall,halldo01,DET,101504,,,,,,,101504
520,Yante Maten,matenya01,MIA,100000,,,,,,,100000
521,Jaylen Adams,adamsja01,ATL,100000,,,,,,,100000
522,Justin Anderson,anderju01,BRK,98144,,,,,,,98144
523,Demetrius Jackson,jacksde01,BOS,92857,92857,92857,92857,92857,,,464285
524,Jeremy Pargo,pargoje01,GSW,91557,,,,,,,91557
525,Chasson Randle,randlch01,GSW,91557,,,,,,Minimum Salary,91557
526,Jonah Bolden,boldejo01,PHO,81678,,,,,,,81678
527,Josh Magette,magetjo01,ORL,81678,,,,,,,81678
528,Jarrod Uthoff,uthofja01,MEM,81678,,,,,,,81678
529,Dusty Hannahs,hannadu01,MEM,81678,,,,,,,81678
530,Derrick Walton,waltode01,DET,81678,,,,,,,81678
531,J.P. Macura,macurjp01,CLE,81678,,,,,,,81678
532,Sheldon Mac,mcclesh01,CLE,81678,,,,,,Minimum Salary,81678
533,Mychal Mulder,muldemy01,GSW,50752,,,,,,,238534
534,Eric Mika,mikaer01,SAC,50752,,,,,,,50752
535,Zach Norvell,norveza01,GSW,50752,,,,,,,50752
536,Malik Newman,newmama01,CLE,50752,,,,,,,50752
537,Marques Bolden,boldema01,CLE,50752,,,,,,,50752
538,Sir'Dominic Pointer,pointsi01,CLE,50752,,,,,,Minimum Salary,50752
539,Paul Watson,watsopa01,ATL,50752,,,,,,,50752
540,Tyler Cook,cookty01,CLE,50000,,,,,,,151504
541,William Howard,howarwi01,UTA,50000,,,,,,,50000
542,Isaiah Taylor,taylois01,TOR,50000,,,,,,,50000
543,Tyler Lydon,lydonty01,SAC,50000,,,,,,,50000
544,Hollis Thompson,thompho01,SAC,50000,,,,,,,50000
545,Tyler Ulis,ulisty01,SAC,50000,,,,,,,50000
