Rk,Player,Link,Tm,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,Signed Using,Guaranteed
322,Jeff Green,greenje02,CLE,2116955,,,,,,Minimum Salary,2116955
323,Tony Allen,allento01,CHI,2116955,,,,,,,2116955
324,Damien Wilkins,wilkida02,IND,2116955,,,,,,,25000
325,Omri Casspi,casspom01,GSW,2106470,,,,,,,2106470
326,Mario Chalmers,chalmma01,MEM,2106407,,,,,,Minimum Salary,2106407
327,Darius Miller,milleda01,NOP,2100000,2205000,,,,,MLE,2100000
328,Kelly Oubre,oubreke01,WAS,2093040,3208630,,,,,1st round pick,5301670
329,Juan Hernangomez,hernaju01,DEN,2076840,2166360,3321030,,,,1st Round pick,4243200
330,T.J. Leaf,leaftj01,IND,2028360,2407560,2813280,4326825,,,1st Round Pick,4435920
331,Tim Frazier,fraziti01,WAS,2000000,,,,,,Room exception,2000000
332,Anthony Tolliver,tollian01,SAC,2000000,,,,,,,2000000
333,Terry Rozier,roziete01,BOS,1988520,3050390,,,,,1st round pick,5038910
334,Luke Babbitt,babbilu01,MIA,1974159,,,,,,Minimum Salary,987080
335,John Collins,collijo01,ATL,1936920,2299080,2686560,4137302,,,1st Round Pick,4236000
336,Anderson Varejao,varejan01,POR,1913345,1913345,1913345,1913345,,,,7653380
337,Rashad Vaughn,vaughra01,NOP,1889040,,,,,,,1889040
338,Tim Duncan,duncati01,SAS,1881250,1881250,,,,,,3762500
339,Wade Baldwin,baldwwa01,MEM,1874400,,,,,,,1874400
340,Larry Sanders,sandela01,MIL,1865547,1865547,1865547,1865547,1865547,,,9327735
341,Harry Giles,gilesha01,SAC,1859400,2207040,2578800,3976510,,,1st Round Pick,4066440
342,Sam Dekker,dekkesa01,LAC,1794600,2760095,,,,,1st Round pick,4554695
343,Terrance Ferguson,fergute01,OKC,1785000,2118840,2475840,3944013,,,1st Round Pick,3903840
344,Henry Ellenson,ellenhe01,DET,1780800,1857480,2856804,,,,1st Round pick,3638280
345,Eric Moreland,moreler01,DET,1739333,1826300,1913267,,,,MLE,1739333
346,Jerian Grant,grantje02,CHI,1713840,2639314,,,,,1st Round pick,1713840
347,Jarrett Allen,allenja01,BRK,1713720,2034120,2376840,3909902,,,1st Round Pick,3747840
348,Mike Scott,scottmi01,WAS,1709538,,,,,,Minimum Salary,1709538
349,Tyler Zeller,zellety01,MIL,1709538,1933941,,,,,,1709538
350,Quincy Acy,acyqu01,BRK,1709538,,,,,,,
351,Malik Beasley,beaslma01,DEN,1700640,1773840,2731714,,,,1st Round pick,3474480
352,Mike Dunleavy,dunlemi02,ATL,1662500,,,,,,,1662500
353,Delon Wright,wrighde01,TOR,1645200,2536898,,,,,1st Round pick,4182098
354,OG Anunoby,anunoog01,TOR,1645200,1952760,2281800,3872215,,,1st Round Pick,3597960
355,Ante Zizic,zizican01,CLE,1645200,1952760,2281800,3872215,,,1st Round Pick,3597960
356,Caris LeVert,leverca01,BRK,1632480,1702800,2625718,,,,1st Round pick,3335280
357,Nik Stauskas,stausni01,POR,1621415,,,,,,Minimum Salary,1621415
358,Justin Anderson,anderju01,PHI,1579440,2516048,,,,,1st Round pick,4095488
359,Tyler Lydon,lydonty01,DEN,1579440,1874640,2190720,,,,1st Round Pick,3454080
360,Jeff Withey,witheje01,DAL,1577320,1795015,,,,,,350000
361,Ian Clark,clarkia01,NOP,1577230,,,,,,Minimum Salary,3286768
362,Shabazz Muhammad,muhamsh01,MIN,1577230,1795015,,,,,,1577230
363,Willie Reed,reedwi02,CHI,1577230,,,,,,,1577230
364,DeAndre Liggins,liggide01,MIL,1577230,,,,,,,
365,DeAndre' Bembry,bembrde01,ATL,1567200,1634640,2603982,,,,1st Round pick,3201840
366,Jerami Grant,grantje01,OKC,1524305,,,,,,Draft Pick,18892305
367,Joffrey Lauvergne,lauvejo01,SAS,1524305,,,,,,,1524305
368,Johnny O'Bryant,obryajo01,NYK,1524305,,,,,,,1524305
369,Tyler Ennis,ennisty01,LAL,1524305,1656092,,,,,Minimum Salary,1524305
370,Julyan Stone,stoneju01,CHO,1524305,1656092,,,,,Minimum Salary,1524305
371,Sean Kilpatrick,kilpase01,BRK,1524305,,,,,,,1524305
372,Spencer Dinwiddie,dinwisp01,BRK,1524305,1656092,,,,,Minimum Salary,1524305
373,Joe Harris,harrijo01,BRK,1524305,,,,,,Minimum Salary,1524305
374,Shane Larkin,larkish01,BOS,1524305,,,,,,Minimum Salary,1524305
375,Glenn Robinson,robingl02,IND,1524305,,,,,,,
376,Bobby Brown,brownbo02,HOU,1524305,,,,,,,
377,Bobby Portis,portibo01,CHI,1516320,2494346,,,,,1st Round pick,4010666
378,Malachi Richardson,richama01,TOR,1504560,1569360,2581597,,,,1st Round pick,3073920
379,Arron Afflalo,afflaar01,SAC,1500000,,,,,,,1500000
380,Nikola Jokic,jokicni01,DEN,1471382,,,,,,,149181432
381,Norman Powell,powelno01,TOR,1471382,9367200,10116576,10865952,11615328,,Cap Space,31821110
382,Josh Richardson,richajo01,MIA,1471382,9300000,10100000,10800000,11600000,,Minimum Salary,31671382
383,Rondae Hollis-Jefferson,holliro01,BRK,1471382,2470357,,,,,1st Round pick,3941739
384,Tyus Jones,jonesty01,MIN,1471382,2444053,,,,,1st Round pick,3915435
385,Jarell Martin,martija01,MEM,1471382,2416222,,,,,1st Round pick,3887604
386,Larry Nance,nancela02,CLE,1471382,2272391,,,,,1st Round pick,3743773
387,Raul Neto,netora01,UTA,1471382,,,,,,,3621382
388,Troy Williams,willitr02,HOU,1471382,1544951,1676735,,,,,2085087
389,Chris McCullough,mcculch01,WAS,1471382,,,,,,1st Round pick,1471382
390,Pat Connaughton,connapa01,POR,1471382,,,,,,Minimum Salary,1471382
391,Richaun Holmes,holmeri01,PHI,1471382,1600520,,,,,Cap Space,1471382
392,T.J. McConnell,mccontj01,PHI,1471382,1600520,,,,,Minimum Salary,1471382
393,Josh Huestis,huestjo01,OKC,1471382,,,,,,,1471382
394,Jordan Mickey,mickejo01,MIA,1471382,,,,,,Minimum Salary,1471382
395,Montrezl Harrell,harremo01,LAC,1471382,,,,,,,1471382
396,Joe Young,youngjo01,IND,1471382,,,,,,Cap Space,1471382
397,Kevon Looney,looneke01,GSW,1471382,,,,,,1st Round pick,1471382
398,Salah Mejri,mejrisa01,DAL,1471382,,,,,,Minimum Salary,1471382
399,Caleb Swanigan,swanica01,POR,1465920,1740000,2033160,3665787,,,1st Round Pick,3205920
400,Furkan Korkmaz,korkmfu01,PHI,1465920,1740000,2033160,3665787,,,1st Round Pick,3205920
401,Willy Hernangomez,hernawi01,CHO,1435750,1544951,1701735,,,,Cap Space,2980701
402,Kyle Kuzma,kuzmaky01,LAL,1423560,1689840,1974600,3562178,,,1st Round Pick,3113400
403,Tony Bradley,bradlto01,UTA,1414920,1679520,1962360,3542060,,,1st Round Pick,3094440
404,Derrick White,whitede01,SAS,1404600,1667160,1948080,3516284,,,1st Round Pick,3071760
405,Josh Hart,hartjo01,LAL,1394520,1655160,1934160,3491159,,,1st Round Pick,3049680
406,Timothe Luwawu-Cabarrot,luwawti01,PHI,1386600,1544951,2529684,,,,1st Round pick,2931551
407,Kevin Martin,martike02,MIN,1360305,1360305,,,,,,2720610
408,Brice Johnson,johnsbr02,MEM,1331160,,,,,,,1331160
409,Fred VanVleet,vanvlfr01,TOR,1312611,,,,,,Minimum Salary,18000000
410,Pascal Siakam,siakapa01,TOR,1312611,1544951,2351839,,,,1st Round pick,2857562
411,Dejounte Murray,murrade01,SAS,1312611,1544951,2321735,,,,1st Round pick,2857562
412,Skal Labissiere,labissk01,SAC,1312611,1544951,2338847,,,,1st Round pick,2857562
413,Malcolm Brogdon,brogdma01,MIL,1312611,1544951,,,,,Cap Space,2857562
414,A.J. Hammons,hammoaj01,MIA,1312611,1544951,,,,,,2857562
415,Rodney McGruder,mcgruro01,MIA,1312611,1544951,,,,,Minimum Salary,2857562
416,Deyonta Davis,davisde01,MEM,1312611,1544951,,,,,Cap Space,2857562
417,Ivica Zubac,zubaciv01,LAL,1312611,1544951,,,,,Cap Space,2857562
418,Chinanu Onuaku,onuakch01,HOU,1312611,1544951,,,,,Minimum Salary,2857562
419,Damian Jones,jonesda03,GSW,1312611,1544951,2305057,,,,1st Round pick,2857562
420,Wayne Selden,seldewa01,MEM,1312611,1544951,,,,,,2085087
421,Cheick Diallo,diallch01,NOP,1312611,1544951,,,,,Minimum Salary,1812611
422,Joel Bolomboy,bolomjo01,UTA,1312611,,,,,,,1312611
423,Bryn Forbes,forbebr01,SAS,1312611,,,,,,Minimum Salary,1312611
424,Davis Bertans,bertada01,SAS,1312611,,,,,,Minimum Salary,1312611
425,Jake Layman,laymaja01,POR,1312611,1544951,,,,,Cap Space,1312611
426,Tyler Ulis,ulisty01,PHO,1312611,1544951,1676735,,,,Cap Space,1312611
427,Marcus Georges-Hunt,georgma01,MIN,1312611,,,,,,Minimum Salary,1312611
428,Andrew Harrison,harrian01,MEM,1312611,1544951,,,,,Cap Space,1312611
429,Patrick McCaw,mccawpa01,GSW,1312611,,,,,,Minimum Salary,1312611
430,Dorian Finney-Smith,finnedo01,DAL,1312611,1544951,,,,,Minimum Salary,1312611
431,Yogi Ferrell,ferreyo01,DAL,1312611,,,,,,Minimum Salary,1312611
432,Treveon Graham,grahatr01,CHO,1312611,,,,,,Minimum Salary,1312611
433,Paul Zipser,zipsepa01,CHI,1312611,1544951,1676735,,,,Cap Space,1312611
434,David Nwaba,nwabada01,CHI,1312611,,,,,,Minimum Salary,1312611
435,Isaiah Whitehead,whiteis01,BRK,1312611,1544951,1676735,,,,Cap Space,1312611
436,Nicolas Brussino,brussni01,ATL,1312611,,,,,,,1312611
437,Diamond Stone,stonedi01,ATL,1312611,,,,,,,1312611
438,Sheldon Mac,mcclesh01,ATL,1312611,,,,,,,1312611
439,Okaro White,whiteok01,ATL,1312611,,,,,,,1312611
440,Isaiah Taylor,taylois01,ATL,1312611,1544951,,,,,Minimum Salary,1312611
441,Kay Felder,feldeka01,CHI,1312611,1544951,,,,,,456529
442,Derrick Jones,jonesde02,PHO,1312611,,,,,,,
443,Chasson Randle,randlch01,NYK,1312611,,,,,,,
444,Stephen Zimmerman,zimmest01,LAL,1312611,,,,,,,
445,Semi Ojeleye,ojelese01,BOS,1291892,1378242,1618520,1752950,,,,2193857
446,Frank Mason,masonfr01,SAC,1184385,1378242,1618520,,,,,2562627
447,Abdel Nader,naderab01,BOS,1167333,1378242,1618520,1752950,,,,1617333
448,Damyean Dotson,dotsoda01,NYK,1100000,1378242,1618520,,,,Minimum Salary,2478242
449,Paul Pierce,piercpa01,LAC,1096080,,,,,,,1096080
450,Isaiah Canaan,canaais01,PHO,1069308,,,,,,,1069308
451,Wesley Iwundu,iwundwe01,ORL,1050000,1378242,1618520,,,,,2428242
452,Livio Jean-Charles,jeancli01,SAS,1035200,,,,,,,1035200
453,Justin Hamilton,hamilju01,TOR,1000000,1000000,1000000,,,,,3000000
454,Gerald Henderson,hendege02,PHI,1000000,,,,,,,1000000
455,Rade Zagorac,zagorra01,MEM,950000,1378242,,,,,,2328242
456,Ivan Rabb,rabbiv01,MEM,950000,1378242,1618520,,,,MLE,2328242
457,Ike Anigbogu,anigbik01,IND,950000,1378242,1618520,,,,Cap space,1640000
458,Gerald Green,greenge01,HOU,947248,,,,,,Minimum Salary,3341135
459,Jason Thompson,thompja02,GSW,945126,945126,,,,,,1890252
460,Martell Webster,webstma02,WAS,830000,830000,,,,,,1660000
461,Frank Jackson,jacksfr01,NOP,815615,1378242,1618520,,,,MLE,2699857
462,Jordan Bell,belljo01,GSW,815615,1378252,,,,,Minimum Salary,2193867
463,Khem Birch,birchkh01,ORL,815615,1378242,,,,,Minimum Salary,2193857
464,Dakari Johnson,johnsda04,OKC,815615,1378242,,,,,,2193857
465,Sterling Brown,brownst02,MIL,815615,1378242,1618520,,,,MLE,2193857
466,Dillon Brooks,brookdi01,MEM,815615,1378242,1618520,,,,MLE,2193857
467,Jawun Evans,evansja01,LAC,815615,1378242,1618520,,,,MLE,2193857
468,Sindarius Thornwell,thornsi01,LAC,815615,1378242,1618520,,,,MLE,2193857
469,Dwayne Bacon,bacondw01,CHO,815615,1378242,1618520,,,,MLE,2193857
470,Tyler Dorsey,dorsety01,ATL,815615,1378242,,,,,Minimum Salary,2193857
471,Davon Reed,reedda01,PHO,815615,1378242,1618520,,,,Minimum Salary,1504736
472,Royce O'Neale,onealro01,UTA,815615,1378242,1618520,,,,Cap space,815615
473,Alfonzo McKinnie,mckinal01,TOR,815615,1378242,,,,,Minimum Salary,815615
474,Brandon Paul,paulbr01,SAS,815615,1378242,,,,,Minimum Salary,815615
475,Thomas Bryant,bryanth01,LAL,815615,1378242,,,,,Minimum Salary,815615
476,Zhou Qi,qizh01,HOU,815615,1378242,1618520,1752950,,,MLE,815615
477,Maxi Kleber,klebima01,DAL,815615,1378242,,,,,Minimum Salary,815615
478,Daniel Theis,theisda01,BOS,815615,1378242,,,,,Minimum Salary,815615
479,Sean Kilpatrick,kilpase01,MIL,789725,,,,,,,789725
480,Trey Burke,burketr01,NYK,784160,1795015,,,,,Minimum Salary,784160
481,Alex Poythress,poythal01,IND,778668,1544951,,,,,Two-Way Converted,778668
482,Marco Belinelli,belinma01,PHI,776217,,,,,,,
483,Joe Johnson,johnsjo02,HOU,749905,,,,,,,
484,Dwight Buycks,buyckdw01,DET,748160,,,,,,Two-Way Converted,748160
485,Tyler Cavanaugh,cavanty01,ATL,679919,1378242,,,,,,729919
486,Carlos Delfino,delfica01,LAC,650000,650000,,,,,,1300000
487,Caron Butler,butleca01,SAC,517220,517220,,,,,,1034440
488,Jordan Farmar,farmajo01,LAC,510921,,,,,,,510921
489,Ersan Ilyasova,ilyaser01,PHI,502328,,,,,,,
490,Leandro Barbosa,barbole01,PHO,500000,,,,,,,500000
491,Tibor Pleiss,pleisti01,PHI,500000,,,,,,,500000
492,Michael Gbinije,gbinimi01,DET,500000,,,,,,,500000
493,Aaron Gray,grayaa01,DET,452059,,,,,,,452059
494,Festus Ezeli,ezelife01,POR,333334,333333,333333,,,,,1000000
495,C.J. Watson,watsocj01,ORL,333334,333333,333333,,,,,1000000
496,Gal Mekel,mekelga01,DAL,315760,,,,,,,315760
497,Miroslav Raduljica,radulmi01,LAC,300000,300000,,,,,,600000
498,Cameron Oliver,oliveca01,HOU,300000,,,,,,,300000
499,Ramon Sessions,sessira01,WAS,263124,,,,,,,
500,Jordan Crawford,crawfjo02,NOP,250000,,,,,,,250000
501,Emeka Okafor,okafoem01,NOP,239204,,,,,,,239204
502,Brandon Jennings,jennibr01,MIL,238020,,,,,,,
503,Wade Baldwin,baldwwa01,POR,222476,,,,,,,
504,Isaiah Canaan,canaais01,CHI,200000,,,,,,,200000
505,Rakeem Christmas,chrisra01,IND,172552,,,,,,,172552
506,DeAndre Liggins,liggide01,NOP,172238,,,,,,,172238
507,Sean Kilpatrick,kilpase01,LAC,172238,,,,,,,
508,Rashad Vaughn,vaughra01,ORL,166258,,,,,,,
509,David Stockton,stockda01,UTA,148318,,,,,,,
510,Troy Williams,willitr02,NYK,148318,,,,,,,
511,Larry Drew,drewla02,NOP,148318,,,,,,,
512,Travis Wear,weartr01,LAL,148318,,,,,,,
513,Carrick Felix,felixca01,WAS,140902,,,,,,,140902
514,Brandon Rush,rushbr01,POR,119602,,,,,,,
515,Jeremy Evans,evansje01,ATL,104059,,,,,,,50000
516,Derrick Williams,willide02,LAL,104059,,,,,,,
517,K.J. McDaniels,mcdankj01,TOR,100000,,,,,,,100000
518,Marshall Plumlee,plumlma02,NYK,100000,,,,,,,100000
519,Georges Niang,niangge01,IND,100000,,,,,,,100000
520,Quinn Cook,cookqu01,ATL,100000,,,,,,,100000
521,Demetrius Jackson,jacksde01,BOS,92858,92857,92857,92857,92857,,,650000
522,Kyle Collinsworth,colliky01,DAL,92160,,,,,,,142160
523,Josh Gray,grayjo01,PHO,92160,,,,,,,92160
524,Naz Mitrou-Long,mitrona01,UTA,92160,,,,,,,50000
525,Nigel Hayes,hayesni01,TOR,92160,,,,,,,
526,Shaquille Harrison,harrish01,PHO,92160,,,,,,,
527,Rodney Purvis,purviro01,ORL,92160,,,,,,,
528,Walt Lemon Jr.,lemonwa01,NOP,92160,,,,,,,
529,Jaylen Morris,morrija01,ATL,92160,,,,,,,
530,Antonius Cleveland,clevean01,ATL,92160,,,,,,,
531,Damion Lee,leeda03,ATL,92160,,,,,,,
532,Mike James,jamesmi02,PHO,87552,,,,,,,87552
533,MarShon Brooks,brookma01,MEM,86119,,,,,,,
534,Jarell Eddie,eddieja01,BOS,83129,,,,,,,83129
535,Jarell Eddie,eddieja01,CHI,83129,,,,,,,17224
536,Marquis Teague,teaguma01,MEM,83129,,,,,,,
537,Briante Weber,weberbr01,MEM,83129,,,,,,,
538,Aaron Harrison,harriaa01,DAL,83129,,,,,,,
539,Demetrius Jackson,jacksde01,HOU,74159,,,,,,,124159
540,Georgios Papagiannis,papagge01,POR,74159,,,,,,,
541,Scotty Hopson,hopsosc01,DAL,74159,,,,,,,
542,Okaro White,whiteok01,CLE,74159,,,,,,,
543,Xavier Silas,silasxa01,BOS,74159,,,,,,,
544,Isaiah Canaan,canaais01,HOU,53465,,,,,,,53465
545,Tyler Cavanaugh,cavanty01,ATL,50000,,,,,,,729919
546,Kyle Collinsworth,colliky01,DAL,50000,,,,,,,142160
547,Demetrius Jackson,jacksde01,HOU,50000,,,,,,,124159
548,Michael Young,youngmi02,WAS,50000,,,,,,,50000
549,Daniel Ochefu,ochefda01,WAS,50000,,,,,,,50000
550,Nate Wolters,woltena01,UTA,50000,,,,,,,50000
551,Naz Mitrou-Long,mitrona01,UTA,50000,,,,,,,50000
552,Eric Griffin,griffer01,UTA,50000,,,,,,,50000
553,Jacob Pullen,pulleja01,PHI,50000,,,,,,,50000
554,James Michael McAdoo,mcadoja01,PHI,50000,,,,,,,50000
555,Nigel Hayes,hayesni01,NYK,50000,,,,,,,50000
556,Jalen Moore,mooreja02,MIL,50000,,,,,,,50000
557,Gary Payton,paytoga02,MIL,50000,,,,,,,50000
558,Matt Williams,willima05,MIA,50000,,,,,,,50000
559,Vince Hunter,huntevi01,MEM,50000,,,,,,,50000
560,V.J. Beachem,beachvj01,LAL,50000,,,,,,,50000
561,Briante Weber,weberbr01,LAL,50000,,,,,,,50000
562,Vander Blue,blueva01,LAL,50000,,,,,,,50000
563,Jamil Wilson,wilsoja02,LAC,50000,,,,,,,50000
564,Briante Weber,weberbr01,HOU,50000,,,,,,,50000
565,Luis Montero,montelu01,DET,50000,,,,,,,50000
566,Gian Clavell,clavegi01,DAL,50000,,,,,,,50000
567,Antonius Cleveland,clevean01,DAL,50000,,,,,,,50000
568,Diamond Stone,stonedi01,CHI,50000,,,,,,,50000
569,Yakuba Ouattara,ouattya01,BRK,50000,,,,,,,50000
570,Jeremy Evans,evansje01,ATL,50000,,,,,,,50000
571,Nigel Hayes,hayesni01,LAL,46080,,,,,,,46080
572,Xavier Rathan-Mayes,rathaxa01,MEM,46080,,,,,,,
573,Trey McKinney-Jones,mckintr01,IND,46080,,,,,,,
574,Le'Bryan Nash,nashle01,HOU,46080,,,,,,,
575,Jameel Warney,warneja01,DAL,46080,,,,,,,
576,Marcus Thornton,thornma02,CLE,46080,,,,,,,
577,DeAndre Liggins,liggide01,ATL,26773,,,,,,,26773
578,Quinn Cook,cookqu01,NOP,25000,,,,,,,25000
579,Axel Toupane,toupaax01,NOP,25000,,,,,,,25000
580,Chris Johnson,johnsch04,HOU,25000,,,,,,,25000
581,Beno Udrih,udrihbe01,DET,25000,,,,,,,25000
582,Joel Bolomboy,bolomjo01,MIL,22248,,,,,,,22248
583,Jarell Eddie,eddieja01,CHI,17224,,,,,,,17224
