Rk,Player,Link,Tm,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,Signed Using,Guaranteed
316,Tim Duncan,duncati01,SAS,1881250,1881250,1881250,,,,,5643750
317,Larry Sanders,sandela01,MIL,1865547,1865547,1865547,1865547,1865547,,,11193282
318,James Young,youngja01,BOS,1825200,,,,,,1st Round Pick,1825200
319,Rashad Vaughn,vaughra01,MIL,1811040,1889040,2901565,,,,1st round pick,3700080
320,Kevin Seraphin,serapke01,IND,1800000,1881000,,,,,Cap Space,1800000
321,Wade Baldwin,baldwwa01,MEM,1793760,1874400,1955160,3003126,,,1st Round pick,3668160
322,Quincy Acy,acyqu01,BRK,1790902,1709538,,,,,Cap space,1790902
323,Tyler Ennis,ennisty01,LAL,1733880,,,,,,1st Round Pick,1733880
324,Sam Dekker,dekkesa01,HOU,1720560,1794600,2760095,,,,1st Round pick,3515160
325,Joffrey Lauvergne,lauvejo01,CHI,1709720,,,,,,MLE,1709720
326,Henry Ellenson,ellenhe01,DET,1704120,1780800,1857480,2856804,,,1st Round pick,3484920
327,Gary Harris,harriga01,DEN,1655880,2550055,,,,,1st Round Pick,4205935
328,Jerian Grant,grantje02,CHI,1643040,1713840,2639314,,,,1st Round pick,3356880
329,Malik Beasley,beaslma01,DEN,1627320,1700640,1773840,2731714,,,1st Round pick,3327960
330,Bruno Caboclo,cabocbr01,TOR,1589640,2451225,,,,,1st Round Pick,4040865
331,Delon Wright,wrighde01,TOR,1577280,1645200,2536898,,,,1st Round pick,3222480
332,Caris LeVert,leverca01,BRK,1562280,1632480,1702800,2625718,,,1st Round pick,3194760
333,David Lee,leeda02,SAS,1551659,1605967,,,,,Minimum Salary,1551659
334,Lou Amundson,amundlo01,NYK,1551659,,,,,,,1551659
335,Steve Novak,novakst01,MIL,1551659,,,,,,,1551659
336,Jason Terry,terryja01,MIL,1551659,,,,,,Minimum Salary,1551659
337,Metta World Peace,artesro01,LAL,1551659,,,,,,Minimum Salary,1551659
338,Brandon Bass,bassbr01,LAC,1551659,,,,,,Minimum Salary,1551659
339,Raymond Felton,feltora01,LAC,1551659,,,,,,Minimum Salary,1551659
340,Anderson Varejao,varejan01,GSW,1551659,,,,,,,1551659
341,David West,westda01,GSW,1551659,,,,,,Minimum Salary,1551659
342,Beno Udrih,udrihbe01,DET,1551659,,,,,,Minimum Salary,1551659
343,James Jones,jonesja02,CLE,1551659,,,,,,Minimum Salary,1551659
344,Chris Andersen,anderch01,CHO,1551659,,,,,,,1551659
345,Jarrett Jack,jackja01,ATL,1551659,,,,,,,1551659
346,Mitch McGary,mcgarmi01,OKC,1526040,,,,,,,1526040
347,Justin Anderson,anderju01,PHI,1514160,1579440,2516048,,,,1st Round pick,3093600
348,Marcelo Huertas,huertma01,HOU,1500000,,,,,,,1500000
349,DeAndre' Bembry,bembrde01,ATL,1499760,1567200,1634640,2603982,,,1st Round pick,3066960
350,Jordan Adams,adamsjo01,MEM,1465080,,,,,,,1465080
351,Bobby Portis,portibo01,CHI,1453680,1516320,2494346,,,,1st Round pick,2970000
352,Demetrius Jackson,jacksde01,BOS,1450000,1384750,1544951,1676735,,,Cap Space,2100000
353,Malachi Richardson,richama01,SAC,1439880,1504560,1569360,2581597,,,1st Round pick,2944440
354,Sasha Vujacic,vujacsa01,NYK,1410598,,,,,,Minimum Salary,1410598
355,Gerald Green,greenge01,BOS,1410598,,,,,,Minimum Salary,1410598
356,Rodney Hood,hoodro01,UTA,1406520,2386864,,,,,1st Round Pick,3793384
357,Michael Beasley,beaslmi01,MIL,1403611,,,,,,Minimum Salary,1403611
358,Marreese Speights,speigma01,LAC,1403611,,,,,,Minimum Salary,1403611
359,JaVale McGee,mcgeeja01,GSW,1403611,,,,,,Minimum Salary,1403611
360,Alonzo Gee,geeal01,NOP,1400000,,,,,,,1400000
361,Rondae Hollis-Jefferson,holliro01,BRK,1395600,1455720,2470357,,,,1st Round pick,2851320
362,Willy Hernangomez,hernawi01,NYK,1375000,1435750,1544951,1701735,,,Cap Space,4307250
363,Deyonta Davis,davisde01,MEM,1369229,1307614,1544951,,,,Cap Space,3922842
364,Kevin Martin,martike02,MIN,1360305,1360305,1360305,,,,,4080915
365,Nikola Jokic,jokicni01,DEN,1358500,1417000,1475500,,,,,2775500
366,Shabazz Napier,napiesh01,POR,1350120,2361360,,,,,1st Round Pick,3711480
367,Tyus Jones,jonesty01,MIN,1339680,1397400,2444053,,,,1st Round pick,2737080
368,Sasha Kaun,kaunsa01,PHI,1333420,,,,,,,1333420
369,Timothe Luwawu-Cabarrot,luwawti01,PHI,1326960,1386600,1544951,2529684,,,1st Round pick,2713560
370,Ty Lawson,lawsoty01,SAC,1315448,,,,,,Minimum Salary,1315448
371,Alan Anderson,anderal01,LAC,1315448,,,,,,Minimum Salary,1315448
372,Marcus Thornton,thornma01,BRK,1315448,,,,,,,1315448
373,Clint Capela,capelca01,HOU,1296240,2334520,,,,,1st Round Pick,3630760
374,Jarell Martin,martija01,MEM,1286160,1341600,2516222,,,,1st Round pick,2627760
375,Brice Johnson,johnsbr02,LAC,1273920,1331160,1544951,2500725,,,1st Round pick,2605080
376,Jeremy Evans,evansje01,IND,1227286,,,,,,,1227286
377,Lance Stephenson,stephla01,NOP,1227286,,,,,,,100000
378,Luke Babbitt,babbilu01,MIA,1227000,,,,,,Minimum Salary,1227000
379,Jordan Mickey,mickejo01,BOS,1223653,1471382,1329039,,,,,1223653
380,C.J. Wilcox,wilcocj01,ORL,1209680,,,,,,,1209680
381,Larry Nance Jr.,nancela02,LAL,1207680,1259640,2272391,,,,1st Round pick,2467320
382,R.J. Hunter,hunterj01,BOS,1200240,,,,,,,1200240
383,Brandon Jennings,jennibr01,WAS,1200000,,,,,,Room Exception,1200000
384,Pascal Siakam,siakapa01,TOR,1196040,1312611,1544951,2351839,,,1st Round pick,2445960
385,Kyle Anderson,anderky01,SAS,1192080,2151704,,,,,1st Round Pick,3343784
386,Chris McCullough,mcculch01,WAS,1191480,1242840,2243326,,,,1st Round pick,2434320
387,Josh Huestis,huestjo01,OKC,1191480,1471382,2243326,,,,,2434320
388,Livio Jean-Charles,jeancli01,SAS,1188840,1242240,,,,,,2431080
389,Skal Labissiere,labissk01,SAC,1188840,1312611,1544951,2338847,,,1st Round pick,2431080
390,Kevon Looney,looneke01,GSW,1182840,1233840,2227081,,,,1st Round pick,2416680
391,Dejounte Murray,murrade01,SAS,1180080,1312611,1544951,2321735,,,1st Round pick,2413320
392,Damian Jones,jonesda03,GSW,1171560,1312611,1544951,2305057,,,1st Round pick,2395800
393,Isaiah Whitehead,whiteis01,BRK,1074145,1122248,1544951,1676735,,,Cap Space,2196393
394,Rakeem Christmas,chrisra01,IND,1052342,1471382,1600520,,,,,1102342
395,Joe Young,youngjo01,IND,1052342,1471382,1600520,,,,Cap Space,1052342
396,Terrence Jones,joneste01,NOP,1050961,,,,,,,1050961
397,Thomas Robinson,robinth01,LAL,1050961,,,,,,Minimum Salary,1050961
398,Pablo Prigioni,prigipa01,HOU,1050961,1178992,,,,,,1050961
399,Quincy Acy,acyqu01,DAL,1050961,,,,,,,1050961
400,Brian Roberts,roberbr01,CHO,1050961,,,,,,Minimum Salary,1050961
401,Glenn Robinson,robingl02,IND,1050500,1524305,,,,,Minimum Salary,1050500
402,Ivica Zubac,zubaciv01,LAL,1034956,1312611,1544951,,,,Cap Space,2116485
403,Richaun Holmes,holmeri01,PHI,1025831,1471382,1600520,,,,Cap Space,1025831
404,Isaiah Canaan,canaais01,CHI,1015696,1577230,,,,,Minimum Salary,1215696
405,DeAndre Liggins,liggide01,DAL,1015696,1087745,,,,,Minimum Salary,1040696
406,Robert Covington,covinro01,PHI,1015696,1577230,,,,,Cap Space,1015696
407,Justin Holiday,holidju01,NYK,1015696,,,,,,Minimum Salary,1015696
408,Willie Reed,reedwi02,MIA,1015696,,,,,,Cap Space,1015696
409,Ian Clark,clarkia01,GSW,1015696,,,,,,Minimum Salary,1015696
410,Anthony Bennett,bennean01,BRK,1015696,,,,,,,1015696
411,Mike Muscala,muscami01,ATL,1015696,,,,,,Minimum Salary,1015696
412,Jeff Withey,witheje01,UTA,1015696,,,,,,,
413,Montrezl Harrell,harremo01,HOU,1000000,1471382,,,,,,2100000
414,Elton Brand,brandel01,PHI,1000000,,,,,,,1000000
415,Edy Tavares,tavarwa01,ATL,1000000,,,,,,,1000000
416,Jerami Grant,grantje01,OKC,980431,1524305,,,,,Draft Pick,1524305
417,Damjan Rudez,rudezda01,ORL,980431,,,,,,Minimum Salary,980431
418,James Michael McAdoo,mcadoja01,GSW,980431,,,,,,Minimum Salary,980431
419,Nick Johnson,johnsni01,DEN,980431,,,,,,,980431
420,Sean Kilpatrick,kilpase01,BRK,980431,1524305,,,,,Minimum Salary,980431
421,Joe Harris,harrijo01,BRK,980431,1524305,,,,,Minimum Salary,980431
422,JaMychal Green,greenja01,MEM,980431,,,,,,Minimum Salary,200000
423,Stephen Zimmerman,zimmest01,ORL,950000,1312611,1544951,,,,Cap Space,950000
424,Jason Thompson,thompja02,GSW,945126,945126,945126,,,,,2835378
425,Andrew Harrison,harrian01,MEM,945000,1312611,1544951,,,,Cap Space,1045000
426,Raul Neto,netora01,UTA,937800,1471382,,,,,,937800
427,Malcolm Brogdon,brogdma01,MIL,925000,1312611,1544951,,,,Cap Space,1880249
428,Wayne Ellington,ellinwa01,SAC,923670,,,,,,,6923780
429,Tyler Ulis,ulisty01,PHO,918369,1312611,1544951,1676735,,,Cap Space,1823618
430,Norman Powell,powelno01,TOR,874636,1471382,,,,,Cap Space,874636
431,Jonathon Simmons,simmojo02,SAS,874636,,,,,,Minimum Salary,874636
432,Pat Connaughton,connapa01,POR,874636,1471382,,,,,Minimum Salary,874636
433,Alan Williams,willial03,PHO,874636,,,,,,Minimum Salary,874636
434,Josh Richardson,richajo01,MIA,874636,1471382,,,,,Minimum Salary,874636
435,Anthony Brown,brownan02,LAL,874636,,,,,,,874636
436,Jordan McRae,mcraejo01,CLE,874636,,,,,,,874636
437,Christian Wood,woodch01,CHO,874636,,,,,,Cap Space,874636
438,T.J. McConnell,mccontj01,PHI,874636,1471382,1600520,,,,,
439,Salah Mejri,mejrisa01,DAL,874636,1471382,,,,,,
440,Cristiano Felicio,feliccr01,CHI,874636,,,,,,,
441,Darrun Hilliard,hillida01,DET,874060,1471382,,,,,Cap space,874060
442,Martell Webster,webstma02,WAS,830000,830000,830000,,,,,2490000
443,Michael Beasley,beaslmi01,PHO,777777,,,,,,,777777
444,Paul Zipser,zipsepa01,CHI,750000,1312611,1544951,1676735,,,Cap Space,1655249
445,Spencer Dinwiddie,dinwisp01,BRK,726672,1524305,1656092,,,,Minimum Salary,100000
446,Bobby Brown,brownbo02,HOU,680534,,,,,,Minimum Salary,680534
447,A.J. Hammons,hammoaj01,DAL,650000,1312611,1544951,,,,Cap Space,2605511
448,Carlos Delfino,delfica01,LAC,650000,650000,650000,,,,,1950000
449,Michael Gbinije,gbinimi01,DET,650000,1312611,1544951,,,,Cap Space,1150000
450,Georges Niang,niangge01,IND,650000,1312611,1544951,,,,Cap Space,750000
451,John Lucas III,lucasjo02,MIN,635753,,,,,,,635753
452,Joel Bolomboy,bolomjo01,UTA,600000,1312611,1544951,,,,Cap Space,1505249
453,Jake Layman,laymaja01,POR,600000,1312611,1544951,,,,Cap Space,1505249
454,Donatas Motiejunas,motiedo01,NOP,576724,,,,,,Minimum Salary,576724
455,Chinanu Onuaku,onuakch01,HOU,543471,1312611,1544951,,,,Minimum Salary,2498982
456,Cheick Diallo,diallch01,NOP,543471,1312611,1544951,,,,Minimum Salary,1948720
457,Davis Bertans,bertada01,SAS,543471,1312611,,,,,Minimum Salary,1448720
458,Diamond Stone,stonedi01,LAC,543471,1312611,,,,,Minimum Salary,1448720
459,Patrick McCaw,mccawpa01,GSW,543471,1312611,,,,,Minimum Salary,1448720
460,Kay Felder,feldeka01,CLE,543471,1312611,1544951,,,,Minimum Salary,1000000
461,Danuel House,houseda01,WAS,543471,,,,,,,543471
462,Sheldon McClellan,mcclesh01,WAS,543471,1312611,,,,,Minimum Salary,543471
463,Daniel Ochefu,ochefda01,WAS,543471,1312611,1544951,,,,Cap Space,543471
464,Fred VanVleet,vanvlfr01,TOR,543471,1312611,,,,,Minimum Salary,543471
465,Bryn Forbes,forbebr01,SAS,543471,1312611,,,,,Minimum Salary,543471
466,Tim Quarterman,quartti01,POR,543471,1312611,,,,,Minimum Salary,543471
467,Derrick Jones,jonesde02,PHO,543471,1312611,1544951,,,,Minimum Salary,543471
468,Semaj Christon,chrisse01,OKC,543471,1312611,1544951,,,,Minimum Salary,543471
469,Ron Baker,bakerro01,NYK,543471,,,,,,Minimum Salary,543471
470,Marshall Plumlee,plumlma02,NYK,543471,1312611,1544951,,,,Minimum Salary,543471
471,Maurice Ndour,ndourma01,NYK,543471,1312611,,,,,Minimum Salary,543471
472,Rodney McGruder,mcgruro01,MIA,543471,1312611,1544951,,,,Minimum Salary,543471
473,Troy Williams,willitr02,MEM,543471,1312611,,,,,,543471
474,Gary Payton,paytoga02,HOU,543471,,,,,,,543471
475,Kyle Wiltjer,wiltjky01,HOU,543471,1312611,,,,,Minimum Salary,543471
476,Jonathan Gibson,gibsojo01,DAL,543471,,,,,,,543471
477,Dorian Finney-Smith,finnedo01,DAL,543471,1312611,1544951,,,,Minimum Salary,543471
478,Nicolas Brussino,brussni01,DAL,543471,1312611,1544951,,,,Minimum Salary,543471
479,Treveon Graham,grahatr01,CHO,543471,1312611,,,,,Minimum Salary,543471
480,Caron Butler,butleca01,SAC,517220,517220,517220,,,,,1551660
481,Jordan Farmar,farmajo01,LAC,510921,510921,,,,,,1021842
482,Jarrett Jack,jackja01,BRK,500000,,,,,,,500000
483,Joel Anthony,anthojo01,SAS,497858,,,,,,Minimum Salary,497858
484,John Jenkins,jenkijo01,PHO,469841,,,,,,,469841
485,Aaron Gray,grayaa01,DET,452059,452059,,,,,,904118
486,Hollis Thompson,thompho01,PHI,442126,,,,,,,442126
487,Arinze Onuaku,onuakar01,ORL,440078,,,,,,,440078
488,Maurice Ndour,ndourma01,DAL,437318,,,,,,,437318
489,R.J. Hunter,hunterj01,CHI,425000,,,,,,,425000
490,Ryan Kelly,kellyry01,ATL,418228,,,,,,,418228
491,Alonzo Gee,geeal01,DEN,417848,,,,,,,417848
492,Jose Calderon,caldejo01,ATL,392478,,,,,,Minimum Salary,392478
493,Matt Barnes,barnema02,GSW,383351,,,,,,Minimum Salary,383351
494,Aaron Harrison,harriaa01,CHO,375579,,,,,,,375579
495,Toney Douglas,douglto01,MEM,348207,,,,,,,348207
496,Briante Weber,weberbr01,MIA,328000,,,,,,,328000
497,Andrea Bargnani,bargnan01,BRK,323599,,,,,,,323599
498,Gal Mekel,mekelga01,DAL,315760,315760,,,,,,631520
499,Miroslav Raduljica,radulmi01,LAC,300000,300000,300000,,,,,900000
500,Ryan Kelly,kellyry01,ATL,286785,1577230,,,,,Minimum Salary,286785
501,Ronnie Price,pricero01,PHO,282595,,,,,,Minimum Salary,282595
502,Derrick Williams,willide02,CLE,268029,,,,,,Minimum Salary,268029
503,Deron Williams,willide01,CLE,259626,,,,,,Minimum Salary,259626
504,Isaiah Taylor,taylois01,HOU,255000,1312611,1544951,,,,Minimum Salary,255000
505,Bobby Brown,brownbo02,HOU,253759,,,,,,,253759
506,Yi Jianlian,jianlyi01,LAL,250000,,,,,,,250000
507,Elliot Williams,williel01,GSW,250000,,,,,,,250000
508,Ben Bentil,bentibe01,BOS,250000,,,,,,,250000
509,Norris Cole,coleno01,OKC,247991,,,,,,Minimum Salary,247991
510,Andrew Bogut,bogutan01,CLE,242224,,,,,,,242224
511,Terrence Jones,joneste01,MIL,236457,,,,,,,236457
512,Chasson Randle,randlch01,PHI,233373,,,,,,,233373
513,Nicolas Laprovittola,laproni01,SAS,210995,,,,,,,210995
514,Okaro White,whiteok01,MIA,210995,1312611,,,,,Minimum Salary,210995
515,Yogi Ferrell,ferreyo01,DAL,207798,1312611,,,,,Minimum Salary,1520409
516,Larry Sanders,sandela01,CLE,207722,1841849,,,,,,207722
517,Ronnie Price,pricero01,PHO,182548,,,,,,,182548
518,Reggie Williams,willire02,NOP,180483,,,,,,,180483
519,Jarell Eddie,eddieja01,WAS,175000,,,,,,,175000
520,Jordan Crawford,crawfjo02,NOP,173094,1709538,,,,,Minimum Salary,173094
521,Joel Anthony,anthojo01,SAS,165952,,,,,,,165952
522,Johnny O'Bryant,obryajo01,CHO,161483,1524305,,,,,Minimum Salary,161483
523,Brandon Paul,paulbr01,PHI,155000,,,,,,,155000
524,Toney Douglas,douglto01,MEM,154758,,,,,,,154758
525,Troy Williams,willitr02,HOU,150000,,,,,,Cap Space,150000
526,Robbie Hummel,hummero01,DEN,150000,,,,,,,150000
527,Jarnell Stokes,stokeja01,DEN,150000,,,,,,,150000
528,Lance Stephenson,stephla01,MIN,144386,,,,,,,144386
529,Chasson Randle,randlch01,NYK,143860,1312611,,,,,Minimum Salary,143860
530,Omri Casspi,casspom01,MIN,138414,,,,,,Minimum Salary,138414
531,Jonathan Gibson,gibsojo01,DAL,137466,,,,,,,137466
532,Derrick Williams,willide02,CLE,134014,,,,,,,134014
533,Briante Weber,weberbr01,CHO,128623,1471382,,,,,Minimum Salary,128623
534,Marcus Paige,paigema01,UTA,125000,,,,,,,125000
535,Quincy Acy,acyqu01,BRK,123642,,,,,,,123642
536,Hollis Thompson,thompho01,NOP,119494,,,,,,,119494
537,Manny Harris,harrima01,DAL,119494,,,,,,,119494
538,Ray McCallum,mccalra01,CHO,119494,,,,,,,119494
539,Archie Goodwin,goodwar01,BRK,119494,,,,,,,119494
540,Johnny O'Bryant,obryajo01,DEN,115344,,,,,,,115344
541,Johnny O'Bryant,obryajo01,CHO,115344,,,,,,,115344
542,Anthony Brown,brownan02,NOP,108043,,,,,,,108043
543,Jarell Eddie,eddieja01,PHO,102898,,,,,,,102898
544,Briante Weber,weberbr01,GSW,102898,,,,,,,102898
545,Briante Weber,weberbr01,CHO,102898,,,,,,,102898
546,Lamar Patterson,pattela01,ATL,102898,,,,,,,102898
547,Yogi Ferrell,ferreyo01,BRK,102300,,,,,,,102300
548,Toney Douglas,douglto01,MEM,100593,,,,,,,100593
549,Patricio Garino,garinpa01,SAS,100000,,,,,,,100000
550,Lamar Patterson,pattela01,SAC,100000,,,,,,,100000
551,Isaiah Cousins,cousiis01,SAC,100000,,,,,,,100000
552,Chris Wright,wrighch01,OKC,100000,,,,,,,100000
553,Chasson Randle,randlch01,NYK,100000,,,,,,,100000
554,J.P. Tokoto,tokotjp01,NYK,100000,,,,,,,100000
555,Okaro White,whiteok01,MIA,100000,,,,,,,100000
556,Stefan Jankovic,jankost01,MIA,100000,,,,,,,100000
557,Yogi Ferrell,ferreyo01,BRK,100000,,,,,,,100000
558,Egidijus Mockevicius,mockeeg01,BRK,100000,,,,,,,100000
559,Archie Goodwin,goodwar01,NOP,95600,,,,,,,95600
560,Jarrett Jack,jackja01,NOP,91274,,,,,,,91274
561,Shawn Long,longsh01,PHI,89513,1312611,1544951,,,,Minimum Salary,89513
562,Wayne Selden,seldewa01,MEM,83119,1312611,,,,,Minimum Salary,83119
563,Alonzo Gee,geeal01,DEN,77379,,,,,,,77379
564,Quincy Ford,fordqu01,UTA,75000,,,,,,,75000
565,Henry Sims,simshe01,UTA,75000,,,,,,,75000
566,Ryan Arcidiacono,arcidry01,SAS,75000,,,,,,,75000
567,Kaleb Tarczewski,tarczka01,OKC,75000,,,,,,,75000
568,Keith Benson,bensoke02,MIA,75000,,,,,,,75000
569,Mike Tobey,tobeymi01,CHO,75000,,,,,,,75000
570,Archie Goodwin,goodwar01,BRK,75000,1577230,,,,,Cap space,75000
571,David Nwaba,nwabada01,LAL,73528,1312611,,,,,Minimum Salary,1386139
572,Reggie Williams,willire02,NOP,72193,,,,,,,72193
573,Gary Neal,nealga01,ATL,72193,,,,,,,72193
574,Kyle Collinsworth,colliky01,DAL,70000,,,,,,,70000
575,Thomas Walkup,walkuth01,CHI,69500,,,,,,,69500
576,Jordan Farmar,farmajo01,SAC,66384,,,,,,,66384
577,Shawn Long,longsh01,PHI,65000,,,,,,,65000
578,James Webb,webbja01,PHI,65000,,,,,,,65000
579,Chasson Randle,randlch01,PHI,63938,,,,,,,63938
580,Quinn Cook,cookqu01,NOP,63938,,,,,,,63938
581,Okaro White,whiteok01,MIA,63938,,,,,,,63938
582,David Nwaba,nwabada01,LAL,63938,,,,,,,63938
583,Jarrod Uthoff,uthofja01,DAL,63938,,,,,,,63938
584,Pierre Jackson,jackspi01,DAL,63938,,,,,,,63938
585,Mike Tobey,tobeymi01,CHO,63938,,,,,,,63938
586,Jordan Crawford,crawfjo02,NOP,61821,,,,,,,61821
587,Zach Auguste,augusza01,LAL,60000,,,,,,,60000
588,Justin Harper,harpeju01,PHI,57672,,,,,,,57672
589,Brady Heslip,heslibr01,TOR,56500,,,,,,,56500
590,Anthony Brown,brownan02,ORL,51449,,,,,,,51449
591,Axel Toupane,toupaax01,MIL,51449,,,,,,,51449
592,Cliff Alexander,alexacl01,BRK,51449,,,,,,,51449
593,E.J. Singler,singlej01,TOR,50000,,,,,,,50000
594,Yanick Moreira,moreiya01,TOR,50000,,,,,,,50000
595,Jarrod Uthoff,uthofja01,TOR,50000,,,,,,,50000
596,Dionte Christmas,chrisdi01,PHI,50000,,,,,,,50000
597,Cat Barber,barbeca01,PHI,50000,,,,,,,50000
598,Reggie Williams,willire02,OKC,50000,,,,,,,50000
599,Alex Caruso,carusal01,OKC,50000,,,,,,,50000
600,Ben Bentil,bentibe01,IND,50000,,,,,,,50000
601,Julyan Stone,stoneju01,IND,50000,,,,,,,50000
602,Isaiah Taylor,taylois01,HOU,50000,,,,,,,50000
603,Cameron Jones,jonesca02,GSW,50000,,,,,,,50000
604,Elgin Cook,cookel01,GSW,50000,,,,,,,50000
605,Scott Wood,woodsc01,GSW,50000,,,,,,,50000
606,Nate Wolters,woltena01,DEN,50000,,,,,,,50000
607,D.J. Kennedy,kennedj01,DEN,50000,,,,,,,50000
608,Damion Lee,leeda03,BOS,50000,,,,,,,50000
609,Matt Costello,costema01,ATL,50000,,,,,,,50000
610,Jarrod Uthoff,uthofja01,DAL,47953,1312611,,,,,Minimum Salary,47953
611,Beau Beech,beechbe01,BRK,45000,,,,,,,45000
612,Pierre Jackson,jackspi01,DAL,41560,,,,,,,41560
613,Alex Poythress,poythal01,IND,35381,,,,,,,35381
614,Gary Payton,paytoga02,MIL,35166,1312611,,,,,Minimum Salary,35166
615,D.J. Stephens,stephdj01,MEM,35000,,,,,,,35000
616,Phil Pressey,pressph01,GSW,35000,,,,,,,35000
617,Shawn Long,longsh01,PHI,31969,,,,,,,31969
618,Alex Poythress,poythal01,PHI,31969,,,,,,,31969
619,Patricio Garino,garinpa01,ORL,31969,1312611,,,,,Minimum Salary,31969
620,Marcus Georges-Hunt,georgma01,ORL,31969,1312611,,,,,Minimum Salary,31969
621,Wayne Selden,seldewa01,NOP,31969,,,,,,,31969
622,Marcus Georges-Hunt,georgma01,MIA,31969,,,,,,,31969
623,Troy Williams,willitr02,HOU,31969,,,,,,,31969
624,Ben Bentil,bentibe01,DAL,31969,,,,,,,31969
625,Yogi Ferrell,ferreyo01,DAL,31969,,,,,,,31969
626,Quinn Cook,cookqu01,DAL,31969,,,,,,,31969
627,Prince Ibeh,ibehpr01,BRK,31969,,,,,,,31969
628,Matt Costello,costema01,MEM,31500,,,,,,,31500
629,Nikola Jovanovic,jovanni01,DET,30000,,,,,,,30000
630,Lamar Patterson,pattela01,ATL,25725,,,,,,,25725
631,Tony Wroten,wroteto01,MEM,25000,,,,,,,25000
632,Nick Zeisloft,zeislni01,IND,25000,,,,,,,25000
633,Jalen Jones,jonesja04,BOS,25000,,,,,,,25000
634,Marcus Georges-Hunt,georgma01,BOS,25000,,,,,,,25000
635,Elijah Millsap,millsel01,PHO,23069,1524305,,,,,Cap space,23069
636,Axel Toupane,toupaax01,NOP,20580,1471382,,,,,Minimum Salary,20580
637,Jameel Warney,warneja01,DAL,20000,,,,,,,20000
638,Dahntay Jones,jonesda02,CLE,18255,,,,,,,18255
639,Jordan Farmar,farmajo01,SAC,16595,,,,,,,16595
640,Quinn Cook,cookqu01,NOP,15984,1312611,,,,,Minimum Salary,15984
641,Ray McCallum,mccalra01,DET,11949,,,,,,,11949
642,P.J. Hairston,hairspj02,HOU,11534,,,,,,,11534
643,Alex Poythress,poythal01,PHI,6934,,,,,,Hardship Exception,6934
644,Dahntay Jones,jonesda02,CLE,5767,,,,,,Minimum Salary,5767
645,Edy Tavares,tavarwa01,CLE,5145,1471382,1600520,,,,Minimum Salary,5145
