Player,Link,Tm,Money,Signed Using,Year
Justin Hamilton,hamilju01,TOR,1000000,,2018
Gerald Henderson,hendege02,PHI,1000000,,2018
Rade Zagorac,zagorra01,MEM,950000,,2018
Ivan Rabb,rabbiv01,MEM,950000,MLE,2018
Ike Anigbogu,anigbik01,IND,950000,Cap space,2018
Gerald Green,greenge01,HOU,947248,Minimum Salary,2018
Jason Thompson,thompja02,GSW,945126,,2018
Martell Webster,webstma02,WAS,830000,,2018
Frank Jackson,jacksfr01,NOP,815615,MLE,2018
Jordan Bell,belljo01,GSW,815615,Minimum Salary,2018
Khem Birch,birchkh01,ORL,815615,Minimum Salary,2018
Dakari Johnson,johnsda04,OKC,815615,,2018
Sterling Brown,brownst02,MIL,815615,MLE,2018
Dillon Brooks,brookdi01,MEM,815615,MLE,2018
Jawun Evans,evansja01,LAC,815615,MLE,2018
Sindarius Thornwell,thornsi01,LAC,815615,MLE,2018
Dwayne Bacon,bacondw01,CHO,815615,MLE,2018
Tyler Dorsey,dorsety01,ATL,815615,Minimum Salary,2018
Davon Reed,reedda01,PHO,815615,Minimum Salary,2018
Royce O'Neale,onealro01,UTA,815615,Cap space,2018
Alfonzo McKinnie,mckinal01,TOR,815615,Minimum Salary,2018
Brandon Paul,paulbr01,SAS,815615,Minimum Salary,2018
Thomas Bryant,bryanth01,LAL,815615,Minimum Salary,2018
Zhou Qi,qizh01,HOU,815615,MLE,2018
Maxi Kleber,klebima01,DAL,815615,Minimum Salary,2018
Daniel Theis,theisda01,BOS,815615,Minimum Salary,2018
Sean Kilpatrick,kilpase01,MIL,789725,,2018
Trey Burke,burketr01,NYK,784160,Minimum Salary,2018
Alex Poythress,poythal01,IND,778668,Two-Way Converted,2018
Marco Belinelli,belinma01,PHI,776217,,2018
Joe Johnson,johnsjo02,HOU,749905,,2018
Dwight Buycks,buyckdw01,DET,748160,Two-Way Converted,2018
Tyler Cavanaugh,cavanty01,ATL,679919,,2018
Carlos Delfino,delfica01,LAC,650000,,2018
Caron Butler,butleca01,SAC,517220,,2018
Jordan Farmar,farmajo01,LAC,510921,,2018
Ersan Ilyasova,ilyaser01,PHI,502328,,2018
Leandro Barbosa,barbole01,PHO,500000,,2018
Tibor Pleiss,pleisti01,PHI,500000,,2018
Michael Gbinije,gbinimi01,DET,500000,,2018
Aaron Gray,grayaa01,DET,452059,,2018
Festus Ezeli,ezelife01,POR,333334,,2018
C.J. Watson,watsocj01,ORL,333334,,2018
Gal Mekel,mekelga01,DAL,315760,,2018
Miroslav Raduljica,radulmi01,LAC,300000,,2018
Cameron Oliver,oliveca01,HOU,300000,,2018
Ramon Sessions,sessira01,WAS,263124,,2018
Jordan Crawford,crawfjo02,NOP,250000,,2018
Emeka Okafor,okafoem01,NOP,239204,,2018
Brandon Jennings,jennibr01,MIL,238020,,2018
Wade Baldwin,baldwwa01,POR,222476,,2018
Isaiah Canaan,canaais01,CHI,200000,,2018
Rakeem Christmas,chrisra01,IND,172552,,2018
DeAndre Liggins,liggide01,NOP,172238,,2018
Sean Kilpatrick,kilpase01,LAC,172238,,2018
Rashad Vaughn,vaughra01,ORL,166258,,2018
David Stockton,stockda01,UTA,148318,,2018
Troy Williams,willitr02,NYK,148318,,2018
Larry Drew,drewla02,NOP,148318,,2018
Travis Wear,weartr01,LAL,148318,,2018
Carrick Felix,felixca01,WAS,140902,,2018
Brandon Rush,rushbr01,POR,119602,,2018
Jeremy Evans,evansje01,ATL,104059,,2018
Derrick Williams,willide02,LAL,104059,,2018
K.J. McDaniels,mcdankj01,TOR,100000,,2018
Marshall Plumlee,plumlma02,NYK,100000,,2018
Georges Niang,niangge01,IND,100000,,2018
Quinn Cook,cookqu01,ATL,100000,,2018
Demetrius Jackson,jacksde01,BOS,92858,,2018
Kyle Collinsworth,colliky01,DAL,92160,,2018
Josh Gray,grayjo01,PHO,92160,,2018
Naz Mitrou-Long,mitrona01,UTA,92160,,2018
Nigel Hayes,hayesni01,TOR,92160,,2018
Shaquille Harrison,harrish01,PHO,92160,,2018
Rodney Purvis,purviro01,ORL,92160,,2018
Walt Lemon Jr.,lemonwa01,NOP,92160,,2018
Jaylen Morris,morrija01,ATL,92160,,2018
Antonius Cleveland,clevean01,ATL,92160,,2018
Damion Lee,leeda03,ATL,92160,,2018
Mike James,jamesmi02,PHO,87552,,2018
MarShon Brooks,brookma01,MEM,86119,,2018
Jarell Eddie,eddieja01,BOS,83129,,2018
Jarell Eddie,eddieja01,CHI,83129,,2018
Marquis Teague,teaguma01,MEM,83129,,2018
Briante Weber,weberbr01,MEM,83129,,2018
Aaron Harrison,harriaa01,DAL,83129,,2018
Demetrius Jackson,jacksde01,HOU,74159,,2018
Georgios Papagiannis,papagge01,POR,74159,,2018
Scotty Hopson,hopsosc01,DAL,74159,,2018
Okaro White,whiteok01,CLE,74159,,2018
Xavier Silas,silasxa01,BOS,74159,,2018
Isaiah Canaan,canaais01,HOU,53465,,2018
Tyler Cavanaugh,cavanty01,ATL,50000,,2018
Kyle Collinsworth,colliky01,DAL,50000,,2018
Demetrius Jackson,jacksde01,HOU,50000,,2018
Michael Young,youngmi02,WAS,50000,,2018
Daniel Ochefu,ochefda01,WAS,50000,,2018
Nate Wolters,woltena01,UTA,50000,,2018
Naz Mitrou-Long,mitrona01,UTA,50000,,2018
Eric Griffin,griffer01,UTA,50000,,2018
Jacob Pullen,pulleja01,PHI,50000,,2018
James Michael McAdoo,mcadoja01,PHI,50000,,2018
Nigel Hayes,hayesni01,NYK,50000,,2018
Jalen Moore,mooreja02,MIL,50000,,2018
Gary Payton,paytoga02,MIL,50000,,2018
Matt Williams,willima05,MIA,50000,,2018
Vince Hunter,huntevi01,MEM,50000,,2018
V.J. Beachem,beachvj01,LAL,50000,,2018
Briante Weber,weberbr01,LAL,50000,,2018
Vander Blue,blueva01,LAL,50000,,2018
Jamil Wilson,wilsoja02,LAC,50000,,2018
Briante Weber,weberbr01,HOU,50000,,2018
Luis Montero,montelu01,DET,50000,,2018
Gian Clavell,clavegi01,DAL,50000,,2018
Antonius Cleveland,clevean01,DAL,50000,,2018
Diamond Stone,stonedi01,CHI,50000,,2018
Yakuba Ouattara,ouattya01,BRK,50000,,2018
Jeremy Evans,evansje01,ATL,50000,,2018
Nigel Hayes,hayesni01,LAL,46080,,2018
Xavier Rathan-Mayes,rathaxa01,MEM,46080,,2018
Trey McKinney-Jones,mckintr01,IND,46080,,2018
Le'Bryan Nash,nashle01,HOU,46080,,2018
Jameel Warney,warneja01,DAL,46080,,2018
Marcus Thornton,thornma02,CLE,46080,,2018
DeAndre Liggins,liggide01,ATL,26773,,2018
Quinn Cook,cookqu01,NOP,25000,,2018
Axel Toupane,toupaax01,NOP,25000,,2018
Chris Johnson,johnsch04,HOU,25000,,2018
Beno Udrih,udrihbe01,DET,25000,,2018
Joel Bolomboy,bolomjo01,MIL,22248,,2018
Jarell Eddie,eddieja01,CHI,17224,,2018
