Player,Link,Tm,Money,Signed Using,Year
Kyle Singler,singlky01,OKC,999200,,2020
Jonah Bolden,boldejo01,PHI,1698450,,2020
Admiral Schofield,schofad01,WAS,898310,MLE,2020
KZ Okpala,okpalkz01,MIA,898310,MLE,2020
Eric Paschall,pascher01,GSW,898310,MLE,2020
Nicolas Claxton,claxtni01,BRK,898310,Minimum Salary,2020
Justin James,jamesju01,SAC,898310,Minimum Salary,2020
Jalen Lecque,lecquja01,PHO,898310,Cap Space,2020
Ignas Brazdeikis,brazdig01,NYK,898310,Minimum Salary,2020
Talen Horton-Tucker,hortota01,LAL,898310,Minimum Salary,2020
Daniel Gafford,gaffoda01,CHI,898310,Minimum Salary,2020
Alen Smailagic,smailal01,GSW,898310,MLE,2020
Matt Thomas,thomama02,TOR,898310,MLE,2020
Miye Oni,onimi01,UTA,898310,Minimum Salary,2020
Dewan Hernandez,hernade01,TOR,898310,MLE,2020
Terence Davis,daviste02,TOR,898310,Minimum Salary,2020
Wenyen Gabriel,gabriwe01,POR,898310,Minimum Salary,2020
Naz Reid,reidna01,MIN,898310,MLE,2020
Jalen McDaniels,mcdanja01,CHO,898310,Minimum Salary,2020
Caleb Martin,martica02,CHO,898310,Minimum Salary,2020
Shaquille Harrison,harrish01,CHI,898310,Minimum Salary,2020
Javonte Green,greenja02,BOS,898310,Minimum Salary,2020
Damion Lee,leeda03,GSW,842327,MLE,2020
Khyri Thomas,thomakh01,DET,838464,MLE,2020
Jonah Bolden,boldejo01,PHO,81678,,2020
Kyle Korver,korveky01,PHO,3440000,,2020
Kyle Korver,korveky01,MIL,2564753,Minimum Salary,2020
Juwan Morgan,morgaju01,UTA,746054,Minimum Salary,2020
Markieff Morris,morrima02,DET,2241808,,2020
Markieff Morris,morrima02,LAL,1750000,DPE,2020
Marquese Chriss,chrisma01,GSW,758804,,2020
Marquese Chriss,chrisma01,GSW,654468,Minimum Salary,2020
Marvin Williams,willima02,CHO,15006250,,2020
Cole Aldrich,aldrico01,MIN,685340,,2020
Shaun Livingston,livinsh01,GSW,666667,,2020
Marvin Williams,willima02,MIL,956349,Minimum Salary,2020
Michael Kidd-Gilchrist,kiddgmi01,CHO,13000000,,2020
Rayjon Tucker,tuckera01,UTA,578573,Minimum Salary,2020
Chris Clemons,clemoch01,HOU,568422,MLE,2020
Michael Kidd-Gilchrist,kiddgmi01,DAL,810763,Minimum Salary,2020
Brandon Goodwin,goodwbr01,ATL,522738,Minimum Salary,2020
Mychal Mulder,muldemy01,GSW,187782,Minimum Salary,2020
Mychal Mulder,muldemy01,GSW,50752,,2020
Anzejs Pasecniks,pasecan01,WAS,482144,Minimum Salary,2020
Patrick Patterson,pattepa01,LAC,2331593,Minimum Salary,2020
Chris Silva,silvach01,MIA,466918,MLE,2020
Dakari Johnson,johnsda04,MEM,459414,,2020
Iman Shumpert,shumpim01,BRK,419443,,2020
Max Strus,strusma01,BOS,415414,,2020
Justin Robinson,robinju01,WAS,395866,,2020
Ivan Rabb,rabbiv01,MEM,371758,,2020
Norvel Pelle,pelleno01,PHI,350189,Minimum Salary,2020
Ky Bowman,bowmaky01,GSW,350189,MLE,2020
Juan Toscano-Anderson,toscaju01,GSW,350189,MLE,2020
A.J. Hammons,hammoaj01,MIA,350087,,2020
Festus Ezeli,ezelife01,POR,333333,,2020
C.J. Watson,watsocj01,ORL,333333,,2020
Stanton Kidd,kiddst01,UTA,250000,,2020
Joe Johnson,johnsjo02,DET,220000,,2020
Jemerrio Jones,jonesje01,WAS,199000,,2020
Jontay Porter,portejo01,MEM,197933,Minimum Salary,2020
Patrick Patterson,pattepa01,OKC,737067,,2020
Pau Gasol,gasolpa01,SAS,5100000,,2020
Pau Gasol,gasolpa01,POR,2564753,,2020
Reggie Jackson,jacksre01,DET,17286956,,2020
Reggie Jackson,jacksre01,LAC,734025,Minimum Salary,2020
Joe Chealey,chealjo01,CHO,163356,Minimum Salary,2020
Cameron Payne,payneca01,TOR,150000,,2020
Ryan Anderson,anderry01,MIA,5214583,,2020
Ryan Anderson,anderry01,HOU,500000,,2020
Timothe Luwawu-Cabarrot,luwawti01,BRK,654468,Minimum Salary,2020
Troy Williams,willitr02,HOU,122741,,2020
Johnathan Williams,willijo04,WAS,106181,,2020
Timothe Luwawu-Cabarrot,luwawti01,BRK,189702,,2020
Donta Hall,halldo01,DET,101504,,2020
Yante Maten,matenya01,MIA,100000,,2020
Jaylen Adams,adamsja01,ATL,100000,,2020
Justin Anderson,anderju01,BRK,98144,,2020
Demetrius Jackson,jacksde01,BOS,92857,,2020
Jeremy Pargo,pargoje01,GSW,91557,,2020
Chasson Randle,randlch01,GSW,91557,Minimum Salary,2020
Troy Daniels,danietr01,LAL,2028594,,2020
Josh Magette,magetjo01,ORL,81678,,2020
Jarrod Uthoff,uthofja01,MEM,81678,,2020
Dusty Hannahs,hannadu01,MEM,81678,,2020
Troy Daniels,danietr01,DEN,481000,Minimum Salary,2020
J.P. Macura,macurjp01,CLE,81678,,2020
Sheldon Mac,mcclesh01,CLE,81678,Minimum Salary,2020
Tyler Cook,cookty01,CLE,101504,,2020
Eric Mika,mikaer01,SAC,50752,,2020
Zach Norvell,norveza01,GSW,50752,,2020
Malik Newman,newmama01,CLE,50752,,2020
Marques Bolden,boldema01,CLE,50752,,2020
Sir'Dominic Pointer,pointsi01,CLE,50752,Minimum Salary,2020
Paul Watson,watsopa01,ATL,50752,,2020
Tyler Cook,cookty01,CLE,50000,,2020
William Howard,howarwi01,UTA,50000,,2020
Isaiah Taylor,taylois01,TOR,50000,,2020
Tyler Lydon,lydonty01,SAC,50000,,2020
Hollis Thompson,thompho01,SAC,50000,,2020
Tyler Ulis,ulisty01,SAC,50000,,2020
