Player,Link,Tm,Money,Signed Using,Year
Michael Gbinije,gbinimi01,DET,650000,Cap Space,2017
Georges Niang,niangge01,IND,650000,Cap Space,2017
John Lucas III,lucasjo02,MIN,635753,,2017
Joel Bolomboy,bolomjo01,UTA,600000,Cap Space,2017
Jake Layman,laymaja01,POR,600000,Cap Space,2017
Donatas Motiejunas,motiedo01,NOP,576724,Minimum Salary,2017
Chinanu Onuaku,onuakch01,HOU,543471,Minimum Salary,2017
Cheick Diallo,diallch01,NOP,543471,Minimum Salary,2017
Davis Bertans,bertada01,SAS,543471,Minimum Salary,2017
Diamond Stone,stonedi01,LAC,543471,Minimum Salary,2017
Patrick McCaw,mccawpa01,GSW,543471,Minimum Salary,2017
Kay Felder,feldeka01,CLE,543471,Minimum Salary,2017
Danuel House,houseda01,WAS,543471,,2017
Sheldon McClellan,mcclesh01,WAS,543471,Minimum Salary,2017
Daniel Ochefu,ochefda01,WAS,543471,Cap Space,2017
Fred VanVleet,vanvlfr01,TOR,543471,Minimum Salary,2017
Bryn Forbes,forbebr01,SAS,543471,Minimum Salary,2017
Tim Quarterman,quartti01,POR,543471,Minimum Salary,2017
Derrick Jones,jonesde02,PHO,543471,Minimum Salary,2017
Semaj Christon,chrisse01,OKC,543471,Minimum Salary,2017
Ron Baker,bakerro01,NYK,543471,Minimum Salary,2017
Marshall Plumlee,plumlma02,NYK,543471,Minimum Salary,2017
Maurice Ndour,ndourma01,NYK,543471,Minimum Salary,2017
Rodney McGruder,mcgruro01,MIA,543471,Minimum Salary,2017
Troy Williams,willitr02,MEM,543471,,2017
Gary Payton,paytoga02,HOU,543471,,2017
Kyle Wiltjer,wiltjky01,HOU,543471,Minimum Salary,2017
Jonathan Gibson,gibsojo01,DAL,543471,,2017
Dorian Finney-Smith,finnedo01,DAL,543471,Minimum Salary,2017
Nicolas Brussino,brussni01,DAL,543471,Minimum Salary,2017
Treveon Graham,grahatr01,CHO,543471,Minimum Salary,2017
Caron Butler,butleca01,SAC,517220,,2017
Jordan Farmar,farmajo01,LAC,510921,,2017
Jarrett Jack,jackja01,BRK,500000,,2017
Joel Anthony,anthojo01,SAS,497858,Minimum Salary,2017
John Jenkins,jenkijo01,PHO,469841,,2017
Aaron Gray,grayaa01,DET,452059,,2017
Hollis Thompson,thompho01,PHI,442126,,2017
Arinze Onuaku,onuakar01,ORL,440078,,2017
Maurice Ndour,ndourma01,DAL,437318,,2017
R.J. Hunter,hunterj01,CHI,425000,,2017
Ryan Kelly,kellyry01,ATL,418228,,2017
Alonzo Gee,geeal01,DEN,417848,,2017
Jose Calderon,caldejo01,ATL,392478,Minimum Salary,2017
Matt Barnes,barnema02,GSW,383351,Minimum Salary,2017
Aaron Harrison,harriaa01,CHO,375579,,2017
Toney Douglas,douglto01,MEM,348207,,2017
Briante Weber,weberbr01,MIA,328000,,2017
Andrea Bargnani,bargnan01,BRK,323599,,2017
Gal Mekel,mekelga01,DAL,315760,,2017
Miroslav Raduljica,radulmi01,LAC,300000,,2017
Ryan Kelly,kellyry01,ATL,286785,Minimum Salary,2017
Ronnie Price,pricero01,PHO,282595,Minimum Salary,2017
Derrick Williams,willide02,CLE,268029,Minimum Salary,2017
Deron Williams,willide01,CLE,259626,Minimum Salary,2017
Isaiah Taylor,taylois01,HOU,255000,Minimum Salary,2017
Bobby Brown,brownbo02,HOU,253759,,2017
Yi Jianlian,jianlyi01,LAL,250000,,2017
Elliot Williams,williel01,GSW,250000,,2017
Ben Bentil,bentibe01,BOS,250000,,2017
Norris Cole,coleno01,OKC,247991,Minimum Salary,2017
Andrew Bogut,bogutan01,CLE,242224,,2017
Terrence Jones,joneste01,MIL,236457,,2017
Chasson Randle,randlch01,PHI,233373,,2017
Nicolas Laprovittola,laproni01,SAS,210995,,2017
Okaro White,whiteok01,MIA,210995,Minimum Salary,2017
Yogi Ferrell,ferreyo01,DAL,207798,Minimum Salary,2017
Larry Sanders,sandela01,CLE,207722,,2017
Ronnie Price,pricero01,PHO,182548,,2017
Reggie Williams,willire02,NOP,180483,,2017
Jarell Eddie,eddieja01,WAS,175000,,2017
Jordan Crawford,crawfjo02,NOP,173094,Minimum Salary,2017
Joel Anthony,anthojo01,SAS,165952,,2017
Johnny O'Bryant,obryajo01,CHO,161483,Minimum Salary,2017
Brandon Paul,paulbr01,PHI,155000,,2017
Toney Douglas,douglto01,MEM,154758,,2017
Troy Williams,willitr02,HOU,150000,Cap Space,2017
Robbie Hummel,hummero01,DEN,150000,,2017
Jarnell Stokes,stokeja01,DEN,150000,,2017
Lance Stephenson,stephla01,MIN,144386,,2017
Chasson Randle,randlch01,NYK,143860,Minimum Salary,2017
Omri Casspi,casspom01,MIN,138414,Minimum Salary,2017
Jonathan Gibson,gibsojo01,DAL,137466,,2017
Derrick Williams,willide02,CLE,134014,,2017
Briante Weber,weberbr01,CHO,128623,Minimum Salary,2017
Marcus Paige,paigema01,UTA,125000,,2017
Quincy Acy,acyqu01,BRK,123642,,2017
Hollis Thompson,thompho01,NOP,119494,,2017
Manny Harris,harrima01,DAL,119494,,2017
Ray McCallum,mccalra01,CHO,119494,,2017
Archie Goodwin,goodwar01,BRK,119494,,2017
Johnny O'Bryant,obryajo01,DEN,115344,,2017
Johnny O'Bryant,obryajo01,CHO,115344,,2017
Anthony Brown,brownan02,NOP,108043,,2017
Jarell Eddie,eddieja01,PHO,102898,,2017
Briante Weber,weberbr01,GSW,102898,,2017
Briante Weber,weberbr01,CHO,102898,,2017
Lamar Patterson,pattela01,ATL,102898,,2017
Yogi Ferrell,ferreyo01,BRK,102300,,2017
Toney Douglas,douglto01,MEM,100593,,2017
Patricio Garino,garinpa01,SAS,100000,,2017
Lamar Patterson,pattela01,SAC,100000,,2017
Isaiah Cousins,cousiis01,SAC,100000,,2017
Chris Wright,wrighch01,OKC,100000,,2017
Chasson Randle,randlch01,NYK,100000,,2017
J.P. Tokoto,tokotjp01,NYK,100000,,2017
Okaro White,whiteok01,MIA,100000,,2017
Stefan Jankovic,jankost01,MIA,100000,,2017
Yogi Ferrell,ferreyo01,BRK,100000,,2017
Egidijus Mockevicius,mockeeg01,BRK,100000,,2017
Archie Goodwin,goodwar01,NOP,95600,,2017
Jarrett Jack,jackja01,NOP,91274,,2017
Shawn Long,longsh01,PHI,89513,Minimum Salary,2017
Wayne Selden,seldewa01,MEM,83119,Minimum Salary,2017
Alonzo Gee,geeal01,DEN,77379,,2017
Quincy Ford,fordqu01,UTA,75000,,2017
Henry Sims,simshe01,UTA,75000,,2017
Ryan Arcidiacono,arcidry01,SAS,75000,,2017
Kaleb Tarczewski,tarczka01,OKC,75000,,2017
Keith Benson,bensoke02,MIA,75000,,2017
Mike Tobey,tobeymi01,CHO,75000,,2017
Archie Goodwin,goodwar01,BRK,75000,Cap space,2017
David Nwaba,nwabada01,LAL,73528,Minimum Salary,2017
Reggie Williams,willire02,NOP,72193,,2017
Gary Neal,nealga01,ATL,72193,,2017
Kyle Collinsworth,colliky01,DAL,70000,,2017
Thomas Walkup,walkuth01,CHI,69500,,2017
Jordan Farmar,farmajo01,SAC,66384,,2017
Shawn Long,longsh01,PHI,65000,,2017
James Webb,webbja01,PHI,65000,,2017
Chasson Randle,randlch01,PHI,63938,,2017
Quinn Cook,cookqu01,NOP,63938,,2017
Okaro White,whiteok01,MIA,63938,,2017
David Nwaba,nwabada01,LAL,63938,,2017
Jarrod Uthoff,uthofja01,DAL,63938,,2017
Pierre Jackson,jackspi01,DAL,63938,,2017
Mike Tobey,tobeymi01,CHO,63938,,2017
Jordan Crawford,crawfjo02,NOP,61821,,2017
Zach Auguste,augusza01,LAL,60000,,2017
Justin Harper,harpeju01,PHI,57672,,2017
Brady Heslip,heslibr01,TOR,56500,,2017
Anthony Brown,brownan02,ORL,51449,,2017
Axel Toupane,toupaax01,MIL,51449,,2017
Cliff Alexander,alexacl01,BRK,51449,,2017
E.J. Singler,singlej01,TOR,50000,,2017
Yanick Moreira,moreiya01,TOR,50000,,2017
Jarrod Uthoff,uthofja01,TOR,50000,,2017
Dionte Christmas,chrisdi01,PHI,50000,,2017
Cat Barber,barbeca01,PHI,50000,,2017
Reggie Williams,willire02,OKC,50000,,2017
Alex Caruso,carusal01,OKC,50000,,2017
Ben Bentil,bentibe01,IND,50000,,2017
Julyan Stone,stoneju01,IND,50000,,2017
Isaiah Taylor,taylois01,HOU,50000,,2017
Cameron Jones,jonesca02,GSW,50000,,2017
Elgin Cook,cookel01,GSW,50000,,2017
Scott Wood,woodsc01,GSW,50000,,2017
Nate Wolters,woltena01,DEN,50000,,2017
D.J. Kennedy,kennedj01,DEN,50000,,2017
Damion Lee,leeda03,BOS,50000,,2017
Matt Costello,costema01,ATL,50000,,2017
Jarrod Uthoff,uthofja01,DAL,47953,Minimum Salary,2017
Beau Beech,beechbe01,BRK,45000,,2017
Pierre Jackson,jackspi01,DAL,41560,,2017
Alex Poythress,poythal01,IND,35381,,2017
Gary Payton,paytoga02,MIL,35166,Minimum Salary,2017
D.J. Stephens,stephdj01,MEM,35000,,2017
Phil Pressey,pressph01,GSW,35000,,2017
Shawn Long,longsh01,PHI,31969,,2017
Alex Poythress,poythal01,PHI,31969,,2017
Patricio Garino,garinpa01,ORL,31969,Minimum Salary,2017
Marcus Georges-Hunt,georgma01,ORL,31969,Minimum Salary,2017
Wayne Selden,seldewa01,NOP,31969,,2017
Marcus Georges-Hunt,georgma01,MIA,31969,,2017
Troy Williams,willitr02,HOU,31969,,2017
Ben Bentil,bentibe01,DAL,31969,,2017
Yogi Ferrell,ferreyo01,DAL,31969,,2017
Quinn Cook,cookqu01,DAL,31969,,2017
Prince Ibeh,ibehpr01,BRK,31969,,2017
Matt Costello,costema01,MEM,31500,,2017
Nikola Jovanovic,jovanni01,DET,30000,,2017
Lamar Patterson,pattela01,ATL,25725,,2017
Tony Wroten,wroteto01,MEM,25000,,2017
Nick Zeisloft,zeislni01,IND,25000,,2017
Jalen Jones,jonesja04,BOS,25000,,2017
Marcus Georges-Hunt,georgma01,BOS,25000,,2017
Elijah Millsap,millsel01,PHO,23069,Cap space,2017
Axel Toupane,toupaax01,NOP,20580,Minimum Salary,2017
Jameel Warney,warneja01,DAL,20000,,2017
Dahntay Jones,jonesda02,CLE,18255,,2017
Jordan Farmar,farmajo01,SAC,16595,,2017
Quinn Cook,cookqu01,NOP,15984,Minimum Salary,2017
Ray McCallum,mccalra01,DET,11949,,2017
P.J. Hairston,hairspj02,HOU,11534,,2017
Alex Poythress,poythal01,PHI,6934,Hardship Exception,2017
Dahntay Jones,jonesda02,CLE,5767,Minimum Salary,2017
Edy Tavares,tavarwa01,CLE,5145,Minimum Salary,2017
