Player,Link,Tm,Money,Signed Using,Year
Chasson Randle,randlch01,WAS,869094,Minimum Salary,2019
Gary Trent,trentga02,POR,838464,MLE,2019
Ryan Broekhoff,broekry01,DAL,838464,,2019
Chimezie Metu,metuch01,SAS,838464,MLE,2019
Hamidou Diallo,diallha01,OKC,838464,MLE,2019
Keita Bates-Diop,bateske01,MIN,838464,MLE,2019
Jevon Carter,carteje01,MEM,838464,MInimum Salary,2019
Bruce Brown,brownbr01,DET,838464,MLE,2019
Jarred Vanderbilt,vandeja01,DEN,838464,MLE,2019
Khyri Thomas,thomakh01,DET,838464,MLE,2019
Alize Johnson,johnsal02,IND,838464,Minimum Salary,2019
Isaiah Briscoe,briscis01,ORL,838464,,2019
Kenrich Williams,willike04,NOP,838464,Minimum Salary,2019
Isaiah Hartenstein,harteis01,HOU,838464,MLE,2019
Ray Spalding,spaldra01,DAL,838464,,2019
Brad Wanamaker,wanambr01,BOS,838464,Minimum Salary,2019
Martell Webster,webstma02,WAS,833333,,2019
Lorenzo Brown,brownlo01,TOR,800000,,2019
Patrick McCaw,mccawpa01,TOR,786000,,2019
Wesley Matthews,matthwe02,IND,737715,,2019
Jeremy Lin,linje01,TOR,697000,,2019
Cole Aldrich,aldrico01,MIN,685341,,2019
James Nunnally,nunnaja01,MIN,655632,,2019
Enes Kanter,kanteen01,POR,653556,,2019
Carlos Delfino,delfica01,LAC,650000,,2019
Gary Clark,clarkga01,HOU,596872,,2019
Markieff Morris,morrima02,OKC,573295,Cap Space,2019
Nik Stauskas,stausni01,CLE,540472,,2019
Pau Gasol,gasolpa01,MIL,527467,,2019
Caron Butler,butleca01,SAC,517219,,2019
Zhou Qi,qizh01,HOU,506134,,2019
Bruno Caboclo,cabocbr01,MEM,487000,,2019
Dakari Johnson,johnsda04,MEM,459414,,2019
Chris Boucher,bouchch01,TOR,457418,,2019
Malcolm Miller,millema01,TOR,457418,,2019
Isaiah Canaan,canaais01,PHO,456733,,2019
Edmond Sumner,sumneed01,IND,449794,Two-Way Contract,2019
A.J. Hammons,hammoaj01,MIA,350088,,2019
Henry Ellenson,ellenhe01,NYK,341831,,2019
Festus Ezeli,ezelife01,POR,333333,,2019
C.J. Watson,watsocj01,ORL,333333,,2019
Patrick McCaw,mccawpa01,CLE,323529,,2019
Nick Young,youngni01,DEN,311070,,2019
Corey Brewer,breweco01,SAC,270496,,2019
Corey Brewer,breweco01,PHI,270496,,2019
Okaro White,whiteok01,WAS,264919,,2019
Miroslav Raduljica,radulmi01,LAC,252043,,2019
Eric Moreland,moreler01,PHO,239035,,2019
Jaylen Adams,adamsja01,ATL,236854,,2019
Quincy Acy,acyqu01,PHO,213949,,2019
Tim Frazier,fraziti01,MIL,205098,,2019
Andrew Harrison,harrian01,MEM,200000,,2019
Jimmer Fredette,fredeji01,PHO,198580,,2019
Michael Carter-Williams,cartemi01,ORL,198580,,2019
Isaiah Canaan,canaais01,MIN,198580,,2019
Terrence Jones,joneste01,HOU,198580,,2019
Jodie Meeks,meeksjo01,TOR,196724,,2019
Dairis Bertans,bertada02,NOP,194220,,2019
Ray Spalding,spaldra01,PHO,184746,,2019
Bruno Caboclo,cabocbr01,MEM,183211,,2019
Cameron Payne,payneca01,CLE,177063,,2019
Deyonta Davis,davisde01,ATL,170916,,2019
Ron Baker,bakerro01,WAS,170915,,2019
Jamaal Franklin,frankja01,MEM,163296,,2019
Ben Moore,moorebe01,IND,160096,,2019
Deonte Burton,burtode02,OKC,151587,,2019
Jodie Meeks,meeksjo01,TOR,122953,,2019
Troy Williams,willitr02,HOU,122741,,2019
Greg Monroe,monrogr01,BOS,122344,,2019
Cameron Reynolds,reynoca01,MIN,108953,,2019
Tyler Zeller,zellety01,ATL,106974,,2019
John Jenkins,jenkijo01,NYK,99290,,2019
John Jenkins,jenkijo01,NYK,99290,,2019
John Jenkins,jenkijo01,WAS,99290,,2019
Isaiah Canaan,canaais01,MIL,99290,,2019
Walt Lemon,lemonwa01,CHI,99107,,2019
Cameron Reynolds,reynoca01,MIN,94742,,2019
Justin Bibbs,bibbsju01,LAC,94742,,2019
Mitch Creek,creekmi01,BRK,94742,,2019
B.J. Johnson,johnsbj01,ATL,94742,,2019
Demetrius Jackson,jacksde01,BOS,92857,,2019
Chris Chiozza,chiozch01,HOU,90005,,2019
Eric Moreland,moreler01,TOR,88531,,2019
JaKarr Sampson,sampsja02,CHI,88531,,2019
Henry Ellenson,ellenhe01,NYK,85458,,2019
Gary Payton,paytoga02,WAS,85458,,2019
Scotty Hopson,hopsosc01,OKC,85458,,2019
Charles Cooke,cookech01,MIA,76236,,2019
Andre Ingram,ingraan01,LAL,76236,,2019
Kobi Simmons,simmoko01,CLE,76236,,2019
Donatas Motiejunas,motiedo01,SAS,59820,,2019
Jemerrio Jones,jonesje01,LAL,52108,,2019
Shaquille Harrison,harrish01,PHO,50000,,2019
Garlon Green,greenga02,NOP,50000,,2019
Ray Spalding,spaldra01,PHO,47371,,2019
Chris Chiozza,chiozch01,HOU,47371,,2019
Mitch Creek,creekmi01,MIN,47371,,2019
Cody Demps,dempsco01,SAC,47371,,2019
B.J. Johnson,johnsbj01,SAC,47371,,2019
Emanuel Terry,terryem01,PHO,47371,,2019
Richard Solomon,solomri01,OKC,47371,,2019
Emanuel Terry,terryem01,MIA,47371,,2019
Dusty Hannahs,hannadu01,MEM,47371,,2019
Scott Machado,machasc01,LAL,47371,,2019
Stephan Hicks,hicksst01,IND,47371,,2019
Tahjere McCall,mccalta01,BRK,47371,,2019
Jordan Sibert,siberjo01,ATL,47371,,2019
Isaac Humphries,humphis01,ATL,47371,,2019
Billy Garrett,garrebi01,NYK,42634,,2019
Emanuel Terry,terryem01,DEN,35000,,2019
Troy Williams,willitr02,NOP,34183,,2019
Deyonta Davis,davisde01,ATL,25637,,2019
Michael Frazier,frazimi01,HOU,23685,,2019
Jordan McRae,mcraejo01,WAS,17092,,2019
Jonathan Gibson,gibsojo01,BOS,17092,,2019
Yante Maten,matenya01,MIA,14211,Mid-level Exception,2019
Duncan Robinson,robindu01,MIA,9474,,2019
Mitch Creek,creekmi01,MIN,9474,,2019
Tarik Phillip,phillta01,WAS,9474,,2019
Terry Larrier,larrite01,DAL,6000,,2019
Kendrick Nunn,nunnke01,MIA,4737,,2019
Ding Yanyuhang,yanyudi01,DAL,4737,,2019
