Player,Link,Tm,Money,Signed Using,Year
Shelvin Mack,,WAS,71736,,2013
Eddy Curry,,DAL,55678,,2013
Kenyon Martin,,NYK,79540,,2013
Kenyon Martin,,NYK,79540,,2013
Lazar Hayward,,MIN,50258,,2013
Chris Johnson,,MIN,50258,,2013
Mickael Gelabale,,MIN,50258,,2013
Chris Johnson,,MIN,50258,,2013
Mickael Gelabale,,MIN,50258,,2013
Juwan Howard,,MIA,79540,,2013
Juwan Howard,,MIA,79540,,2013
Chris Andersen,,MIA,79540,,2013
Chris Andersen,,MIA,79540,,2013
DaJuan Summers,,LAC,52066,,2013
DaJuan Summers,,LAC,52066,,2013
Dominic McGuire,,IND,58393,,2013
Dominic McGuire,,IND,58393,,2013
Mike James,,DAL,79540,,2013
Mike James,,DAL,79540,,2013
Louis Amundson,,CHI,62912,,2013
Jannero Pargo,,CHA,72309,,2013
Jannero Pargo,,CHA,72309,,2013
Damion James,,BRK,50258,,2013
Shavlik Randolph,,BOS,58393,,2013
D.J. White,,BOS,53874,,2013
Shavlik Randolph,,BOS,58393,,2013
D.J. White,,BOS,53874,,2013
Terrence Williams,,BOS,52066,,2013
Jannero Pargo,,ATL,72309,,2013
Jannero Pargo,,ATL,72309,,2013
Kevin Jones,,CLE,50000,,2013
Justin Holiday,,PHI,47360,Minimum Salary,2013
Travis Leslie,,UTA,44835,,2013
Jeremy Pargo,,PHI,44835,,2013
Shelvin Mack,,PHI,44835,,2013
Shelvin Mack,,PHI,44835,,2013
Terrel Harris,,NOH,44835,,2013
Terrel Harris,,NOH,44835,,2013
Donald Sloan,,NOH,44835,,2013
Josh Harrellson,,MIA,44835,,2013
Malcolm Thomas,,GSW,44835,,2013
Justin Dentmon,,DAL,44835,,2013
Malcolm Thomas,,CHI,44835,,2013
Malcolm Thomas,,CHI,44835,,2013
Malcolm Thomas,,CHI,44835,Minimum Salary,2013
Shelvin Mack,,ATL,44835,,2013
Shelvin Mack,,ATL,44835,,2013
Jarvis Varnado,,BOS,39003,,2013
Solomon Jones,,NYK,37747,,2013
Lazar Hayward,,MIN,35181,,2013
Jerel McNeal,,UTA,33431,Minimum Salary,2013
Jerel McNeal,,UTA,27859,,2013
Maalik Wayns,,PHI,27859,,2013
Henry Sims,,NOH,27859,,2013
Jarvis Varnado,,MIA,27859,,2013
Jarvis Varnado,,MIA,27859,,2013
Chris Johnson,,MEM,27859,,2013
Chris Johnson,,MEM,27859,,2013
Maalik Wayns,,LAC,27859,,2013
Maalik Wayns,,LAC,27859,,2013
Scott Machado,,GSW,27859,,2013
Josh Akognon,,DAL,27859,,2013
Chris Wright,,DAL,27859,,2013
Kris Joseph,,BRK,27859,,2013
Andy Rautins,,OKC,25000,,2013
Sundiata Gaines,,IND,25000,,2013
Blake Ahearn,,IND,25000,,2013
Dionte Christmas,,BOS,25000,,2013
Jamar Smith,,BOS,25000,,2013
Andrew Goudelock,,LAL,17934,Minimum Salary,2013
Kris Joseph,,BRK,16715,Minimum Salary,2013
Brian Cook,,WAS,14462,,2013
Josh Akognon,,DAL,13930,Minimum Salary,2013
Tracy McGrady,,SAS,15908,Minimum Salary,2013
Quentin Richardson,,NYK,15908,Minimum Salary,2013
Dwayne Jones,,GSW,5839,Minimum Salary,2013
Donte Greene,,MEM,5387,Minimum Salary,2013
Earl Barron,,NYK,6743,Minimum Salary,2013
Willie Reed,,MEM,2786,Minimum Salary,2013
Scott Machado,,GSW,2786,Minimum Salary,2013
